z_pos,x_pos,y_pos,time,flux,err_byte,
215.7,0,0,48,182.2,58.382,
216,0,0,48.25,182,58.632,
216.3,0,0,48.5,177.6,58.882,
216.6,0,0,48.75,177.6,59.132,
216.9,0,0,49,177.8,59.381,
217.2,0,0,49.25,174.1,59.632,
217.5,0,0,49.5,173.2,59.882,
217.8,0,0,49.75,173.2,60.131,
218.1,0,0,50,173.8,60.381,
218.4,0,0,50.25,177.5,60.631,
218.7,0,0,50.5,177.5,60.882,
219,0,0,50.75,172.4,61.132,
219.3,0,0,51,174.9,61.381,
219.6,0,0,51.25,172.1,61.63,
219.9,0,0,51.5,173.3,61.882,
