#Time,Field (G)
00:00:00.000,2.3
00:00:00.991,16.7
00:00:01.998,16.6
00:00:02.990,16.7
00:00:03.998,16.7
00:00:04.988,16.7
00:00:05.996,16.6
00:00:06.987,16.5
00:00:07.995,16.5
00:00:08.987,16.5
00:00:09.993,16.6
00:00:10.985,16.7
00:00:11.993,16.6
00:00:13.000,16.7
00:00:13.992,16.3
00:00:14.999,16.5
00:00:15.991,16.2
00:00:16.998,16.3
00:00:17.989,16.0
00:00:18.997,16.0
00:00:19.988,16.0
00:00:20.995,15.9
00:00:21.987,15.8
00:00:22.995,15.6
00:00:23.986,15.7
00:00:24.993,15.5
00:00:25.985,15.5
00:00:26.993,15.4
00:00:28.000,15.3
00:00:28.991,15.4
00:00:29.998,15.2
00:00:30.990,15.1
00:00:31.997,15.0
00:00:32.988,14.8
00:00:33.996,14.8
00:00:34.987,14.7
00:00:35.995,14.7
00:00:36.987,14.5
00:00:37.994,14.4
00:00:38.986,14.4
00:00:39.993,14.3
00:00:41.000,14.3
00:00:41.992,14.0
00:00:42.999,14.2
00:00:43.990,13.8
00:00:44.997,14.1
00:00:45.989,13.7
00:00:46.996,13.7
00:00:47.988,13.6
00:00:48.995,13.6
00:00:49.987,13.4
00:00:50.995,13.5
00:00:51.986,13.4
00:00:52.993,13.5
00:00:54.000,13.3
00:00:54.992,13.1
00:00:56.000,13.1
00:00:56.990,13.2
00:00:57.998,13.0
00:00:58.989,13.1
00:00:59.997,13.0
00:01:00.989,12.8
00:01:01.995,12.9
00:01:02.987,12.9
00:01:03.995,13.0
00:01:04.986,13.0
00:01:05.994,13.1
00:01:07.001,13.0
00:01:07.992,13.0
00:01:08.999,13.1
00:01:09.990,13.0
00:01:10.999,13.1
