#Time,Field (G)
00:00:00.000,2.6
00:00:00.256,2.6
00:00:00.512,2.7
00:00:00.752,2.7
00:00:01.007,2.5
00:00:01.263,2.6
00:00:01.503,2.6
00:00:01.759,2.8
00:00:01.999,2.8
00:00:02.255,2.6
00:00:02.511,2.7
00:00:02.751,2.7
00:00:03.006,2.5
00:00:03.262,2.5
00:00:03.502,2.7
00:00:03.758,2.5
00:00:04.013,2.5
00:00:04.253,2.7
00:00:04.509,2.7
00:00:04.749,2.6
00:00:05.005,2.6
00:00:05.260,2.8
00:00:05.501,2.5
00:00:05.757,2.5
00:00:06.012,2.8
00:00:06.252,2.8
00:00:06.508,2.5
00:00:06.764,2.6
00:00:07.004,2.6
00:00:07.260,2.6
00:00:07.500,2.6
00:00:07.755,2.9
00:00:08.011,2.5
00:00:08.251,2.5
00:00:08.507,2.7
00:00:08.763,2.7
00:00:09.003,2.4
00:00:09.259,2.4
00:00:09.499,2.7
00:00:09.754,2.6
00:00:10.010,2.6
00:00:10.250,2.8
00:00:10.505,2.8
00:00:10.762,2.5
00:00:11.002,2.7
00:00:11.257,2.7
00:00:11.513,2.5
00:00:11.753,2.5
00:00:12.009,2.6
00:00:12.248,2.4
00:00:12.505,2.4
00:00:12.760,2.6
00:00:13.000,2.6
00:00:13.256,2.4
00:00:13.512,2.4
00:00:13.752,2.5
00:00:14.008,2.7
00:00:14.264,2.7
00:00:14.504,2.3
00:00:14.759,2.3
00:00:14.999,2.6
00:00:15.256,2.6
00:00:15.511,2.6
00:00:15.750,2.6
00:00:16.007,2.6
00:00:16.263,2.5
00:00:16.502,2.9
00:00:16.758,2.9
00:00:16.999,2.5
00:00:17.254,2.5
00:00:17.510,2.5
00:00:17.749,2.5
00:00:18.005,2.4
00:00:18.261,2.3
00:00:18.501,2.3
00:00:18.757,2.4
00:00:19.013,2.4
00:00:19.253,2.5
00:00:19.508,2.5
00:00:19.748,2.5
00:00:20.005,2.6
00:00:20.260,2.6
00:00:20.499,2.5
00:00:20.756,2.5
00:00:21.012,2.5
00:00:21.251,2.3
00:00:21.508,2.3
00:00:21.763,2.4
00:00:22.003,2.4
00:00:22.259,2.6
00:00:22.499,2.6
00:00:22.755,2.6
00:00:23.010,2.3
00:00:23.251,2.3
00:00:23.506,2.8
00:00:23.762,2.4
00:00:24.002,2.4
00:00:24.258,2.5
00:00:24.514,2.5
00:00:24.754,2.4
00:00:25.009,2.5
00:00:25.249,2.5
00:00:25.505,2.3
00:00:25.761,2.3
00:00:26.001,2.4
00:00:26.257,2.4
00:00:26.513,2.3
00:00:26.752,2.4
00:00:27.009,2.4
00:00:27.248,2.3
00:00:27.504,2.3
00:00:27.760,2.3
00:00:27.999,2.3
00:00:28.256,2.3
00:00:28.518,2.4
00:00:28.751,2.4
00:00:29.007,2.3
00:00:29.263,2.1
00:00:29.504,2.1
00:00:29.759,2.2
00:00:29.998,2.2
00:00:30.254,2.2
00:00:30.510,2.2
00:00:30.751,1.9
00:00:31.006,2.1
00:00:31.262,2.1
00:00:31.501,2.0
00:00:31.757,2.0
00:00:32.013,2.3
00:00:32.254,2.1
00:00:32.509,2.1
