#Time,Field (G)
00:00:32.749,2.1
00:00:33.004,2.1
00:00:33.260,2.4
00:00:33.500,2.3
00:00:33.756,2.3
00:00:34.012,2.2
00:00:34.252,2.2
00:00:34.508,2.3
00:00:34.763,2.3
00:00:35.003,2.5
00:00:35.260,2.6
00:00:35.500,2.6
00:00:35.755,2.9
00:00:36.011,2.9
00:00:36.251,2.7
00:00:36.507,3.1
00:00:36.762,3.1
00:00:37.003,3.2
00:00:37.258,3.2
00:00:37.514,3.3
00:00:37.754,3.3
00:00:38.010,3.3
00:00:38.250,3.7
00:00:38.506,3.7
00:00:38.762,3.5
00:00:39.001,3.5
00:00:39.257,3.7
00:00:39.513,3.8
00:00:39.753,3.8
00:00:40.009,4.1
00:00:40.249,4.1
00:00:40.504,3.9
00:00:40.760,4.2
00:00:41.000,4.2
00:00:41.257,4.1
00:00:41.512,4.1
00:00:41.752,4.6
00:00:42.008,4.5
00:00:42.263,4.5
00:00:42.503,4.6
00:00:42.759,4.6
00:00:43.000,4.9
00:00:43.255,4.9
00:00:43.511,4.9
00:00:43.750,5.0
00:00:44.006,5.0
00:00:44.262,5.2
00:00:44.502,5.2
00:00:44.758,5.4
00:00:45.014,5.5
00:00:45.254,5.5
00:00:45.509,6.1
00:00:45.750,6.1
00:00:46.005,6.0
00:00:46.261,6.3
00:00:46.501,6.3
00:00:46.757,6.6
00:00:47.013,6.6
00:00:47.253,6.5
00:00:47.508,7.0
00:00:47.748,7.0
00:00:48.004,7.1
00:00:48.260,7.1
00:00:48.500,7.7
00:00:48.756,7.7
00:00:49.012,7.8
00:00:49.252,8.1
00:00:49.507,8.1
00:00:49.763,8.5
00:00:50.003,8.5
00:00:50.259,9.0
00:00:50.499,9.7
00:00:50.755,9.7
00:00:51.010,9.9
00:00:51.250,9.9
00:00:51.506,10.4
00:00:51.763,11.1
00:00:52.002,11.1
00:00:52.258,11.5
00:00:52.514,11.5
00:00:52.753,12.0
00:00:53.009,12.3
00:00:53.249,12.3
00:00:53.505,12.8
00:00:53.761,12.8
00:00:54.001,13.4
00:00:54.257,13.4
00:00:54.512,14.4
00:00:54.752,15.4
00:00:55.008,15.4
00:00:55.264,16.6
00:00:55.504,16.6
00:00:55.760,17.5
00:00:56.000,17.7
00:00:56.255,17.7
00:00:56.512,18.2
00:00:56.751,18.2
00:00:57.007,19.4
00:00:57.263,20.8
00:00:57.503,20.8
00:00:57.759,21.1
00:00:57.998,21.1
00:00:58.254,21.5
00:00:58.510,22.7
00:00:58.750,22.7
00:00:59.005,23.6
00:00:59.261,23.6
00:00:59.502,25.2
00:00:59.757,25.2
00:01:00.013,26.0
00:01:00.253,29.0
00:01:00.509,29.0
00:01:00.749,33.6
00:01:01.005,33.6
00:01:01.260,37.6
00:01:01.500,39.9
00:01:01.757,39.9
00:01:02.012,45.1
00:01:02.253,45.1
00:01:02.508,49.6
00:01:02.764,54.8
00:01:03.003,54.8
00:01:03.260,60.8
00:01:03.500,60.8
00:01:03.755,66.0
00:01:04.011,70.1
00:01:04.251,70.1
00:01:04.507,75.9
00:01:04.763,75.9
00:01:05.002,82.4
00:01:05.258,89.3
00:01:05.514,89.3
00:01:05.754,97.8
00:01:06.010,97.8
00:01:06.250,107.1
00:01:06.506,107.1
00:01:06.762,116.5
00:01:07.002,127.2
00:01:07.257,127.2
00:01:07.513,147.0
00:01:07.753,147.0
00:01:08.009,165.2
00:01:08.249,177.9
00:01:08.504,177.9
00:01:08.760,182.2
00:01:09.000,182.2
00:01:09.256,180.9
00:01:09.512,180.4
00:01:09.752,180.4
00:01:10.008,180.9
00:01:10.263,180.9
00:01:10.503,180.8
00:01:10.759,177.0
00:01:10.998,177.0
00:01:11.254,155.8
00:01:11.511,155.8
00:01:11.751,125.7
00:01:12.006,103.1
00:01:12.263,103.1
00:01:12.503,96.1
00:01:12.757,96.1
00:01:13.014,97.4
00:01:13.254,92.9
00:01:13.510,92.9
00:01:13.749,84.3
00:01:14.005,84.3
00:01:14.261,79.2
00:01:14.501,79.2
00:01:14.757,79.0
00:01:15.013,71.4
00:01:15.252,71.4
00:01:15.508,63.2
00:01:15.764,63.2
00:01:16.004,58.5
00:01:16.260,54.6
00:01:16.500,54.6
00:01:16.756,52.6
00:01:17.012,52.6
00:01:17.252,49.1
00:01:17.507,44.2
00:01:17.763,44.2
00:01:18.003,40.6
00:01:18.259,40.6
00:01:18.499,37.9
00:01:18.755,36.2
00:01:19.010,36.2
00:01:19.255,32.2
00:01:19.507,32.2
00:01:19.763,29.9
00:01:20.002,28.4
00:01:20.258,28.4
00:01:20.513,27.1
00:01:20.754,27.1
00:01:21.010,25.6
00:01:21.249,25.6
00:01:21.505,22.2
00:01:21.760,20.9
00:01:22.001,20.9
00:01:22.256,20.1
00:01:22.512,20.1
00:01:22.752,18.7
00:01:23.008,16.3
00:01:23.264,16.3
00:01:23.504,16.1
00:01:23.759,16.1
00:01:24.000,15.5
00:01:24.255,14.0
00:01:24.511,14.0
00:01:24.751,13.1
00:01:25.011,13.1
00:01:25.263,13.2
00:01:25.502,13.0
00:01:25.758,13.0
00:01:26.014,11.6
00:01:26.255,11.6
00:01:26.510,10.6
00:01:26.750,10.6
00:01:27.006,10.6
00:01:27.262,9.7
00:01:27.501,9.7
00:01:27.757,8.8
00:01:28.013,8.8
00:01:28.253,9.3
00:01:28.509,8.7
00:01:28.765,8.7
00:01:29.004,8.1
00:01:29.260,8.1
00:01:29.500,7.9
00:01:29.756,7.6
00:01:30.012,7.6
00:01:30.251,7.3
00:01:30.508,7.3
00:01:30.763,6.4
00:01:31.004,6.4
00:01:31.259,6.5
00:01:31.499,6.2
00:01:31.755,6.2
00:01:32.011,5.8
00:01:32.251,5.8
00:01:32.506,5.8
00:01:32.762,5.5
00:01:33.002,5.5
00:01:33.258,5.1
00:01:33.514,5.1
00:01:33.754,4.9
00:01:34.010,5.1
00:01:34.249,5.1
00:01:34.505,4.9
00:01:34.761,4.9
00:01:35.001,4.6
00:01:35.257,4.5
00:01:35.513,4.5
00:01:35.753,4.2
00:01:36.008,4.2
00:01:36.264,4.3
00:01:36.504,4.3
00:01:36.760,4.2
00:01:37.000,4.1
00:01:37.255,4.1
00:01:37.512,3.6
00:01:37.751,3.6
00:01:38.008,3.8
00:01:38.263,3.6
00:01:38.503,3.6
00:01:38.758,3.8
00:01:39.014,3.8
00:01:39.254,3.4
00:01:39.513,3.4
00:01:39.750,3.4
00:01:40.006,3.1
00:01:40.261,3.1
00:01:40.502,3.2
00:01:40.757,3.2
00:01:41.014,2.7
00:01:41.253,2.8
00:01:41.509,2.8
00:01:41.749,2.9
00:01:42.005,2.9
00:01:42.261,2.7
00:01:42.500,2.4
00:01:42.757,2.4
00:01:43.012,2.7
00:01:43.252,2.7
00:01:43.508,2.5
00:01:43.764,2.3
00:01:44.004,2.3
00:01:44.259,2.5
00:01:44.499,2.5
00:01:44.755,2.5
00:01:45.011,2.5
00:01:45.251,2.5
00:01:45.507,2.5
00:01:45.763,2.5
00:01:46.003,2.7
00:01:46.259,2.7
00:01:46.514,2.6
00:01:46.754,2.7
00:01:47.010,2.7
00:01:47.250,2.6
00:01:47.506,2.6
00:01:47.762,2.8
00:01:48.001,2.8
00:01:48.258,2.8
00:01:48.513,2.9
00:01:48.753,2.9
00:01:49.009,2.6
00:01:49.264,2.6
00:01:49.505,3.1
00:01:49.760,2.7
00:01:50.001,2.7
00:01:50.256,2.8
00:01:50.511,2.8
00:01:50.752,2.9
00:01:51.008,2.8
00:01:51.263,2.8
00:01:51.504,2.7
00:01:51.759,2.7
00:01:51.999,2.9
00:01:52.256,2.9
00:01:52.511,2.9
00:01:52.750,3.0
00:01:53.006,3.0
00:01:53.263,2.7
00:01:53.502,2.7
00:01:53.758,3.0
00:01:54.014,2.8
00:01:54.254,2.8
00:01:54.510,2.8
00:01:54.750,2.8
00:01:55.005,2.8
00:01:55.261,2.6
00:01:55.501,2.6
00:01:55.757,2.7
00:01:56.013,2.7
00:01:56.253,2.6
00:01:56.509,2.8
00:01:56.765,2.8
00:01:57.004,2.6
00:01:57.260,2.6
00:01:57.500,2.8
00:01:57.756,2.8
00:01:58.012,2.8
00:01:58.252,2.8
00:01:58.511,2.8
00:01:58.763,2.5
00:01:59.003,2.5
00:01:59.260,2.9
00:01:59.515,2.7
00:01:59.755,2.7
00:02:00.011,2.7
00:02:00.250,2.7
00:02:00.506,2.6
00:02:00.763,2.7
00:02:01.002,2.7
00:02:01.257,2.6
00:02:01.514,2.6
00:02:01.753,2.8
