#Time,Field (G)
00:00:00.000,6.2
00:00:00.239,12.6
00:00:00.495,12.7
00:00:00.750,12.7
00:00:00.991,12.3
00:00:01.246,12.3
00:00:01.503,12.4
00:00:01.742,12.4
00:00:01.997,12.6
00:00:02.238,12.5
00:00:02.494,12.5
00:00:02.750,12.8
00:00:02.990,12.8
00:00:03.246,12.4
00:00:03.501,12.8
00:00:03.741,12.8
00:00:03.997,12.7
00:00:04.252,12.7
00:00:04.492,12.5
00:00:04.748,12.6
00:00:04.988,12.6
00:00:05.244,12.7
00:00:05.500,12.7
00:00:05.740,12.7
00:00:05.996,12.8
00:00:06.251,12.8
00:00:06.492,12.4
00:00:06.747,12.4
00:00:07.003,12.5
00:00:07.244,12.5
00:00:07.499,12.4
00:00:07.739,12.4
00:00:07.995,12.4
00:00:08.250,12.6
00:00:08.491,12.6
00:00:08.746,12.5
00:00:09.002,12.6
00:00:09.242,12.6
00:00:09.498,12.5
00:00:09.738,12.5
00:00:09.993,12.4
00:00:10.249,12.6
00:00:10.489,12.6
00:00:10.745,12.4
00:00:11.001,12.4
00:00:11.241,12.6
00:00:11.496,12.6
00:00:11.752,12.6
00:00:11.992,12.4
00:00:12.248,12.4
00:00:12.489,12.8
00:00:12.744,12.8
00:00:13.000,12.8
00:00:13.240,12.6
00:00:13.496,12.6
00:00:13.751,12.6
00:00:13.991,12.6
00:00:14.247,12.4
00:00:14.503,12.7
00:00:14.743,12.7
00:00:14.999,12.3
00:00:15.238,12.3
00:00:15.494,12.4
00:00:15.750,12.7
00:00:15.990,12.7
00:00:16.246,12.6
00:00:16.502,12.6
00:00:16.742,12.7
00:00:16.997,12.7
00:00:17.254,12.7
00:00:17.493,12.6
00:00:17.749,12.6
00:00:17.989,12.7
00:00:18.245,12.7
00:00:18.500,12.6
00:00:18.740,12.8
00:00:18.996,12.8
00:00:19.252,12.8
00:00:19.492,12.8
00:00:19.748,12.6
00:00:19.987,12.7
00:00:20.243,12.7
00:00:20.499,12.7
00:00:20.738,12.7
00:00:20.995,12.8
00:00:21.251,12.6
00:00:21.491,12.6
00:00:21.747,12.4
00:00:22.002,12.4
00:00:22.242,12.5
00:00:22.498,12.6
00:00:22.738,12.6
00:00:22.993,12.5
00:00:23.250,12.5
00:00:23.489,12.7
00:00:23.745,12.7
00:00:24.002,12.5
00:00:24.241,12.7
00:00:24.497,12.7
00:00:24.752,12.7
00:00:24.992,12.7
00:00:25.248,12.8
00:00:25.488,12.6
00:00:25.744,12.6
00:00:26.000,12.8
00:00:26.239,12.8
00:00:26.495,12.4
00:00:26.751,12.7
00:00:26.991,12.7
00:00:27.247,12.6
00:00:27.502,12.6
00:00:27.742,12.9
00:00:27.999,12.7
00:00:28.238,12.7
00:00:28.494,12.6
00:00:28.750,12.6
00:00:28.990,12.7
00:00:29.246,12.7
00:00:29.502,12.8
00:00:29.742,12.8
00:00:29.998,12.8
00:00:30.253,12.8
00:00:30.493,12.8
00:00:30.749,12.9
00:00:30.989,12.9
00:00:31.244,12.9
00:00:31.500,12.9
00:00:31.741,12.9
00:00:31.996,12.7
00:00:32.252,13.1
00:00:32.492,13.1
00:00:32.748,12.8
00:00:32.987,12.8
00:00:33.244,13.0
00:00:33.500,12.9
00:00:33.739,12.9
00:00:33.995,13.1
00:00:34.251,13.1
00:00:34.491,13.1
00:00:34.747,13.1
00:00:35.003,13.1
00:00:35.242,13.0
00:00:35.498,13.0
00:00:35.738,13.2
00:00:35.994,13.2
00:00:36.250,13.0
00:00:36.490,13.1
00:00:36.745,13.1
00:00:37.002,13.0
00:00:37.241,13.0
00:00:37.497,12.9
00:00:37.753,13.1
00:00:37.993,13.1
00:00:38.249,12.8
00:00:38.488,12.8
00:00:38.744,13.1
00:00:39.000,13.3
00:00:39.240,13.3
00:00:39.496,13.2
00:00:39.752,13.2
00:00:39.992,13.5
00:00:40.248,13.5
00:00:40.504,13.4
00:00:40.743,13.3
00:00:40.999,13.3
00:00:41.238,13.4
00:00:41.495,13.4
00:00:41.750,13.2
00:00:41.991,13.4
00:00:42.246,13.4
00:00:42.502,13.5
00:00:42.742,13.5
00:00:42.998,13.3
00:00:43.238,13.3
00:00:43.494,13.3
00:00:43.750,13.2
00:00:43.989,13.2
00:00:44.245,13.3
00:00:44.501,13.3
00:00:44.741,13.3
00:00:44.996,13.0
00:00:45.252,13.0
00:00:45.493,13.4
00:00:45.748,13.4
00:00:45.988,13.2
00:00:46.244,13.5
00:00:46.500,13.5
00:00:46.740,13.3
00:00:46.996,13.3
00:00:47.251,13.3
00:00:47.492,13.3
00:00:47.747,13.3
00:00:48.003,13.3
00:00:48.243,13.3
00:00:48.499,13.5
00:00:48.739,13.5
00:00:48.994,13.5
00:00:49.250,14.0
00:00:49.490,14.0
00:00:49.746,14.3
00:00:50.002,14.7
00:00:50.242,14.7
00:00:50.498,14.9
00:00:50.754,14.9
00:00:50.994,15.2
00:00:51.250,15.2
00:00:51.490,15.3
00:00:51.745,16.0
00:00:52.000,16.0
00:00:52.240,16.1
00:00:52.497,16.1
00:00:52.753,16.6
00:00:52.993,17.1
00:00:53.248,17.1
00:00:53.487,17.6
00:00:53.744,17.6
00:00:54.000,17.8
00:00:54.239,18.1
00:00:54.496,18.1
00:00:54.751,18.1
00:00:54.991,18.1
00:00:55.247,18.6
00:00:55.503,19.0
00:00:55.742,19.0
00:00:55.998,19.5
00:00:56.238,19.5
00:00:56.494,20.4
00:00:56.750,20.4
00:00:56.990,20.6
00:00:57.245,21.2
00:00:57.501,21.2
00:00:57.742,22.0
00:00:57.997,22.0
00:00:58.253,22.4
00:00:58.493,23.1
00:00:58.749,23.1
00:00:58.989,24.2
00:00:59.244,24.2
00:00:59.501,24.5
00:00:59.741,25.5
00:00:59.996,25.5
00:01:00.252,26.5
00:01:00.492,26.5
00:01:00.748,27.3
00:01:01.004,28.5
00:01:01.243,28.5
00:01:01.499,29.4
00:01:01.739,29.4
00:01:01.995,29.9
00:01:02.251,30.8
00:01:02.490,30.8
00:01:02.746,31.8
00:01:03.002,31.8
00:01:03.243,33.1
00:01:03.499,33.1
00:01:03.739,34.1
00:01:03.994,35.1
00:01:04.250,35.1
00:01:04.490,35.4
00:01:04.745,35.4
00:01:05.002,35.5
00:01:05.241,35.3
00:01:05.497,35.3
00:01:05.753,35.5
00:01:05.993,35.5
00:01:06.249,35.2
00:01:06.489,35.3
00:01:06.744,35.3
00:01:07.000,35.8
00:01:07.240,35.8
00:01:07.496,37.6
00:01:07.752,38.9
00:01:07.992,38.9
00:01:08.248,40.7
00:01:08.503,40.7
00:01:08.744,42.9
00:01:08.999,45.2
00:01:09.239,45.2
00:01:09.495,47.4
00:01:09.751,47.4
00:01:09.991,49.4
00:01:10.246,49.4
00:01:10.503,50.9
00:01:10.743,50.8
00:01:10.998,50.8
00:01:11.254,51.1
00:01:11.494,51.1
00:01:11.750,51.3
00:01:11.989,55.6
00:01:12.245,55.6
00:01:12.502,61.0
00:01:12.741,61.0
00:01:12.997,67.6
00:01:13.252,70.3
00:01:13.493,70.3
00:01:13.748,70.6
00:01:13.989,70.6
00:01:14.244,70.6
00:01:14.500,70.3
00:01:14.740,70.3
00:01:14.996,70.4
00:01:15.251,70.4
00:01:15.492,70.5
00:01:15.747,70.6
00:01:16.004,70.6
00:01:16.243,74.8
00:01:16.499,74.8
00:01:16.739,78.7
00:01:16.995,78.7
00:01:17.250,83.3
00:01:17.490,88.1
00:01:17.746,88.1
00:01:18.002,92.8
00:01:18.242,92.8
00:01:18.498,98.5
00:01:18.753,104.3
00:01:18.994,104.3
00:01:19.250,110.0
00:01:19.490,110.0
00:01:19.745,115.6
00:01:20.001,121.7
00:01:20.240,121.7
00:01:20.496,131.0
00:01:20.753,131.0
00:01:20.993,135.9
00:01:21.248,136.8
00:01:21.504,136.8
00:01:21.744,136.7
00:01:21.999,136.7
00:01:22.240,137.3
00:01:22.496,137.9
00:01:22.752,137.9
00:01:22.991,138.1
00:01:23.247,138.1
00:01:23.503,139.7
00:01:23.743,145.2
00:01:23.999,145.2
00:01:24.238,146.3
00:01:24.495,146.3
00:01:24.750,146.6
00:01:24.990,146.6
00:01:25.246,146.5
00:01:25.502,146.4
00:01:25.741,146.4
00:01:25.997,146.5
00:01:26.253,146.5
00:01:26.494,146.8
00:01:26.749,149.6
00:01:26.989,149.6
00:01:27.245,151.7
00:01:27.501,151.7
00:01:27.740,156.9
00:01:27.996,163.0
00:01:28.252,163.0
00:01:28.492,168.9
00:01:28.748,168.9
00:01:29.004,175.8
00:01:29.244,181.9
00:01:29.499,181.9
00:01:29.739,186.7
00:01:29.995,186.7
00:01:30.251,189.7
00:01:30.491,201.5
00:01:30.747,201.5
00:01:31.002,205.5
00:01:31.243,205.5
00:01:31.498,197.8
00:01:31.754,197.1
00:01:31.994,197.1
00:01:32.250,197.5
00:01:32.490,197.5
00:01:32.745,197.6
00:01:33.001,197.6
00:01:33.241,202.6
00:01:33.497,211.4
00:01:33.753,211.4
00:01:33.993,221.7
00:01:34.248,221.7
00:01:34.488,232.7
00:01:34.745,249.1
00:01:35.000,249.1
00:01:35.240,262.0
00:01:35.496,262.0
00:01:35.752,269.7
00:01:35.992,278.1
00:01:36.247,278.1
00:01:36.503,283.9
00:01:36.743,283.9
00:01:36.999,285.2
00:01:37.239,287.6
00:01:37.495,287.6
00:01:37.751,289.4
00:01:37.991,289.4
00:01:38.246,296.3
00:01:38.502,300.5
