z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,15.500,3462.200,20.808
0.000,76.200,0.000,15.750,3462.200,21.058
0.000,76.200,0.000,16.000,3229.600,21.309
0.000,76.200,0.000,16.250,3015.000,21.560
0.000,76.200,0.000,16.500,3015.000,21.810
0.000,76.200,0.000,16.750,2817.100,22.061
0.000,76.200,0.000,17.000,2817.100,22.311
0.000,76.200,0.000,17.250,2632.400,22.560
0.000,76.200,0.000,17.500,2461.600,22.809
0.000,76.200,0.000,17.750,2461.600,23.059
0.000,76.200,0.000,18.000,2303.300,23.309
0.000,76.200,0.000,18.250,2303.300,23.560
0.000,76.200,0.000,18.500,2157.600,23.810
0.000,76.200,0.000,18.750,2022.100,24.060
0.000,76.200,0.000,19.000,2022.100,24.311
0.000,76.200,0.000,19.250,1896.200,24.562
0.000,76.200,0.000,19.500,1896.200,24.811
0.000,76.200,0.000,19.750,1780.300,25.061
0.000,76.200,0.000,20.000,1672.600,25.310
0.000,76.200,0.000,20.250,1672.600,25.561
0.000,76.200,0.000,20.500,1571.600,25.811
0.000,76.200,0.000,20.750,1571.600,26.062
0.000,76.200,0.000,21.000,1477.100,26.314
0.000,76.200,0.000,21.250,1389.600,26.564
0.000,76.200,0.000,21.500,1389.600,26.813
0.000,76.200,0.000,21.750,1309.100,27.063
0.000,76.200,0.000,22.000,1309.100,27.314
0.000,76.200,0.000,22.250,1233.400,27.564
0.000,76.200,0.000,22.500,1233.400,27.814
0.000,76.200,0.000,22.750,1162.300,28.065
0.000,76.200,0.000,23.000,1096.200,28.314
0.000,76.200,0.000,23.250,1096.200,28.563
0.000,76.200,0.000,23.500,1034.800,28.813
0.000,76.200,0.000,23.750,1034.800,29.064
0.000,76.200,0.000,24.000,977.500,29.314
0.000,76.200,0.000,24.250,923.700,29.564
0.000,76.200,0.000,24.500,923.700,29.815
0.000,76.200,0.000,24.750,874.100,30.066
0.000,76.200,0.000,25.000,874.100,30.316
0.000,76.200,0.000,25.250,826.900,30.566
0.000,76.200,0.000,25.500,782.800,30.815
0.000,76.200,0.000,25.750,782.800,31.064
0.000,76.200,0.000,26.000,741.700,31.314
0.000,76.200,0.000,26.250,741.700,31.564
0.000,76.200,0.000,26.500,703.100,31.815
0.000,76.200,0.000,26.750,667.000,32.065
0.000,76.200,0.000,27.000,667.000,32.314
0.000,76.200,0.000,27.250,632.600,32.563
0.000,76.200,0.000,27.500,632.600,32.814
0.000,76.200,0.000,27.750,601.000,33.064
0.000,76.200,0.000,28.000,571.200,33.314
0.000,76.200,0.000,28.250,571.200,33.565
0.000,76.200,0.000,28.500,544.500,33.814
0.000,76.200,0.000,28.750,544.500,34.064
0.000,76.200,0.000,29.000,536.500,34.314
0.000,76.200,0.000,29.250,537.000,34.565
0.000,76.200,0.000,29.500,537.000,34.815
0.000,76.200,0.000,29.750,537.200,35.065
0.000,76.200,0.000,30.000,537.200,35.316
