z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,0.250,579.700,6.635
0.000,76.200,0.000,0.500,579.600,6.884
0.000,76.200,0.000,0.750,579.800,7.133
0.000,76.200,0.000,1.000,579.800,7.383
0.000,76.200,0.000,1.250,579.700,7.633
0.000,76.200,0.000,1.500,579.700,7.883
0.000,76.200,0.000,1.750,579.700,8.132
0.000,76.200,0.000,2.000,579.400,8.382
0.000,76.200,0.000,2.250,579.400,8.631
0.000,76.200,0.000,2.500,579.700,8.881
0.000,76.200,0.000,2.750,579.700,9.132
0.000,76.200,0.000,3.000,579.800,9.382
0.000,76.200,0.000,3.250,579.700,9.632
0.000,76.200,0.000,3.500,579.700,9.883
0.000,76.200,0.000,3.750,586.700,10.133
0.000,76.200,0.000,4.000,586.700,10.384
0.000,76.200,0.000,4.250,616.400,10.633
0.000,76.200,0.000,4.500,649.900,10.883
0.000,76.200,0.000,4.750,649.900,11.133
0.000,76.200,0.000,5.000,685.300,11.383
0.000,76.200,0.000,5.250,685.300,11.633
0.000,76.200,0.000,5.500,723.200,11.882
0.000,76.200,0.000,5.750,723.200,12.131
0.000,76.200,0.000,6.000,764.100,12.380
0.000,76.200,0.000,6.250,807.200,12.630
0.000,76.200,0.000,6.500,807.200,12.879
0.000,76.200,0.000,6.750,853.300,13.128
0.000,76.200,0.000,7.000,853.300,13.377
0.000,76.200,0.000,7.250,902.500,13.627
0.000,76.200,0.000,7.500,955.400,13.878
0.000,76.200,0.000,7.750,955.400,14.128
0.000,76.200,0.000,8.000,1011.900,14.379
0.000,76.200,0.000,8.250,1011.900,14.628
0.000,76.200,0.000,8.500,1071.900,14.878
0.000,76.200,0.000,8.750,1136.600,15.129
0.000,76.200,0.000,9.000,1136.600,15.379
0.000,76.200,0.000,9.250,1206.400,15.629
0.000,76.200,0.000,9.500,1206.400,15.879
0.000,76.200,0.000,9.750,1280.700,16.128
0.000,76.200,0.000,10.000,1360.300,16.378
0.000,76.200,0.000,10.250,1360.300,16.629
0.000,76.200,0.000,10.500,1446.100,16.880
0.000,76.200,0.000,10.750,1446.100,17.130
0.000,76.200,0.000,11.000,1538.800,17.380
0.000,76.200,0.000,11.250,1638.100,17.630
0.000,76.200,0.000,11.500,1638.100,17.880
0.000,76.200,0.000,11.750,1744.300,18.130
0.000,76.200,0.000,12.000,1744.300,18.380
0.000,76.200,0.000,12.250,1858.700,18.630
0.000,76.200,0.000,12.500,1982.400,18.880
0.000,76.200,0.000,12.750,1982.400,19.129
0.000,76.200,0.000,13.000,2115.000,19.379
0.000,76.200,0.000,13.250,2115.000,19.628
0.000,76.200,0.000,13.500,2258.000,19.879
0.000,76.200,0.000,13.750,2258.000,20.129
0.000,76.200,0.000,14.000,2412.500,20.379
0.000,76.200,0.000,14.250,2579.700,20.629
0.000,76.200,0.000,14.500,2579.700,20.879
0.000,76.200,0.000,14.750,2759.400,21.128
0.000,76.200,0.000,15.000,2759.400,21.378
0.000,76.200,0.000,15.250,2953.300,21.629
0.000,76.200,0.000,15.500,3163.400,21.879
0.000,76.200,0.000,15.750,3163.400,22.130
0.000,76.200,0.000,16.000,3389.800,22.379
0.000,76.200,0.000,16.250,3389.800,22.629
0.000,76.200,0.000,16.500,3634.900,22.878
0.000,76.200,0.000,16.750,3899.000,23.128
0.000,76.200,0.000,17.000,3899.000,23.380
0.000,76.200,0.000,17.250,4184.500,23.629
0.000,76.200,0.000,17.500,4184.500,23.880
0.000,76.200,0.000,17.750,4493.500,24.130
0.000,76.200,0.000,18.000,4827.400,24.380
0.000,76.200,0.000,18.250,4827.400,24.629
0.000,76.200,0.000,18.500,5187.000,24.879
0.000,76.200,0.000,18.750,5187.000,25.129
0.000,76.200,0.000,19.000,5575.800,25.379
0.000,76.200,0.000,19.250,5996.100,25.629
0.000,76.200,0.000,19.500,5996.100,25.881
0.000,76.200,0.000,19.750,6449.300,26.130
0.000,76.200,0.000,20.000,6449.300,26.380
0.000,76.200,0.000,20.250,6941.300,26.629
0.000,76.200,0.000,20.500,7475.300,26.880
0.000,76.200,0.000,20.750,7475.300,27.132
0.000,76.200,0.000,21.000,8048.600,27.380
0.000,76.200,0.000,21.250,8048.600,27.630
0.000,76.200,0.000,21.500,8664.500,27.880
0.000,76.200,0.000,21.750,8664.500,28.130
0.000,76.200,0.000,22.000,9330.300,28.380
0.000,76.200,0.000,22.250,10044.300,28.630
0.000,76.200,0.000,22.500,10044.300,28.880
0.000,76.200,0.000,22.750,10811.100,29.130
0.000,76.200,0.000,23.000,10811.100,29.379
