z_pos,x_pos,y_pos,time,flux,err_byte
0.000,0.000,0.000,0.250,570.100,11.894
0.000,0.000,0.000,0.500,570.100,12.144
0.000,0.000,0.000,0.750,570.000,12.394
0.000,0.000,0.000,1.000,570.000,12.645
0.000,0.000,0.000,1.250,570.000,12.895
0.000,0.000,0.000,1.500,570.000,13.145
0.000,0.000,0.000,1.750,570.100,13.394
0.000,0.000,0.000,2.000,579.400,13.643
0.000,0.000,0.000,2.250,579.400,13.893
0.000,0.000,0.000,2.500,608.900,14.143
0.000,0.000,0.000,2.750,608.900,14.393
0.000,0.000,0.000,3.000,641.500,14.643
0.000,0.000,0.000,3.250,676.500,14.893
0.000,0.000,0.000,3.500,676.500,15.143
0.000,0.000,0.000,3.750,713.900,15.393
0.000,0.000,0.000,4.000,713.900,15.643
0.000,0.000,0.000,4.250,753.400,15.893
0.000,0.000,0.000,4.500,795.900,16.143
0.000,0.000,0.000,4.750,795.900,16.394
0.000,0.000,0.000,5.000,841.300,16.644
0.000,0.000,0.000,5.250,841.300,16.895
0.000,0.000,0.000,5.500,890.100,17.146
0.000,0.000,0.000,5.750,941.900,17.397
0.000,0.000,0.000,6.000,941.900,17.649
0.000,0.000,0.000,6.250,996.900,17.899
0.000,0.000,0.000,6.500,996.900,18.149
0.000,0.000,0.000,6.750,1056.500,18.400
0.000,0.000,0.000,7.000,1120.000,18.651
0.000,0.000,0.000,7.250,1120.000,18.901
0.000,0.000,0.000,7.500,1187.900,19.152
0.000,0.000,0.000,7.750,1187.900,19.401
0.000,0.000,0.000,8.000,1261.100,19.651
0.000,0.000,0.000,8.250,1339.900,19.900
0.000,0.000,0.000,8.500,1339.900,20.149
0.000,0.000,0.000,8.750,1424.600,20.400
0.000,0.000,0.000,9.000,1424.600,20.650
0.000,0.000,0.000,9.250,1515.000,20.900
0.000,0.000,0.000,9.500,1515.000,21.149
0.000,0.000,0.000,9.750,1612.300,21.399
0.000,0.000,0.000,10.000,1717.600,21.649
0.000,0.000,0.000,10.250,1717.600,21.899
0.000,0.000,0.000,10.500,1830.200,22.150
0.000,0.000,0.000,10.750,1830.200,22.400
0.000,0.000,0.000,11.000,1951.000,22.650
0.000,0.000,0.000,11.250,2080.900,22.900
0.000,0.000,0.000,11.500,2080.900,23.149
0.000,0.000,0.000,11.750,2221.800,23.399
0.000,0.000,0.000,12.000,2221.800,23.649
0.000,0.000,0.000,12.250,2374.100,23.899
0.000,0.000,0.000,12.500,2537.800,24.150
0.000,0.000,0.000,12.750,2537.800,24.400
0.000,0.000,0.000,13.000,2714.300,24.650
0.000,0.000,0.000,13.250,2714.300,24.900
0.000,0.000,0.000,13.500,2905.800,25.150
0.000,0.000,0.000,13.750,3112.800,25.400
0.000,0.000,0.000,14.000,3112.800,25.649
0.000,0.000,0.000,14.250,3334.900,25.900
0.000,0.000,0.000,14.500,3334.900,26.151
0.000,0.000,0.000,14.750,3575.000,26.402
0.000,0.000,0.000,15.000,3835.200,26.652
0.000,0.000,0.000,15.250,3835.200,26.902
0.000,0.000,0.000,15.500,4116.600,27.152
0.000,0.000,0.000,15.750,4116.600,27.402
0.000,0.000,0.000,16.000,4420.400,27.651
0.000,0.000,0.000,16.250,4749.300,27.901
0.000,0.000,0.000,16.500,4749.300,28.151
0.000,0.000,0.000,16.750,5104.000,28.402
0.000,0.000,0.000,17.000,5104.000,28.653
0.000,0.000,0.000,17.250,5488.600,28.903
0.000,0.000,0.000,17.500,5488.600,29.152
0.000,0.000,0.000,17.750,5904.100,29.401
0.000,0.000,0.000,18.000,6352.600,29.651
0.000,0.000,0.000,18.250,6352.600,29.902
0.000,0.000,0.000,18.500,6840.900,30.152
0.000,0.000,0.000,18.750,6840.900,30.401
0.000,0.000,0.000,19.000,7371.600,30.650
0.000,0.000,0.000,19.250,7942.100,30.900
0.000,0.000,0.000,19.500,7942.100,31.151
0.000,0.000,0.000,19.750,8558.400,31.401
0.000,0.000,0.000,20.000,9936.800,32.449
0.000,0.000,0.000,20.250,10702.800,32.700
0.000,0.000,0.000,20.500,11527.600,32.950
0.000,0.000,0.000,20.750,11527.600,33.200
0.000,0.000,0.000,21.000,12413.500,33.449
0.000,0.000,0.000,21.250,12413.500,33.700
0.000,0.000,0.000,21.500,13353.800,33.950
0.000,0.000,0.000,21.750,14352.000,34.199
0.000,0.000,0.000,22.000,14352.000,34.448
0.000,0.000,0.000,22.250,15406.100,34.697
0.000,0.000,0.000,22.500,15406.100,34.948
0.000,0.000,0.000,22.750,16517.200,35.199
0.000,0.000,0.000,23.000,17681.600,35.448
0.000,0.000,0.000,23.250,17681.600,35.697
0.000,0.000,0.000,23.500,18892.200,35.947
0.000,0.000,0.000,23.750,18892.200,36.198
0.000,0.000,0.000,24.000,199105.000,36.447
0.000,0.000,0.000,24.250,21590.000,36.698
0.000,0.000,0.000,24.500,21590.000,36.947
0.000,0.000,0.000,24.750,22909.000,37.197
0.000,0.000,0.000,25.000,22909.000,37.446
0.000,0.000,0.000,25.250,24236.000,37.695
0.000,0.000,0.000,25.500,24236.000,37.945
0.000,0.000,0.000,25.750,25564.000,38.195
0.000,0.000,0.000,26.000,26680.000,38.444
0.000,0.000,0.000,26.250,26680.000,38.694
0.000,0.000,0.000,26.500,26851.000,38.943
0.000,0.000,0.000,26.750,26851.000,39.193
0.000,0.000,0.000,27.000,26843.000,40.888
0.000,0.000,0.000,27.250,26843.000,41.139
0.000,0.000,0.000,27.500,26843.000,41.390
0.000,0.000,0.000,27.750,26842.000,41.641
0.000,0.000,0.000,28.000,26842.000,41.891
0.000,0.000,0.000,28.250,26842.000,42.142
0.000,0.000,0.000,28.500,26843.000,42.391
0.000,0.000,0.000,28.750,26843.000,42.643
0.000,0.000,0.000,29.000,26842.000,42.893
0.000,0.000,0.000,29.250,26844.000,43.144
0.000,0.000,0.000,29.500,26844.000,43.394
0.000,0.000,0.000,29.750,26843.000,43.644
0.000,0.000,0.000,30.000,26843.000,43.894
