z_pos,x_pos,y_pos,time,flux,err_byte
0.000,0.000,0.000,0.250,26843.000,6.667
0.000,0.000,0.000,0.500,26843.000,6.916
0.000,0.000,0.000,0.750,26843.000,7.166
0.000,0.000,0.000,1.000,26843.000,7.416
0.000,0.000,0.000,1.250,26843.000,7.667
0.000,0.000,0.000,1.500,26843.000,7.916
0.000,0.000,0.000,1.750,26843.000,8.166
0.000,0.000,0.000,2.000,26844.000,8.416
0.000,0.000,0.000,2.250,26843.000,8.665
0.000,0.000,0.000,2.500,26843.000,8.916
0.000,0.000,0.000,2.750,26843.000,9.166
0.000,0.000,0.000,3.000,26843.000,9.416
0.000,0.000,0.000,3.250,26341.000,9.666
0.000,0.000,0.000,3.500,21093.000,11.271
0.000,0.000,0.000,3.750,21093.000,11.520
0.000,0.000,0.000,4.000,19814.000,11.770
0.000,0.000,0.000,4.250,19814.000,12.019
0.000,0.000,0.000,4.500,18571.000,12.269
0.000,0.000,0.000,4.750,1737.600,12.519
0.000,0.000,0.000,5.000,1737.600,12.768
0.000,0.000,0.000,5.250,16073.500,13.018
0.000,0.000,0.000,5.500,16073.500,13.268
0.000,0.000,0.000,5.750,14986.000,13.518
0.000,0.000,0.000,6.000,13954.600,13.768
0.000,0.000,0.000,6.250,13954.600,14.018
0.000,0.000,0.000,6.500,12978.100,14.269
0.000,0.000,0.000,6.750,12978.100,14.518
0.000,0.000,0.000,7.000,12057.500,14.769
0.000,0.000,0.000,7.250,11195.800,15.019
0.000,0.000,0.000,7.500,11195.800,15.270
0.000,0.000,0.000,7.750,10393.400,15.520
0.000,0.000,0.000,8.000,10393.400,15.769
0.000,0.000,0.000,8.250,9646.200,16.019
0.000,0.000,0.000,8.500,8950.300,16.269
0.000,0.000,0.000,8.750,8950.300,16.519
0.000,0.000,0.000,9.000,8305.100,16.769
0.000,0.000,0.000,9.250,8305.100,17.020
0.000,0.000,0.000,9.500,6172.100,18.389
0.000,0.000,0.000,9.750,6172.100,18.638
0.000,0.000,0.000,10.000,5736.500,18.887
0.000,0.000,0.000,10.250,5736.500,19.138
0.000,0.000,0.000,10.500,5333.600,19.388
0.000,0.000,0.000,10.750,4960.700,19.637
0.000,0.000,0.000,11.000,4960.700,19.887
0.000,0.000,0.000,11.250,4616.200,20.137
0.000,0.000,0.000,11.500,4616.200,20.388
0.000,0.000,0.000,11.750,4297.500,20.638
0.000,0.000,0.000,12.000,4002.300,20.889
0.000,0.000,0.000,12.250,4002.300,21.140
0.000,0.000,0.000,12.500,3729.200,21.389
0.000,0.000,0.000,12.750,3729.200,21.640
0.000,0.000,0.000,13.000,3477.300,21.890
0.000,0.000,0.000,13.250,3477.300,22.140
0.000,0.000,0.000,13.500,3244.700,22.390
0.000,0.000,0.000,13.750,3028.500,22.640
0.000,0.000,0.000,14.000,3028.500,22.892
0.000,0.000,0.000,14.250,2828.300,23.142
0.000,0.000,0.000,14.500,2828.300,23.393
0.000,0.000,0.000,14.750,2642.500,23.645
0.000,0.000,0.000,15.000,2471.000,23.894
0.000,0.000,0.000,15.250,2471.000,24.144
0.000,0.000,0.000,15.500,2312.200,24.394
0.000,0.000,0.000,15.750,2312.200,24.643
0.000,0.000,0.000,16.000,2164.500,24.893
0.000,0.000,0.000,16.250,2028.200,25.142
0.000,0.000,0.000,16.500,2028.200,25.393
0.000,0.000,0.000,16.750,1902.000,25.643
0.000,0.000,0.000,17.000,1902.000,25.894
0.000,0.000,0.000,17.250,1391.400,27.902
0.000,0.000,0.000,17.500,1309.500,28.152
0.000,0.000,0.000,17.750,1309.500,28.402
0.000,0.000,0.000,18.000,1233.100,28.652
0.000,0.000,0.000,18.250,1161.600,28.903
0.000,0.000,0.000,18.500,1161.600,29.153
0.000,0.000,0.000,18.750,1095.200,29.402
0.000,0.000,0.000,19.000,1095.200,29.653
0.000,0.000,0.000,19.250,1033.600,29.903
0.000,0.000,0.000,19.500,976.000,30.152
0.000,0.000,0.000,19.750,976.000,30.403
0.000,0.000,0.000,20.000,921.600,30.653
0.000,0.000,0.000,20.250,921.600,30.903
0.000,0.000,0.000,20.500,871.100,31.153
0.000,0.000,0.000,20.750,871.100,31.405
0.000,0.000,0.000,21.000,823.700,31.654
0.000,0.000,0.000,21.250,779.700,31.903
0.000,0.000,0.000,21.500,779.700,32.152
0.000,0.000,0.000,21.750,738.400,32.402
0.000,0.000,0.000,22.000,738.400,32.652
0.000,0.000,0.000,22.250,699.100,32.902
0.000,0.000,0.000,22.500,662.900,33.152
0.000,0.000,0.000,22.750,662.900,33.403
0.000,0.000,0.000,23.000,629.100,33.653
0.000,0.000,0.000,23.250,629.100,33.904
0.000,0.000,0.000,23.500,596.700,34.154
0.000,0.000,0.000,23.750,572.400,34.404
0.000,0.000,0.000,24.000,572.400,34.655
0.000,0.000,0.000,24.250,569.500,34.905
0.000,0.000,0.000,24.500,569.500,35.154
0.000,0.000,0.000,24.750,569.900,35.404
0.000,0.000,0.000,25.000,569.900,35.654
0.000,0.000,0.000,25.250,569.900,35.903
0.000,0.000,0.000,25.500,569.800,36.153
0.000,0.000,0.000,25.750,569.800,36.403
0.000,0.000,0.000,26.000,569.800,36.654
0.000,0.000,0.000,26.250,570.200,36.905
0.000,0.000,0.000,26.500,569.800,38.052
0.000,0.000,0.000,26.750,569.800,38.301
0.000,0.000,0.000,27.000,569.800,38.552
0.000,0.000,0.000,27.250,569.900,38.802
0.000,0.000,0.000,27.500,570.200,39.052
0.000,0.000,0.000,27.750,570.200,39.304
0.000,0.000,0.000,28.000,569.800,39.555
0.000,0.000,0.000,28.250,569.800,39.804
0.000,0.000,0.000,28.500,569.800,40.054
0.000,0.000,0.000,28.750,569.900,40.304
0.000,0.000,0.000,29.000,569.900,40.554
0.000,0.000,0.000,29.250,570.100,40.803
0.000,0.000,0.000,29.500,570.100,41.053
0.000,0.000,0.000,29.750,569.900,41.302
0.000,0.000,0.000,30.000,569.800,41.552
