z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,0.250,492.200,4.546
0.000,76.200,0.000,0.500,492.200,4.797
0.000,76.200,0.000,0.750,492.200,5.048
0.000,76.200,0.000,1.000,492.200,5.297
0.000,76.200,0.000,1.250,492.400,5.547
0.000,76.200,0.000,1.500,492.500,5.799
0.000,76.200,0.000,1.750,492.500,6.047
0.000,76.200,0.000,2.000,492.300,6.297
0.000,76.200,0.000,2.250,492.300,6.546
0.000,76.200,0.000,2.500,492.400,6.796
0.000,76.200,0.000,2.750,492.400,7.045
0.000,76.200,0.000,3.000,492.400,7.295
0.000,76.200,0.000,3.250,492.400,7.546
0.000,76.200,0.000,3.500,492.400,7.796
0.000,76.200,0.000,3.750,506.500,8.047
0.000,76.200,0.000,4.000,531.900,8.297
0.000,76.200,0.000,4.250,531.900,8.546
0.000,76.200,0.000,4.500,559.300,8.797
0.000,76.200,0.000,4.750,559.300,9.047
0.000,76.200,0.000,5.000,587.400,9.297
0.000,76.200,0.000,5.250,587.400,9.547
0.000,76.200,0.000,5.500,617.800,9.797
0.000,76.200,0.000,5.750,650.300,10.047
0.000,76.200,0.000,6.000,650.300,10.298
0.000,76.200,0.000,6.250,684.900,10.548
0.000,76.200,0.000,6.500,684.900,10.797
0.000,76.200,0.000,6.750,721.000,11.046
0.000,76.200,0.000,7.000,760.100,11.296
0.000,76.200,0.000,7.250,760.100,11.547
0.000,76.200,0.000,7.500,802.200,11.797
0.000,76.200,0.000,7.750,802.200,12.047
0.000,76.200,0.000,8.000,846.800,12.297
0.000,76.200,0.000,8.250,893.500,12.546
0.000,76.200,0.000,8.500,893.500,12.795
0.000,76.200,0.000,8.750,944.100,13.046
0.000,76.200,0.000,9.000,944.100,13.297
0.000,76.200,0.000,9.250,998.600,13.546
0.000,76.200,0.000,9.500,1056.200,13.796
0.000,76.200,0.000,9.750,1056.200,14.046
0.000,76.200,0.000,10.000,1118.300,14.296
0.000,76.200,0.000,10.250,1118.300,14.545
0.000,76.200,0.000,10.500,1183.700,14.795
0.000,76.200,0.000,10.750,1255.000,15.044
0.000,76.200,0.000,11.000,1255.000,15.293
0.000,76.200,0.000,11.250,1331.200,15.543
0.000,76.200,0.000,11.500,1331.200,15.793
0.000,76.200,0.000,11.750,1412.600,16.043
0.000,76.200,0.000,12.000,1499.300,16.292
0.000,76.200,0.000,12.250,1499.300,16.542
0.000,76.200,0.000,12.500,1593.000,16.793
0.000,76.200,0.000,12.750,1593.000,17.044
0.000,76.200,0.000,13.000,1693.400,17.293
0.000,76.200,0.000,13.250,1801.500,17.543
0.000,76.200,0.000,13.500,1801.500,17.794
0.000,76.200,0.000,13.750,1917.600,18.043
0.000,76.200,0.000,14.000,1917.600,18.293
0.000,76.200,0.000,14.250,2042.900,18.543
0.000,76.200,0.000,14.500,2042.900,18.792
0.000,76.200,0.000,14.750,2177.300,19.042
0.000,76.200,0.000,15.000,2322.100,19.291
0.000,76.200,0.000,15.250,2322.100,19.540
0.000,76.200,0.000,15.500,2478.400,19.790
0.000,76.200,0.000,15.750,2478.400,20.040
0.000,76.200,0.000,16.000,2648.600,20.289
0.000,76.200,0.000,16.250,2831.900,20.540
0.000,76.200,0.000,16.500,2831.900,20.789
0.000,76.200,0.000,16.750,3030.400,21.039
0.000,76.200,0.000,17.000,3030.400,21.290
0.000,76.200,0.000,17.250,3243.800,21.540
0.000,76.200,0.000,17.500,3477.600,21.791
0.000,76.200,0.000,17.750,3477.600,22.040
0.000,76.200,0.000,18.000,3731.200,22.289
0.000,76.200,0.000,18.250,3731.200,22.539
0.000,76.200,0.000,18.500,4006.600,22.788
0.000,76.200,0.000,18.750,4306.500,23.037
0.000,76.200,0.000,19.000,4306.500,23.287
0.000,76.200,0.000,19.250,4633.000,23.538
0.000,76.200,0.000,19.500,4633.000,23.787
0.000,76.200,0.000,19.750,4990.400,24.037
0.000,76.200,0.000,20.000,5383.300,24.287
0.000,76.200,0.000,20.250,5383.300,24.537
0.000,76.200,0.000,20.500,5812.400,24.787
0.000,76.200,0.000,20.750,5812.400,25.037
0.000,76.200,0.000,21.000,6280.900,25.288
0.000,76.200,0.000,21.250,6800.900,25.539
0.000,76.200,0.000,21.500,6800.900,25.790
0.000,76.200,0.000,21.750,7383.200,26.040
0.000,76.200,0.000,22.000,7383.200,26.291
0.000,76.200,0.000,22.250,8028.300,26.540
0.000,76.200,0.000,22.500,8028.300,26.791
0.000,76.200,0.000,22.750,8737.200,27.041
0.000,76.200,0.000,23.000,9528.100,27.292
0.000,76.200,0.000,23.250,9528.100,27.542
0.000,76.200,0.000,23.500,10411.900,27.791
0.000,76.200,0.000,23.750,10411.900,28.041
0.000,76.200,0.000,24.000,11403.200,28.292
0.000,76.200,0.000,24.250,12502.800,28.542
0.000,76.200,0.000,24.500,12502.800,28.792
0.000,76.200,0.000,24.750,13711.200,29.044
0.000,76.200,0.000,25.000,13711.200,29.295
0.000,76.200,0.000,25.250,15043.000,29.545
0.000,76.200,0.000,25.500,16513.800,29.795
0.000,76.200,0.000,25.750,16513.800,30.046
0.000,76.200,0.000,26.000,18115.300,30.297
0.000,76.200,0.000,26.250,18115.300,30.548
0.000,76.200,0.000,26.500,19689.800,30.798
0.000,76.200,0.000,26.750,200093.000,31.048
0.000,76.200,0.000,27.000,200093.000,31.298
0.000,76.200,0.000,27.250,23830.000,31.548
0.000,76.200,0.000,27.500,23830.000,31.799
0.000,76.200,0.000,27.750,25922.000,32.049
0.000,76.200,0.000,28.000,25922.000,32.298
0.000,76.200,0.000,28.250,28067.000,32.548
0.000,76.200,0.000,28.500,29624.000,32.798
0.000,76.200,0.000,28.750,29624.000,33.047
0.000,76.200,0.000,29.000,29722.000,33.298
0.000,76.200,0.000,29.250,29722.000,33.548
0.000,76.200,0.000,29.500,29719.000,33.798
0.000,76.200,0.000,29.750,29718.000,34.047
0.000,76.200,0.000,30.000,29718.000,34.296
