z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,0.250,29542.000,8.713
0.000,76.200,0.000,0.500,29541.000,8.962
0.000,76.200,0.000,0.750,29543.000,9.211
0.000,76.200,0.000,1.000,29543.000,9.461
0.000,76.200,0.000,1.250,29541.000,9.711
0.000,76.200,0.000,1.500,29541.000,9.961
0.000,76.200,0.000,1.750,29542.000,10.211
0.000,76.200,0.000,2.000,29542.000,10.461
0.000,76.200,0.000,2.250,29542.000,10.712
0.000,76.200,0.000,2.500,29543.000,10.962
0.000,76.200,0.000,2.750,29543.000,11.211
0.000,76.200,0.000,3.000,29539.000,11.461
0.000,76.200,0.000,3.250,28349.000,11.711
0.000,76.200,0.000,3.500,28349.000,11.961
0.000,76.200,0.000,3.750,26208.000,12.210
0.000,76.200,0.000,4.000,26208.000,12.462
0.000,76.200,0.000,4.250,24105.000,12.711
0.000,76.200,0.000,4.500,22088.000,12.961
0.000,76.200,0.000,4.750,22088.000,13.211
0.000,76.200,0.000,5.000,20185.000,13.460
0.000,76.200,0.000,5.250,20185.000,13.709
0.000,76.200,0.000,5.500,18424.000,13.959
0.000,76.200,0.000,5.750,18424.000,14.209
0.000,76.200,0.000,6.000,1680.500,14.458
0.000,76.200,0.000,6.250,15161.800,14.707
0.000,76.200,0.000,6.500,15161.800,14.958
0.000,76.200,0.000,6.750,13815.300,15.209
0.000,76.200,0.000,7.000,13815.300,15.460
0.000,76.200,0.000,7.250,12590.200,15.710
0.000,76.200,0.000,7.500,11480.300,15.962
0.000,76.200,0.000,7.750,11480.300,16.211
0.000,76.200,0.000,8.000,10483.100,16.461
0.000,76.200,0.000,8.250,10483.100,16.711
0.000,76.200,0.000,8.500,9589.000,16.962
0.000,76.200,0.000,8.750,8787.700,17.212
0.000,76.200,0.000,9.000,8787.700,17.462
0.000,76.200,0.000,9.250,8069.200,17.711
0.000,76.200,0.000,9.500,8069.200,17.963
0.000,76.200,0.000,9.750,7421.100,18.211
0.000,76.200,0.000,10.000,7421.100,18.460
0.000,76.200,0.000,10.250,6835.600,18.710
0.000,76.200,0.000,10.500,6311.100,18.960
0.000,76.200,0.000,10.750,6311.100,19.210
0.000,76.200,0.000,11.000,5837.200,19.459
0.000,76.200,0.000,11.250,5837.200,19.710
0.000,76.200,0.000,11.500,5403.200,19.961
0.000,76.200,0.000,11.750,5006.800,20.212
0.000,76.200,0.000,12.000,5006.800,20.463
0.000,76.200,0.000,12.250,4645.300,20.714
0.000,76.200,0.000,12.500,4645.300,20.963
0.000,76.200,0.000,12.750,4316.700,21.215
0.000,76.200,0.000,13.000,4014.000,21.464
0.000,76.200,0.000,13.250,4014.000,21.714
0.000,76.200,0.000,13.500,3737.000,21.963
0.000,76.200,0.000,13.750,3737.000,22.213
0.000,76.200,0.000,14.000,3483.100,22.462
0.000,76.200,0.000,14.250,3248.400,22.713
0.000,76.200,0.000,14.500,3248.400,22.962
0.000,76.200,0.000,14.750,3032.000,23.212
0.000,76.200,0.000,15.000,3032.000,23.463
0.000,76.200,0.000,15.250,2832.200,23.712
0.000,76.200,0.000,15.500,2648.900,23.963
0.000,76.200,0.000,15.750,2648.900,24.212
0.000,76.200,0.000,16.000,2479.000,24.462
0.000,76.200,0.000,16.250,2479.000,24.712
0.000,76.200,0.000,16.500,2321.000,24.963
0.000,76.200,0.000,16.750,2175.100,25.212
0.000,76.200,0.000,17.000,2175.100,25.463
0.000,76.200,0.000,17.250,2039.800,25.713
0.000,76.200,0.000,17.500,2039.800,25.963
0.000,76.200,0.000,17.750,1913.800,26.214
0.000,76.200,0.000,18.000,1913.800,26.464
0.000,76.200,0.000,18.250,1797.500,26.715
0.000,76.200,0.000,18.500,1689.400,26.965
0.000,76.200,0.000,18.750,1689.400,27.214
0.000,76.200,0.000,19.000,1589.700,27.465
0.000,76.200,0.000,19.250,1589.700,27.715
0.000,76.200,0.000,19.500,1496.300,27.966
0.000,76.200,0.000,19.750,1409.500,28.217
0.000,76.200,0.000,20.000,1409.500,28.467
0.000,76.200,0.000,20.250,1328.000,28.717
0.000,76.200,0.000,20.500,1328.000,28.967
0.000,76.200,0.000,20.750,1251.800,29.216
0.000,76.200,0.000,21.000,1180.900,29.467
0.000,76.200,0.000,21.250,1180.900,29.716
0.000,76.200,0.000,21.500,1115.200,29.967
0.000,76.200,0.000,21.750,1115.200,30.217
0.000,76.200,0.000,22.000,1053.900,30.468
0.000,76.200,0.000,22.250,995.700,30.718
0.000,76.200,0.000,22.500,995.700,30.967
0.000,76.200,0.000,22.750,941.600,31.217
0.000,76.200,0.000,23.000,941.600,31.467
0.000,76.200,0.000,23.250,891.300,31.718
0.000,76.200,0.000,23.500,844.700,31.967
0.000,76.200,0.000,23.750,844.700,32.216
0.000,76.200,0.000,24.000,800.200,32.465
0.000,76.200,0.000,24.250,800.200,32.715
0.000,76.200,0.000,24.500,758.200,32.965
0.000,76.200,0.000,24.750,719.500,33.214
0.000,76.200,0.000,25.000,719.500,33.463
0.000,76.200,0.000,25.250,683.000,33.712
0.000,76.200,0.000,25.500,683.000,33.962
0.000,76.200,0.000,25.750,648.600,34.212
0.000,76.200,0.000,26.000,648.600,34.462
0.000,76.200,0.000,26.250,616.100,34.711
0.000,76.200,0.000,26.500,585.900,34.961
0.000,76.200,0.000,26.750,585.900,35.212
0.000,76.200,0.000,27.000,557.400,35.462
0.000,76.200,0.000,27.250,557.400,35.712
0.000,76.200,0.000,27.500,530.500,35.962
0.000,76.200,0.000,27.750,505.300,36.213
0.000,76.200,0.000,28.000,505.300,36.462
0.000,76.200,0.000,28.250,491.100,36.711
0.000,76.200,0.000,28.500,491.100,36.960
0.000,76.200,0.000,28.750,491.400,37.210
0.000,76.200,0.000,29.000,491.000,37.461
0.000,76.200,0.000,29.250,491.000,37.711
0.000,76.200,0.000,29.500,491.900,37.961
0.000,76.200,0.000,29.750,491.900,38.211
0.000,76.200,0.000,30.000,492.100,38.461
