z_pos,x_pos,y_pos,time,flux,err_byte
0.000,76.200,0.000,0.250,26574.000,10.734
0.000,76.200,0.000,0.500,26574.000,10.984
0.000,76.200,0.000,0.750,26574.000,11.589
0.000,76.200,0.000,1.000,26574.000,11.838
0.000,76.200,0.000,1.250,26575.000,12.087
0.000,76.200,0.000,1.500,26575.000,12.337
0.000,76.200,0.000,1.750,26575.000,12.587
0.000,76.200,0.000,2.000,26574.000,12.837
0.000,76.200,0.000,2.250,26574.000,13.086
0.000,76.200,0.000,2.500,26575.000,13.335
0.000,76.200,0.000,2.750,26575.000,13.586
0.000,76.200,0.000,3.000,26574.000,13.836
0.000,76.200,0.000,3.250,26574.000,14.086
0.000,76.200,0.000,3.500,26543.000,14.336
0.000,76.200,0.000,3.750,25775.000,14.586
0.000,76.200,0.000,4.000,25775.000,14.835
0.000,76.200,0.000,4.250,24544.000,15.086
0.000,76.200,0.000,4.500,24544.000,15.336
0.000,76.200,0.000,4.750,23294.000,15.586
0.000,76.200,0.000,5.000,22044.000,15.836
0.000,76.200,0.000,5.250,22044.000,16.086
0.000,76.200,0.000,5.500,20807.000,16.336
0.000,76.200,0.000,5.750,20807.000,16.586
0.000,76.200,0.000,6.000,19597.000,16.836
0.000,76.200,0.000,6.250,18423.000,17.085
0.000,76.200,0.000,6.500,18423.000,17.335
0.000,76.200,0.000,6.750,1728.500,17.585
0.000,76.200,0.000,7.000,14992.900,18.370
0.000,76.200,0.000,7.250,14992.900,18.620
0.000,76.200,0.000,7.500,13996.100,18.871
0.000,76.200,0.000,7.750,13996.100,19.122
0.000,76.200,0.000,8.000,13049.600,19.373
0.000,76.200,0.000,8.250,13049.600,19.623
0.000,76.200,0.000,8.500,12152.000,19.873
0.000,76.200,0.000,8.750,11308.000,20.124
0.000,76.200,0.000,9.000,11308.000,20.375
0.000,76.200,0.000,9.250,10518.400,20.624
0.000,76.200,0.000,9.500,10518.400,20.873
0.000,76.200,0.000,9.750,9777.100,21.123
0.000,76.200,0.000,10.000,9085.500,21.373
0.000,76.200,0.000,10.250,9085.500,21.624
0.000,76.200,0.000,10.500,8442.700,21.874
0.000,76.200,0.000,10.750,8442.700,22.123
0.000,76.200,0.000,11.000,7845.400,22.373
0.000,76.200,0.000,11.250,7287.500,22.623
0.000,76.200,0.000,11.500,7287.500,22.873
0.000,76.200,0.000,11.750,6769.800,23.122
0.000,76.200,0.000,12.000,6769.800,23.373
0.000,76.200,0.000,12.250,6292.000,23.622
0.000,76.200,0.000,12.500,6292.000,23.872
0.000,76.200,0.000,12.750,5850.200,24.122
0.000,76.200,0.000,13.000,5441.000,24.372
0.000,76.200,0.000,13.250,5441.000,24.621
0.000,76.200,0.000,13.500,5063.300,24.872
0.000,76.200,0.000,13.750,5063.300,25.121
0.000,76.200,0.000,14.000,4712.900,25.371
0.000,76.200,0.000,14.250,4387.100,25.621
0.000,76.200,0.000,14.500,4387.100,25.872
0.000,76.200,0.000,14.750,4087.000,26.122
0.000,76.200,0.000,15.000,4087.000,26.372
0.000,76.200,0.000,15.250,3808.600,26.622
0.000,76.200,0.000,15.500,3550.000,26.872
0.000,76.200,0.000,15.750,3550.000,27.122
0.000,76.200,0.000,16.000,3311.700,27.372
0.000,76.200,0.000,16.250,3311.700,27.623
0.000,76.200,0.000,16.500,3090.600,27.872
0.000,76.200,0.000,16.750,2885.700,28.122
0.000,76.200,0.000,17.000,2885.700,28.372
0.000,76.200,0.000,17.250,2695.800,28.622
0.000,76.200,0.000,17.500,2695.800,28.872
0.000,76.200,0.000,17.750,2519.900,29.123
0.000,76.200,0.000,18.000,2357.600,29.373
0.000,76.200,0.000,18.250,2357.600,29.622
0.000,76.200,0.000,18.500,2206.700,29.872
0.000,76.200,0.000,18.750,2206.700,30.121
0.000,76.200,0.000,19.000,2066.900,30.371
0.000,76.200,0.000,19.250,1937.600,30.621
0.000,76.200,0.000,19.500,1937.600,30.872
0.000,76.200,0.000,19.750,1817.200,31.122
0.000,76.200,0.000,20.000,1817.200,31.372
0.000,76.200,0.000,20.250,1705.000,31.624
0.000,76.200,0.000,20.500,1705.000,31.873
0.000,76.200,0.000,20.750,1600.600,32.122
0.000,76.200,0.000,21.000,1503.500,32.373
0.000,76.200,0.000,21.250,1503.500,32.623
0.000,76.200,0.000,21.500,1414.000,32.873
0.000,76.200,0.000,21.750,1414.000,33.123
0.000,76.200,0.000,22.000,1330.000,33.373
0.000,76.200,0.000,22.250,1251.400,33.623
0.000,76.200,0.000,22.500,1251.400,33.873
0.000,76.200,0.000,22.750,1178.500,34.123
0.000,76.200,0.000,23.000,1178.500,34.373
0.000,76.200,0.000,23.250,1111.400,34.623
0.000,76.200,0.000,23.500,1048.200,34.872
0.000,76.200,0.000,23.750,1048.200,35.121
0.000,76.200,0.000,24.000,989.000,35.371
0.000,76.200,0.000,24.250,989.000,35.622
0.000,76.200,0.000,24.500,933.900,35.874
0.000,76.200,0.000,24.750,882.400,36.123
0.000,76.200,0.000,25.000,882.400,36.373
0.000,76.200,0.000,25.250,834.400,36.622
0.000,76.200,0.000,25.500,834.400,36.872
0.000,76.200,0.000,25.750,789.400,37.122
0.000,76.200,0.000,26.000,746.800,37.372
0.000,76.200,0.000,26.250,746.800,37.622
0.000,76.200,0.000,26.500,707.200,37.872
0.000,76.200,0.000,26.750,707.200,38.121
0.000,76.200,0.000,27.000,670.300,38.371
0.000,76.200,0.000,27.250,635.300,38.621
0.000,76.200,0.000,27.500,635.300,38.872
0.000,76.200,0.000,27.750,603.100,39.123
0.000,76.200,0.000,28.000,603.100,39.372
0.000,76.200,0.000,28.250,584.900,39.622
0.000,76.200,0.000,28.500,584.900,39.872
0.000,76.200,0.000,28.750,584.800,40.122
0.000,76.200,0.000,29.000,584.800,40.372
0.000,76.200,0.000,29.250,584.800,40.623
0.000,76.200,0.000,29.500,584.600,40.874
0.000,76.200,0.000,29.750,584.600,41.123
0.000,76.200,0.000,30.000,584.900,41.373
