rod_id,trial,measurement_index,point_index,value
Rod3,N3,8,4,-0.04288
Rod3,N3,8,5,-0.04929
Rod3,N3,8,6,-0.06342
Rod3,N3,8,7,-0.07707
Rod3,N3,9,0,0.002
Rod3,N3,9,1,-0.03203
Rod3,N3,9,2,-0.03268
Rod3,N3,9,3,-0.03548
Rod3,N3,9,4,-0.04304
Rod3,N3,9,5,-0.04929
Rod3,N3,9,6,-0.06342
Rod3,N3,9,7,-0.07707
Rod3,N3,10,0,0.00184
Rod3,N3,10,1,-0.03186
Rod3,N3,10,2,-0.03285
Rod3,N3,10,3,-0.03564
Rod3,N3,10,4,-0.0432
Rod3,N3,10,5,-0.04929
Rod3,N3,10,6,-0.06326
Rod3,N3,10,7,-0.0769
Rod3,N3,11,0,0.00216
Rod3,N3,11,1,-0.03203
Rod3,N3,11,2,-0.03301
Rod3,N3,11,3,-0.03564
Rod3,N3,11,4,-0.04304
Rod3,N3,11,5,-0.04929
Rod3,N3,11,6,-0.06326
Rod3,N3,11,7,-0.07707
Rod3,N3,12,0,0.002
Rod3,N3,12,1,-0.03203
Rod3,N3,12,2,-0.03301
Rod3,N3,12,3,-0.03515
Rod3,N3,12,4,-0.04304
Rod3,N3,12,5,-0.04929
Rod3,N3,12,6,-0.06309
Rod3,N3,12,7,-0.07707
Rod3,N3,13,0,0.00216
Rod3,N3,13,1,-0.03203
Rod3,N3,13,2,-0.03285
Rod3,N3,13,3,-0.03531
Rod3,N3,13,4,-0.04304
Rod3,N3,13,5,-0.04945
Rod3,N3,13,6,-0.06326
Rod3,N3,13,7,-0.0769
Rod3,N3,14,0,0.00216
Rod3,N3,14,1,-0.03186
Rod3,N3,14,2,-0.03318
Rod3,N3,14,3,-0.03548
Rod3,N3,14,4,-0.0432
Rod3,N3,14,5,-0.04945
Rod3,N3,14,6,-0.06342
Rod3,N3,14,7,-0.0774
Rod3,N3,15,0,0.00216
Rod3,N3,15,1,-0.03186
Rod3,N3,15,2,-0.03301
Rod3,N3,15,3,-0.03564
Rod3,N3,15,4,-0.0432
Rod3,N3,15,5,-0.04929
Rod3,N3,15,6,-0.06326
Rod3,N3,15,7,-0.07723
Rod3,N3,16,0,0.002
Rod3,N3,16,1,-0.03186
Rod3,N3,16,2,-0.03285
Rod3,N3,16,3,-0.03548
Rod3,N3,16,4,-0.0432
Rod3,N3,16,5,-0.04929
Rod3,N3,16,6,-0.06342
Rod3,N3,16,7,-0.07723
Rod3,N3,17,0,0.002
Rod3,N3,17,1,-0.03203
Rod3,N3,17,2,-0.03301
Rod3,N3,17,3,-0.03515
Rod3,N3,17,4,-0.04304
Rod3,N3,17,5,-0.04945
Rod3,N3,17,6,-0.06326
Rod3,N3,17,7,-0.0769
Rod3,N3,18,0,0.00184
Rod3,N3,18,1,-0.03203
Rod3,N3,18,2,-0.03285
Rod3,N3,18,3,-0.03581
Rod3,N3,18,4,-0.04304
Rod3,N3,18,5,-0.04929
Rod3,N3,18,6,-0.06342
Rod3,N3,18,7,-0.07707
Rod3,N3,19,0,0.00216
Rod3,N3,19,1,-0.03186
Rod3,N3,19,2,-0.03285
Rod3,N3,19,3,-0.03548
Rod3,N3,19,4,-0.0432
Rod3,N3,19,5,-0.04929
Rod3,N3,19,6,-0.06342
Rod3,N3,19,7,-0.07707
Rod3,N3,20,0,0.002
Rod3,N3,20,1,-0.03186
Rod3,N3,20,2,-0.03301
Rod3,N3,20,3,-0.03548
Rod3,N3,20,4,-0.04304
Rod3,N3,20,5,-0.04945
Rod3,N3,20,6,-0.06326
Rod3,N3,20,7,-0.07723
Rod3,N3,21,0,0.00167
Rod3,N3,21,1,-0.03186
Rod3,N3,21,2,-0.03285
Rod3,N3,21,3,-0.03581
Rod3,N3,21,4,-0.04304
Rod3,N3,21,5,-0.04929
Rod3,N3,21,6,-0.06326
Rod3,N3,21,7,-0.07707
Rod3,N3,22,0,0.00216
Rod3,N3,22,1,-0.03186
Rod3,N3,22,2,-0.03285
Rod3,N3,22,3,-0.03548
Rod3,N3,22,4,-0.04337
Rod3,N3,22,5,-0.04945
Rod3,N3,22,6,-0.06326
Rod3,N3,22,7,-0.07723
Rod3,N3,23,0,0.002
Rod3,N3,23,1,-0.03186
Rod3,N3,23,2,-0.03301
Rod3,N3,23,3,-0.03531
Rod3,N3,23,4,-0.04304
Rod3,N3,23,5,-0.04962
Rod3,N3,23,6,-0.06326
Rod3,N3,23,7,-0.0769
Rod3,N3,24,0,0.00184
Rod3,N3,24,1,-0.03186
Rod3,N3,24,2,-0.03301
Rod3,N3,24,3,-0.03548
Rod3,N3,24,4,-0.04304
Rod3,N3,24,5,-0.04945
Rod3,N3,24,6,-0.06342
Rod3,N3,24,7,-0.07723
Rod3,N3,25,0,0.00216
Rod3,N3,25,1,-0.03203
Rod3,N3,25,2,-0.03301
Rod3,N3,25,3,-0.03548
Rod3,N3,25,4,-0.04304
Rod3,N3,25,5,-0.04912
Rod3,N3,25,6,-0.06326
Rod3,N3,25,7,-0.0769
Rod3,N3,26,0,0.00233
Rod3,N3,26,1,-0.03186
Rod3,N3,26,2,-0.03268
Rod3,N3,26,3,-0.03548
Rod3,N3,26,4,-0.0432
Rod3,N3,26,5,-0.04945
Rod3,N3,26,6,-0.06326
Rod3,N3,26,7,-0.07723
Rod3,N3,27,0,0.002
Rod3,N3,27,1,-0.03186
Rod3,N3,27,2,-0.03301
Rod3,N3,27,3,-0.03581
Rod3,N3,27,4,-0.04304
Rod3,N3,27,5,-0.04945
Rod3,N3,27,6,-0.06326
Rod3,N3,27,7,-0.0769
Rod3,N3,28,0,0.00216
Rod3,N3,28,1,-0.03186
Rod3,N3,28,2,-0.03285
Rod3,N3,28,3,-0.03564
Rod3,N3,28,4,-0.0432
Rod3,N3,28,5,-0.04929
Rod3,N3,28,6,-0.06342
Rod3,N3,28,7,-0.07723
Rod3,N3,29,0,0.002
Rod3,N3,29,1,-0.03186
Rod3,N3,29,2,-0.03285
Rod3,N3,29,3,-0.03531
Rod3,N3,29,4,-0.04304
Rod3,N3,29,5,-0.04945
Rod3,N3,29,6,-0.06326
Rod3,N3,29,7,-0.07723
Rod3,N3,30,0,0.002
Rod3,N3,30,1,-0.03186
Rod3,N3,30,2,-0.03318
Rod3,N3,30,3,-0.03548
Rod3,N3,30,4,-0.0432
Rod3,N3,30,5,-0.04945
Rod3,N3,30,6,-0.06309
Rod3,N3,30,7,-0.07723
Rod3,N3,31,0,0.002
Rod3,N3,31,1,-0.03203
Rod3,N3,31,2,-0.03301
Rod3,N3,31,3,-0.03531
Rod3,N3,31,4,-0.0432
Rod3,N3,31,5,-0.04962
Rod3,N3,31,6,-0.06342
Rod3,N3,31,7,-0.07707
Rod3,N3,32,0,0.00216
Rod3,N3,32,1,-0.03186
Rod3,N3,32,2,-0.03301
Rod3,N3,32,3,-0.03548
Rod3,N3,32,4,-0.0432
Rod3,N3,32,5,-0.04945
Rod3,N3,32,6,-0.06309
Rod3,N3,32,7,-0.07707
Rod3,N3,33,0,0.00216
Rod3,N3,33,1,-0.03186
Rod3,N3,33,2,-0.03285
Rod3,N3,33,3,-0.03531
Rod3,N3,33,4,-0.04304
Rod3,N3,33,5,-0.04945
Rod3,N3,33,6,-0.06326
Rod3,N3,33,7,-0.07707
Rod3,N3,34,0,0.00184
Rod3,N3,34,1,-0.03203
Rod3,N3,34,2,-0.03301
Rod3,N3,34,3,-0.03564
Rod3,N3,34,4,-0.04304
Rod3,N3,34,5,-0.04912
Rod3,N3,34,6,-0.06309
Rod3,N3,34,7,-0.07723
Rod3,N3,35,0,0.002
Rod3,N3,35,1,-0.03203
Rod3,N3,35,2,-0.03301
Rod3,N3,35,3,-0.03548
Rod3,N3,35,4,-0.0432
Rod3,N3,35,5,-0.04945
Rod3,N3,35,6,-0.06342
Rod3,N3,35,7,-0.07723
Rod3,N3,36,0,0.00216
Rod3,N3,36,1,-0.03186
Rod3,N3,36,2,-0.03301
Rod3,N3,36,3,-0.03548
Rod3,N3,36,4,-0.04337
Rod3,N3,36,5,-0.04945
Rod3,N3,36,6,-0.06342
Rod3,N3,36,7,-0.07723
Rod3,N3,37,0,0.002
Rod3,N3,37,1,-0.03219
Rod3,N3,37,2,-0.03301
Rod3,N3,37,3,-0.03548
Rod3,N3,37,4,-0.04304
Rod3,N3,37,5,-0.04945
Rod3,N3,37,6,-0.06326
Rod3,N3,37,7,-0.0774
Rod3,N3,38,0,0.002
Rod3,N3,38,1,-0.03186
Rod3,N3,38,2,-0.03318
Rod3,N3,38,3,-0.03548
Rod3,N3,38,4,-0.0432
Rod3,N3,38,5,-0.04929
Rod3,N3,38,6,-0.06342
Rod3,N3,38,7,-0.07723
Rod3,N3,39,0,0.00216
Rod3,N3,39,1,-0.0317
Rod3,N3,39,2,-0.03301
Rod3,N3,39,3,-0.03548
Rod3,N3,39,4,-0.0432
Rod3,N3,39,5,-0.04912
Rod3,N3,39,6,-0.06326
Rod3,N3,39,7,-0.07723
Rod3,N3,40,0,0.002
Rod3,N3,40,1,-0.03203
Rod3,N3,40,2,-0.03318
Rod3,N3,40,3,-0.03564
Rod3,N3,40,4,-0.0432
Rod3,N3,40,5,-0.04929
Rod3,N3,40,6,-0.06342
Rod3,N3,40,7,-0.07707
Rod3,N3,41,0,0.002
Rod3,N3,41,1,-0.03203
Rod3,N3,41,2,-0.03301
Rod3,N3,41,3,-0.03548
Rod3,N3,41,4,-0.0432
Rod3,N3,41,5,-0.04945
Rod3,N3,41,6,-0.06326
Rod3,N3,41,7,-0.07723
Rod3,N3,42,0,0.00216
Rod3,N3,42,1,-0.03186
Rod3,N3,42,2,-0.03285
Rod3,N3,42,3,-0.03548
Rod3,N3,42,4,-0.04304
Rod3,N3,42,5,-0.04945
Rod3,N3,42,6,-0.06326
Rod3,N3,42,7,-0.07707
Rod3,N3,43,0,0.002
Rod3,N3,43,1,-0.03203
Rod3,N3,43,2,-0.03285
Rod3,N3,43,3,-0.03564
Rod3,N3,43,4,-0.04337
Rod3,N3,43,5,-0.04945
Rod3,N3,43,6,-0.06326
Rod3,N3,43,7,-0.07707
Rod3,N3,44,0,0.00216
Rod3,N3,44,1,-0.03186
Rod3,N3,44,2,-0.03285
Rod3,N3,44,3,-0.03564
Rod3,N3,44,4,-0.04304
Rod3,N3,44,5,-0.04945
Rod3,N3,44,6,-0.06342
Rod3,N3,44,7,-0.0769
Rod3,N3,45,0,0.00216
Rod3,N3,45,1,-0.03186
Rod3,N3,45,2,-0.03285
Rod3,N3,45,3,-0.03548
Rod3,N3,45,4,-0.0432
Rod3,N3,45,5,-0.04962
Rod3,N3,45,6,-0.06326
Rod3,N3,45,7,-0.07723
Rod3,N3,46,0,0.00184
Rod3,N3,46,1,-0.03186
Rod3,N3,46,2,-0.03301
Rod3,N3,46,3,-0.03548
Rod3,N3,46,4,-0.0432
Rod3,N3,46,5,-0.04962
Rod3,N3,46,6,-0.06326
Rod3,N3,46,7,-0.07707
Rod3,N3,47,0,0.002
Rod3,N3,47,1,-0.03203
Rod3,N3,47,2,-0.03301
Rod3,N3,47,3,-0.03564
Rod3,N3,47,4,-0.0432
Rod3,N3,47,5,-0.04929
Rod3,N3,47,6,-0.06326
Rod3,N3,47,7,-0.07723
Rod3,N3,48,0,0.00216
Rod3,N3,48,1,-0.03186
Rod3,N3,48,2,-0.03285
Rod3,N3,48,3,-0.03548
Rod3,N3,48,4,-0.04304
Rod3,N3,48,5,-0.04929
Rod3,N3,48,6,-0.06326
Rod3,N3,48,7,-0.07723
Rod3,N3,49,0,0.002
Rod3,N3,49,1,-0.03186
Rod3,N3,49,2,-0.03285
Rod3,N3,49,3,-0.03531
Rod3,N3,49,4,-0.04304
Rod3,N3,49,5,-0.04945
Rod3,N3,49,6,-0.06342
Rod3,N3,49,7,-0.0769
Rod3,N3,50,0,0.002
Rod3,N3,50,1,-0.03186
Rod3,N3,50,2,-0.03301
Rod3,N3,50,3,-0.03564
Rod3,N3,50,4,-0.0432
Rod3,N3,50,5,-0.04929
Rod3,N3,50,6,-0.06342
Rod3,N3,50,7,-0.07723
Rod3,N3,51,0,0.002
Rod3,N3,51,1,-0.03203
Rod3,N3,51,2,-0.03318
Rod3,N3,51,3,-0.03548
Rod3,N3,51,4,-0.04304
Rod3,N3,51,5,-0.04945
Rod3,N3,51,6,-0.06326
Rod3,N3,51,7,-0.0769
Rod3,N3,52,0,0.00216
Rod3,N3,52,1,-0.03203
Rod3,N3,52,2,-0.03301
Rod3,N3,52,3,-0.03531
Rod3,N3,52,4,-0.04337
Rod3,N3,52,5,-0.04945
Rod3,N3,52,6,-0.06326
Rod3,N3,52,7,-0.07723
Rod3,N3,53,0,0.00184
Rod3,N3,53,1,-0.0317
Rod3,N3,53,2,-0.03285
Rod3,N3,53,3,-0.03548
Rod3,N3,53,4,-0.0432
Rod3,N3,53,5,-0.04945
Rod3,N3,53,6,-0.06342
Rod3,N3,53,7,-0.07723
Rod3,N3,54,0,0.002
Rod3,N3,54,1,-0.03186
Rod3,N3,54,2,-0.03301
Rod3,N3,54,3,-0.03548
Rod3,N3,54,4,-0.0432
Rod3,N3,54,5,-0.04929
Rod3,N3,54,6,-0.06342
Rod3,N3,54,7,-0.0769
Rod3,N3,55,0,0.00216
Rod3,N3,55,1,-0.0317
Rod3,N3,55,2,-0.03301
Rod3,N3,55,3,-0.03548
Rod3,N3,55,4,-0.04353
Rod3,N3,55,5,-0.04929
Rod3,N3,55,6,-0.06342
Rod3,N3,55,7,-0.07707
Rod3,N3,56,0,0.002
Rod3,N3,56,1,-0.03203
Rod3,N3,56,2,-0.03318
Rod3,N3,56,3,-0.03564
Rod3,N3,56,4,-0.04304
Rod3,N3,56,5,-0.04945
Rod3,N3,56,6,-0.06309
Rod3,N3,56,7,-0.07707
Rod3,N3,57,0,0.00216
Rod3,N3,57,1,-0.03186
Rod3,N3,57,2,-0.03285
Rod3,N3,57,3,-0.03548
Rod3,N3,57,4,-0.0432
Rod3,N3,57,5,-0.04945
Rod3,N3,57,6,-0.06342
Rod3,N3,57,7,-0.07723
Rod3,N3,58,0,0.00216
Rod3,N3,58,1,-0.03186
Rod3,N3,58,2,-0.03301
Rod3,N3,58,3,-0.03531
Rod3,N3,58,4,-0.04337
Rod3,N3,58,5,-0.04929
Rod3,N3,58,6,-0.06359
Rod3,N3,58,7,-0.07707
Rod3,N3,59,0,0.00216
Rod3,N3,59,1,-0.03186
Rod3,N3,59,2,-0.03301
Rod3,N3,59,3,-0.03564
Rod3,N3,59,4,-0.0432
Rod3,N3,59,5,-0.04912
Rod3,N3,59,6,-0.06309
Rod3,N3,59,7,-0.0769
Rod3,N3,60,0,0.002
Rod3,N3,60,1,-0.03186
Rod3,N3,60,2,-0.03318
Rod3,N3,60,3,-0.03531
Rod3,N3,60,4,-0.04304
Rod3,N3,60,5,-0.04929
Rod3,N3,60,6,-0.06326
Rod3,N3,60,7,-0.07723
Rod3,N3,61,0,0.00216
Rod3,N3,61,1,-0.0317
Rod3,N3,61,2,-0.03285
Rod3,N3,61,3,-0.03564
Rod3,N3,61,4,-0.0432
Rod3,N3,61,5,-0.04945
Rod3,N3,61,6,-0.06326
Rod3,N3,61,7,-0.07723
Rod3,N3,62,0,0.00216
Rod3,N3,62,1,-0.03186
Rod3,N3,62,2,-0.03318
Rod3,N3,62,3,-0.03548
Rod3,N3,62,4,-0.0432
Rod3,N3,62,5,-0.04929
Rod3,N3,62,6,-0.06326
Rod3,N3,62,7,-0.07707
Rod3,N3,63,0,0.00216
Rod3,N3,63,1,-0.0317
Rod3,N3,63,2,-0.03285
Rod3,N3,63,3,-0.03548
Rod3,N3,63,4,-0.04337
Rod3,N3,63,5,-0.04962
Rod3,N3,63,6,-0.06326
Rod3,N3,63,7,-0.07723
Rod3,N3,64,0,0.002
Rod3,N3,64,1,-0.03186
Rod3,N3,64,2,-0.03301
Rod3,N3,64,3,-0.03564
Rod3,N3,64,4,-0.04304
Rod3,N3,64,5,-0.04912
Rod3,N3,64,6,-0.06326
Rod3,N3,64,7,-0.07707
Rod3,N3,65,0,0.002
Rod3,N3,65,1,-0.03203
Rod3,N3,65,2,-0.03268
Rod3,N3,65,3,-0.03548
Rod3,N3,65,4,-0.0432
Rod3,N3,65,5,-0.04945
Rod3,N3,65,6,-0.06342
Rod3,N3,65,7,-0.0769
Rod3,N3,66,0,0.002
Rod3,N3,66,1,-0.0317
Rod3,N3,66,2,-0.03285
Rod3,N3,66,3,-0.03531
Rod3,N3,66,4,-0.0432
Rod3,N3,66,5,-0.04929
Rod3,N3,66,6,-0.06326
Rod3,N3,66,7,-0.07707
Rod3,N3,67,0,0.002
Rod3,N3,67,1,-0.03186
Rod3,N3,67,2,-0.03301
Rod3,N3,67,3,-0.03564
Rod3,N3,67,4,-0.04304
Rod3,N3,67,5,-0.04929
Rod3,N3,67,6,-0.06342
Rod3,N3,67,7,-0.07707
Rod3,N3,68,0,0.00216
Rod3,N3,68,1,-0.03186
Rod3,N3,68,2,-0.03301
Rod3,N3,68,3,-0.03564
Rod3,N3,68,4,-0.04337
Rod3,N3,68,5,-0.04929
Rod3,N3,68,6,-0.06359
Rod3,N3,68,7,-0.07723
Rod3,N3,69,0,0.002
Rod3,N3,69,1,-0.03186
Rod3,N3,69,2,-0.03285
Rod3,N3,69,3,-0.03531
Rod3,N3,69,4,-0.04304
Rod3,N3,69,5,-0.04929
Rod3,N3,69,6,-0.06342
Rod3,N3,69,7,-0.07707
Rod3,N3,70,0,0.002
Rod3,N3,70,1,-0.03186
Rod3,N3,70,2,-0.03301
Rod3,N3,70,3,-0.03564
Rod3,N3,70,4,-0.04337
Rod3,N3,70,5,-0.04945
Rod3,N3,70,6,-0.06342
Rod3,N3,70,7,-0.0774
Rod3,N3,71,0,0.002
Rod3,N3,71,1,-0.03203
Rod3,N3,71,2,-0.03301
Rod3,N3,71,3,-0.03548
Rod3,N3,71,4,-0.0432
Rod3,N3,71,5,-0.04978
Rod3,N3,71,6,-0.06326
Rod3,N3,71,7,-0.07723
Rod3,N3,72,0,0.002
Rod3,N3,72,1,-0.03186
Rod3,N3,72,2,-0.03285
Rod3,N3,72,3,-0.03564
Rod3,N3,72,4,-0.0432
Rod3,N3,72,5,-0.04929
Rod3,N3,72,6,-0.06326
Rod3,N3,72,7,-0.07723
Rod3,N3,73,0,0.00216
Rod3,N3,73,1,-0.0317
Rod3,N3,73,2,-0.03301
Rod3,N3,73,3,-0.03548
Rod3,N3,73,4,-0.04304
Rod3,N3,73,5,-0.04929
Rod3,N3,73,6,-0.06342
Rod3,N3,73,7,-0.07707
Rod3,N3,74,0,0.002
Rod3,N3,74,1,-0.03186
Rod3,N3,74,2,-0.03301
Rod3,N3,74,3,-0.03531
Rod3,N3,74,4,-0.0432
Rod3,N3,74,5,-0.04912
Rod3,N3,74,6,-0.06326
Rod3,N3,74,7,-0.07723
Rod3,N3,75,0,0.00216
Rod3,N3,75,1,-0.03203
Rod3,N3,75,2,-0.03301
Rod3,N3,75,3,-0.03548
Rod3,N3,75,4,-0.0432
Rod3,N3,75,5,-0.04929
Rod3,N3,75,6,-0.06326
Rod3,N3,75,7,-0.07707
Rod3,N3,76,0,0.00184
Rod3,N3,76,1,-0.03186
Rod3,N3,76,2,-0.03334
Rod3,N3,76,3,-0.03531
Rod3,N3,76,4,-0.04304
Rod3,N3,76,5,-0.04929
Rod3,N3,76,6,-0.06326
Rod3,N3,76,7,-0.07707
Rod3,N3,77,0,0.002
Rod3,N3,77,1,-0.03186
Rod3,N3,77,2,-0.03285
Rod3,N3,77,3,-0.03548
Rod3,N3,77,4,-0.0432
Rod3,N3,77,5,-0.04945
Rod3,N3,77,6,-0.06326
Rod3,N3,77,7,-0.07707
Rod3,N3,78,0,0.00184
Rod3,N3,78,1,-0.03203
Rod3,N3,78,2,-0.03301
Rod3,N3,78,3,-0.03548
Rod3,N3,78,4,-0.0432
Rod3,N3,78,5,-0.04945
Rod3,N3,78,6,-0.06342
Rod3,N3,78,7,-0.07707
Rod3,N3,79,0,0.00216
Rod3,N3,79,1,-0.03203
Rod3,N3,79,2,-0.03285
Rod3,N3,79,3,-0.03548
Rod3,N3,79,4,-0.0432
Rod3,N3,79,5,-0.04945
Rod3,N3,79,6,-0.06342
Rod3,N3,79,7,-0.07723
Rod3,N3,80,0,0.002
Rod3,N3,80,1,-0.03203
Rod3,N3,80,2,-0.03318
Rod3,N3,80,3,-0.03548
Rod3,N3,80,4,-0.04304
Rod3,N3,80,5,-0.04929
Rod3,N3,80,6,-0.06342
Rod3,N3,80,7,-0.07707
Rod3,N3,81,0,0.00216
Rod3,N3,81,1,-0.03186
Rod3,N3,81,2,-0.03301
Rod3,N3,81,3,-0.03548
Rod3,N3,81,4,-0.04337
Rod3,N3,81,5,-0.04945
Rod3,N3,81,6,-0.06342
Rod3,N3,81,7,-0.07723
Rod3,N3,82,0,0.002
Rod3,N3,82,1,-0.03186
Rod3,N3,82,2,-0.03301
Rod3,N3,82,3,-0.03564
Rod3,N3,82,4,-0.0432
Rod3,N3,82,5,-0.04912
Rod3,N3,82,6,-0.06326
Rod3,N3,82,7,-0.07707
Rod3,N3,83,0,0.002
Rod3,N3,83,1,-0.03186
Rod3,N3,83,2,-0.03268
Rod3,N3,83,3,-0.03548
Rod3,N3,83,4,-0.0432
Rod3,N3,83,5,-0.04929
Rod3,N3,83,6,-0.06326
Rod3,N3,83,7,-0.07707
Rod3,N3,84,0,0.00233
Rod3,N3,84,1,-0.03203
Rod3,N3,84,2,-0.03334
Rod3,N3,84,3,-0.03531
Rod3,N3,84,4,-0.04304
Rod3,N3,84,5,-0.04912
Rod3,N3,84,6,-0.06342
Rod3,N3,84,7,-0.07707
Rod3,N3,85,0,0.002
Rod3,N3,85,1,-0.03203
Rod3,N3,85,2,-0.03318
Rod3,N3,85,3,-0.03548
Rod3,N3,85,4,-0.04304
Rod3,N3,85,5,-0.04912
Rod3,N3,85,6,-0.06342
Rod3,N3,85,7,-0.0774
Rod3,N3,86,0,0.002
Rod3,N3,86,1,-0.03186
Rod3,N3,86,2,-0.03301
Rod3,N3,86,3,-0.03548
Rod3,N3,86,4,-0.04337
Rod3,N3,86,5,-0.04962
Rod3,N3,86,6,-0.06326
Rod3,N3,86,7,-0.07707
Rod3,N3,87,0,0.002
Rod3,N3,87,1,-0.03203
Rod3,N3,87,2,-0.03301
Rod3,N3,87,3,-0.03548
Rod3,N3,87,4,-0.0432
Rod3,N3,87,5,-0.04945
Rod3,N3,87,6,-0.06342
Rod3,N3,87,7,-0.07707
Rod3,N3,88,0,0.002
Rod3,N3,88,1,-0.03186
Rod3,N3,88,2,-0.03285
Rod3,N3,88,3,-0.03548
Rod3,N3,88,4,-0.04337
Rod3,N3,88,5,-0.04945
Rod3,N3,88,6,-0.06342
Rod3,N3,88,7,-0.07707
Rod3,N3,89,0,0.002
Rod3,N3,89,1,-0.03186
Rod3,N3,89,2,-0.03318
Rod3,N3,89,3,-0.03548
Rod3,N3,89,4,-0.0432
Rod3,N3,89,5,-0.04945
Rod3,N3,89,6,-0.06342
Rod3,N3,89,7,-0.07707
Rod3,N3,90,0,0.002
Rod3,N3,90,1,-0.03186
Rod3,N3,90,2,-0.03285
Rod3,N3,90,3,-0.03564
Rod3,N3,90,4,-0.04304
Rod3,N3,90,5,-0.04962
Rod3,N3,90,6,-0.06342
Rod3,N3,90,7,-0.07707
Rod3,N3,91,0,0.00216
Rod3,N3,91,1,-0.0317
Rod3,N3,91,2,-0.03301
Rod3,N3,91,3,-0.03548
Rod3,N3,91,4,-0.04304
Rod3,N3,91,5,-0.04945
Rod3,N3,91,6,-0.06342
Rod3,N3,91,7,-0.07707
Rod3,N3,92,0,0.002
Rod3,N3,92,1,-0.03203
Rod3,N3,92,2,-0.03285
Rod3,N3,92,3,-0.03531
Rod3,N3,92,4,-0.0432
Rod3,N3,92,5,-0.04945
Rod3,N3,92,6,-0.06342
Rod3,N3,92,7,-0.07707
Rod3,N3,93,0,0.00184
Rod3,N3,93,1,-0.03203
Rod3,N3,93,2,-0.03285
Rod3,N3,93,3,-0.03548
Rod3,N3,93,4,-0.0432
Rod3,N3,93,5,-0.04929
Rod3,N3,93,6,-0.06342
Rod3,N3,93,7,-0.07723
Rod3,N3,94,0,0.00216
Rod3,N3,94,1,-0.03186
Rod3,N3,94,2,-0.03285
Rod3,N3,94,3,-0.03548
Rod3,N3,94,4,-0.0432
Rod3,N3,94,5,-0.04962
Rod3,N3,94,6,-0.06342
Rod3,N3,94,7,-0.07707
Rod3,N3,95,0,0.00184
Rod3,N3,95,1,-0.03186
Rod3,N3,95,2,-0.03301
Rod3,N3,95,3,-0.03548
Rod3,N3,95,4,-0.0432
Rod3,N3,95,5,-0.04945
Rod3,N3,95,6,-0.06326
Rod3,N3,95,7,-0.0769
Rod3,N3,96,0,0.002
Rod3,N3,96,1,-0.03203
Rod3,N3,96,2,-0.03301
Rod3,N3,96,3,-0.03548
Rod3,N3,96,4,-0.0432
Rod3,N3,96,5,-0.04929
Rod3,N3,96,6,-0.06326
Rod3,N3,96,7,-0.0769
Rod3,N3,97,0,0.002
Rod3,N3,97,1,-0.03186
Rod3,N3,97,2,-0.03301
Rod3,N3,97,3,-0.03515
Rod3,N3,97,4,-0.04304
Rod3,N3,97,5,-0.04929
Rod3,N3,97,6,-0.06326
Rod3,N3,97,7,-0.07707
Rod3,N3,98,0,0.00184
Rod3,N3,98,1,-0.0317
Rod3,N3,98,2,-0.03318
Rod3,N3,98,3,-0.03548
Rod3,N3,98,4,-0.04304
Rod3,N3,98,5,-0.04929
Rod3,N3,98,6,-0.06342
Rod3,N3,98,7,-0.07723
Rod3,N3,99,0,0.002
Rod3,N3,99,1,-0.03186
Rod3,N3,99,2,-0.03301
Rod3,N3,99,3,-0.03531
Rod3,N3,99,4,-0.0432
Rod3,N3,99,5,-0.04962
Rod3,N3,99,6,-0.06326
Rod3,N3,99,7,-0.07723
Rod3,N4,0,0,-0.03071
Rod3,N4,0,1,-0.03285
Rod3,N4,0,2,-0.03679
Rod3,N4,0,3,-0.04304
Rod3,N4,0,4,-0.05044
Rod3,N4,0,5,-0.06046
Rod3,N4,0,6,-0.07592
Rod3,N4,1,0,-0.03088
Rod3,N4,1,1,-0.03301
Rod3,N4,1,2,-0.03712
Rod3,N4,1,3,-0.04304
Rod3,N4,1,4,-0.05011
Rod3,N4,1,5,-0.06079
Rod3,N4,1,6,-0.07592
Rod3,N4,2,0,-0.03088
Rod3,N4,2,1,-0.03301
Rod3,N4,2,2,-0.03729
Rod3,N4,2,3,-0.04304
Rod3,N4,2,4,-0.05011
Rod3,N4,2,5,-0.06079
Rod3,N4,2,6,-0.07575
Rod3,N4,3,0,-0.03071
Rod3,N4,3,1,-0.03301
Rod3,N4,3,2,-0.03696
Rod3,N4,3,3,-0.04288
Rod3,N4,3,4,-0.05044
Rod3,N4,3,5,-0.06063
Rod3,N4,3,6,-0.07592
Rod3,N4,4,0,-0.03071
Rod3,N4,4,1,-0.03318
Rod3,N4,4,2,-0.03712
Rod3,N4,4,3,-0.04304
Rod3,N4,4,4,-0.05027
Rod3,N4,4,5,-0.06063
Rod3,N4,4,6,-0.07608
Rod3,N4,5,0,-0.03088
Rod3,N4,5,1,-0.03301
Rod3,N4,5,2,-0.03729
Rod3,N4,5,3,-0.04304
Rod3,N4,5,4,-0.05044
Rod3,N4,5,5,-0.06063
Rod3,N4,5,6,-0.07592
Rod3,N4,6,0,-0.03088
Rod3,N4,6,1,-0.03285
Rod3,N4,6,2,-0.03712
Rod3,N4,6,3,-0.04271
Rod3,N4,6,4,-0.05027
Rod3,N4,6,5,-0.06046
Rod3,N4,6,6,-0.07575
Rod3,N4,7,0,-0.03055
Rod3,N4,7,1,-0.03301
Rod3,N4,7,2,-0.03696
