rod_id	position	measurement_index	point_index	value
Rod2	endN2	95	6	0.01104
Rod2	endN2	95	7	0.01252
Rod2	endN2	95	8	0.01433
Rod2	endN2	95	9	0.01597
Rod2	endN2	95	10	0.01745
Rod2	endN2	95	11	0.01893
Rod2	endN2	95	12	0.02057
Rod2	endN2	95	13	0.02238
Rod2	endN2	95	14	0.0237
Rod2	endN2	95	15	0.02501
Rod2	endN2	96	0	0.00101
Rod2	endN2	96	1	0.00299
Rod2	endN2	96	2	0.00463
Rod2	endN2	96	3	0.00644
Rod2	endN2	96	4	0.00825
Rod2	endN2	96	5	0.0094
Rod2	endN2	96	6	0.01104
Rod2	endN2	96	7	0.01268
Rod2	endN2	96	8	0.01416
Rod2	endN2	96	9	0.01581
Rod2	endN2	96	10	0.01745
Rod2	endN2	96	11	0.01893
Rod2	endN2	96	12	0.02057
Rod2	endN2	96	13	0.02222
Rod2	endN2	96	14	0.0237
Rod2	endN2	96	15	0.02534
Rod2	endN2	97	0	0.00101
Rod2	endN2	97	1	0.00282
Rod2	endN2	97	2	0.00496
Rod2	endN2	97	3	0.00627
Rod2	endN2	97	4	0.00841
Rod2	endN2	97	5	0.0094
Rod2	endN2	97	6	0.01104
Rod2	endN2	97	7	0.01252
Rod2	endN2	97	8	0.01416
Rod2	endN2	97	9	0.01581
Rod2	endN2	97	10	0.01762
Rod2	endN2	97	11	0.01893
Rod2	endN2	97	12	0.02057
Rod2	endN2	97	13	0.02238
Rod2	endN2	97	14	0.02386
Rod2	endN2	97	15	0.02518
Rod2	endN2	98	0	0.00134
Rod2	endN2	98	1	0.00315
Rod2	endN2	98	2	0.00479
Rod2	endN2	98	3	0.0066
Rod2	endN2	98	4	0.00825
Rod2	endN2	98	5	0.00923
Rod2	endN2	98	6	0.01104
Rod2	endN2	98	7	0.01268
Rod2	endN2	98	8	0.01433
Rod2	endN2	98	9	0.01597
Rod2	endN2	98	10	0.01762
Rod2	endN2	98	11	0.01926
Rod2	endN2	98	12	0.02057
Rod2	endN2	98	13	0.02222
Rod2	endN2	98	14	0.02403
Rod2	endN2	98	15	0.02534
Rod2	endN2	99	0	0.00118
Rod2	endN2	99	1	0.00315
Rod2	endN2	99	2	0.00463
Rod2	endN2	99	3	0.00627
Rod2	endN2	99	4	0.00808
Rod2	endN2	99	5	0.00923
Rod2	endN2	99	6	0.01104
Rod2	endN2	99	7	0.01268
Rod2	endN2	99	8	0.01416
Rod2	endN2	99	9	0.01597
Rod2	endN2	99	10	0.01729
Rod2	endN2	99	11	0.0191
Rod2	endN2	99	12	0.02074
Rod2	endN2	99	13	0.02222
Rod2	endN2	99	14	0.0237
Rod2	endN2	99	15	0.02534
Rod1	endN1	0	0	0.00348
Rod1	endN1	0	1	0.0094
Rod1	endN1	0	2	0.01055
Rod1	endN1	0	3	0.01252
Rod1	endN1	0	4	0.01482
Rod1	endN1	0	5	0.01597
Rod1	endN1	0	6	0.01712
Rod1	endN1	0	7	0.01794
Rod1	endN1	0	8	0.01877
Rod1	endN1	0	9	0.02057
Rod1	endN1	0	10	0.0214
Rod1	endN1	0	11	0.02271
Rod1	endN1	0	12	0.02436
Rod1	endN1	0	13	0.02567
Rod1	endN1	0	14	0.02649
Rod1	endN1	0	15	0.02781
Rod1	endN1	1	0	0.00364
Rod1	endN1	1	1	0.00923
Rod1	endN1	1	2	0.01038
Rod1	endN1	1	3	0.01252
Rod1	endN1	1	4	0.01482
Rod1	endN1	1	5	0.01614
Rod1	endN1	1	6	0.01745
Rod1	endN1	1	7	0.01811
Rod1	endN1	1	8	0.01877
Rod1	endN1	1	9	0.02057
Rod1	endN1	1	10	0.0214
Rod1	endN1	1	11	0.02271
Rod1	endN1	1	12	0.02468
Rod1	endN1	1	13	0.02567
Rod1	endN1	1	14	0.02649
Rod1	endN1	1	15	0.02748
Rod1	endN1	2	0	0.00381
Rod1	endN1	2	1	0.00923
Rod1	endN1	2	2	0.01055
Rod1	endN1	2	3	0.01252
Rod1	endN1	2	4	0.01482
Rod1	endN1	2	5	0.01614
Rod1	endN1	2	6	0.01729
Rod1	endN1	2	7	0.01811
Rod1	endN1	2	8	0.01877
Rod1	endN1	2	9	0.02057
Rod1	endN1	2	10	0.0214
Rod1	endN1	2	11	0.02288
Rod1	endN1	2	12	0.02468
Rod1	endN1	2	13	0.02567
Rod1	endN1	2	14	0.02649
Rod1	endN1	2	15	0.02781
Rod1	endN1	3	0	0.00348
Rod1	endN1	3	1	0.00923
Rod1	endN1	3	2	0.01055
Rod1	endN1	3	3	0.01252
Rod1	endN1	3	4	0.01466
Rod1	endN1	3	5	0.01597
Rod1	endN1	3	6	0.01745
Rod1	endN1	3	7	0.01844
Rod1	endN1	3	8	0.01877
Rod1	endN1	3	9	0.02074
Rod1	endN1	3	10	0.0214
Rod1	endN1	3	11	0.02288
Rod1	endN1	3	12	0.02452
Rod1	endN1	3	13	0.02583
Rod1	endN1	3	14	0.02666
Rod1	endN1	3	15	0.02764
Rod1	endN1	4	0	0.00364
Rod1	endN1	4	1	0.00907
Rod1	endN1	4	2	0.01055
Rod1	endN1	4	3	0.01236
Rod1	endN1	4	4	0.01482
Rod1	endN1	4	5	0.01597
Rod1	endN1	4	6	0.01712
Rod1	endN1	4	7	0.01811
Rod1	endN1	4	8	0.01893
Rod1	endN1	4	9	0.02057
Rod1	endN1	4	10	0.02123
Rod1	endN1	4	11	0.02288
Rod1	endN1	4	12	0.02452
Rod1	endN1	4	13	0.02567
Rod1	endN1	4	14	0.02649
Rod1	endN1	4	15	0.02781
Rod1	endN1	5	0	0.00364
Rod1	endN1	5	1	0.00907
Rod1	endN1	5	2	0.01038
Rod1	endN1	5	3	0.01236
Rod1	endN1	5	4	0.01482
Rod1	endN1	5	5	0.01597
Rod1	endN1	5	6	0.01729
Rod1	endN1	5	7	0.01827
Rod1	endN1	5	8	0.01877
Rod1	endN1	5	9	0.02074
Rod1	endN1	5	10	0.0214
Rod1	endN1	5	11	0.02288
Rod1	endN1	5	12	0.02436
Rod1	endN1	5	13	0.02583
Rod1	endN1	5	14	0.02666
Rod1	endN1	5	15	0.02781
Rod1	endN1	6	0	0.00364
Rod1	endN1	6	1	0.00907
Rod1	endN1	6	2	0.01055
Rod1	endN1	6	3	0.01236
Rod1	endN1	6	4	0.01466
Rod1	endN1	6	5	0.01614
Rod1	endN1	6	6	0.01729
Rod1	endN1	6	7	0.01811
Rod1	endN1	6	8	0.01893
Rod1	endN1	6	9	0.02057
Rod1	endN1	6	10	0.0214
Rod1	endN1	6	11	0.02255
Rod1	endN1	6	12	0.02485
Rod1	endN1	6	13	0.02583
Rod1	endN1	6	14	0.02633
Rod1	endN1	6	15	0.02764
Rod1	endN1	7	0	0.00348
Rod1	endN1	7	1	0.0089
Rod1	endN1	7	2	0.01038
Rod1	endN1	7	3	0.01236
Rod1	endN1	7	4	0.01482
Rod1	endN1	7	5	0.0163
Rod1	endN1	7	6	0.01729
Rod1	endN1	7	7	0.01794
Rod1	endN1	7	8	0.01893
Rod1	endN1	7	9	0.02041
Rod1	endN1	7	10	0.02156
Rod1	endN1	7	11	0.02271
Rod1	endN1	7	12	0.02468
Rod1	endN1	7	13	0.02567
Rod1	endN1	7	14	0.02649
Rod1	endN1	7	15	0.02748
Rod1	endN1	8	0	0.00364
Rod1	endN1	8	1	0.00907
Rod1	endN1	8	2	0.01038
Rod1	endN1	8	3	0.01236
Rod1	endN1	8	4	0.01466
Rod1	endN1	8	5	0.01614
Rod1	endN1	8	6	0.01745
Rod1	endN1	8	7	0.01794
Rod1	endN1	8	8	0.01877
Rod1	endN1	8	9	0.02057
Rod1	endN1	8	10	0.02123
Rod1	endN1	8	11	0.02288
Rod1	endN1	8	12	0.02452
Rod1	endN1	8	13	0.02551
Rod1	endN1	8	14	0.02682
Rod1	endN1	8	15	0.02764
Rod1	endN1	9	0	0.00381
Rod1	endN1	9	1	0.00907
Rod1	endN1	9	2	0.01055
Rod1	endN1	9	3	0.01252
Rod1	endN1	9	4	0.01482
Rod1	endN1	9	5	0.01614
Rod1	endN1	9	6	0.01729
Rod1	endN1	9	7	0.01827
Rod1	endN1	9	8	0.01893
Rod1	endN1	9	9	0.02074
Rod1	endN1	9	10	0.02123
Rod1	endN1	9	11	0.02255
Rod1	endN1	9	12	0.02452
Rod1	endN1	9	13	0.02583
Rod1	endN1	9	14	0.02649
Rod1	endN1	9	15	0.02781
Rod1	endN1	10	0	0.00381
Rod1	endN1	10	1	0.00907
Rod1	endN1	10	2	0.01038
Rod1	endN1	10	3	0.01252
Rod1	endN1	10	4	0.01466
Rod1	endN1	10	5	0.01597
Rod1	endN1	10	6	0.01729
Rod1	endN1	10	7	0.01794
Rod1	endN1	10	8	0.01877
Rod1	endN1	10	9	0.02057
Rod1	endN1	10	10	0.0214
Rod1	endN1	10	11	0.02288
Rod1	endN1	10	12	0.02452
Rod1	endN1	10	13	0.02583
Rod1	endN1	10	14	0.02649
Rod1	endN1	10	15	0.02781
Rod1	endN1	11	0	0.00364
Rod1	endN1	11	1	0.00907
Rod1	endN1	11	2	0.01071
Rod1	endN1	11	3	0.01252
Rod1	endN1	11	4	0.01466
Rod1	endN1	11	5	0.01581
Rod1	endN1	11	6	0.01712
Rod1	endN1	11	7	0.01827
Rod1	endN1	11	8	0.01893
Rod1	endN1	11	9	0.02057
Rod1	endN1	11	10	0.0214
Rod1	endN1	11	11	0.02271
Rod1	endN1	11	12	0.02452
Rod1	endN1	11	13	0.02583
Rod1	endN1	11	14	0.02649
Rod1	endN1	11	15	0.02764
Rod1	endN1	12	0	0.00364
Rod1	endN1	12	1	0.0089
Rod1	endN1	12	2	0.01038
Rod1	endN1	12	3	0.01236
Rod1	endN1	12	4	0.01482
Rod1	endN1	12	5	0.01597
Rod1	endN1	12	6	0.01712
Rod1	endN1	12	7	0.01794
Rod1	endN1	12	8	0.0186
Rod1	endN1	12	9	0.02057
Rod1	endN1	12	10	0.0214
Rod1	endN1	12	11	0.02271
Rod1	endN1	12	12	0.02452
Rod1	endN1	12	13	0.02551
Rod1	endN1	12	14	0.02666
Rod1	endN1	12	15	0.02781
Rod1	endN1	13	0	0.00381
Rod1	endN1	13	1	0.0089
Rod1	endN1	13	2	0.01071
Rod1	endN1	13	3	0.01236
Rod1	endN1	13	4	0.01466
Rod1	endN1	13	5	0.01614
Rod1	endN1	13	6	0.01729
Rod1	endN1	13	7	0.01794
Rod1	endN1	13	8	0.0186
Rod1	endN1	13	9	0.02057
Rod1	endN1	13	10	0.02123
Rod1	endN1	13	11	0.02288
Rod1	endN1	13	12	0.02436
Rod1	endN1	13	13	0.02567
Rod1	endN1	13	14	0.02649
Rod1	endN1	13	15	0.02781
Rod1	endN1	14	0	0.00381
Rod1	endN1	14	1	0.00923
Rod1	endN1	14	2	0.01038
Rod1	endN1	14	3	0.01252
Rod1	endN1	14	4	0.01482
Rod1	endN1	14	5	0.01597
Rod1	endN1	14	6	0.01729
Rod1	endN1	14	7	0.01811
Rod1	endN1	14	8	0.01893
Rod1	endN1	14	9	0.02057
Rod1	endN1	14	10	0.02123
Rod1	endN1	14	11	0.02288
Rod1	endN1	14	12	0.02485
Rod1	endN1	14	13	0.02567
Rod1	endN1	14	14	0.02666
Rod1	endN1	14	15	0.02781
Rod1	endN1	15	0	0.00364
Rod1	endN1	15	1	0.0089
Rod1	endN1	15	2	0.01038
Rod1	endN1	15	3	0.01236
Rod1	endN1	15	4	0.01482
Rod1	endN1	15	5	0.01614
Rod1	endN1	15	6	0.01745
Rod1	endN1	15	7	0.01811
Rod1	endN1	15	8	0.01877
Rod1	endN1	15	9	0.02074
Rod1	endN1	15	10	0.0214
Rod1	endN1	15	11	0.02271
Rod1	endN1	15	12	0.02468
Rod1	endN1	15	13	0.02567
Rod1	endN1	15	14	0.02666
Rod1	endN1	15	15	0.02781
Rod1	endN1	16	0	0.00348
Rod1	endN1	16	1	0.0089
Rod1	endN1	16	2	0.01055
Rod1	endN1	16	3	0.01236
Rod1	endN1	16	4	0.01482
Rod1	endN1	16	5	0.01597
Rod1	endN1	16	6	0.01729
Rod1	endN1	16	7	0.01811
Rod1	endN1	16	8	0.01893
Rod1	endN1	16	9	0.02057
Rod1	endN1	16	10	0.02123
Rod1	endN1	16	11	0.02271
Rod1	endN1	16	12	0.02468
Rod1	endN1	16	13	0.02551
Rod1	endN1	16	14	0.02666
Rod1	endN1	16	15	0.02797
Rod1	endN1	17	0	0.00348
Rod1	endN1	17	1	0.00907
Rod1	endN1	17	2	0.01055
Rod1	endN1	17	3	0.01236
Rod1	endN1	17	4	0.01482
Rod1	endN1	17	5	0.01597
Rod1	endN1	17	6	0.01762
Rod1	endN1	17	7	0.01827
Rod1	endN1	17	8	0.01877
Rod1	endN1	17	9	0.02074
Rod1	endN1	17	10	0.0214
Rod1	endN1	17	11	0.02271
Rod1	endN1	17	12	0.02452
Rod1	endN1	17	13	0.02583
Rod1	endN1	17	14	0.02666
Rod1	endN1	17	15	0.02781
Rod1	endN1	18	0	0.00381
Rod1	endN1	18	1	0.0094
Rod1	endN1	18	2	0.01071
Rod1	endN1	18	3	0.01252
Rod1	endN1	18	4	0.01499
Rod1	endN1	18	5	0.01581
Rod1	endN1	18	6	0.01712
Rod1	endN1	18	7	0.01811
Rod1	endN1	18	8	0.01877
Rod1	endN1	18	9	0.02074
Rod1	endN1	18	10	0.0214
Rod1	endN1	18	11	0.02288
Rod1	endN1	18	12	0.02452
Rod1	endN1	18	13	0.02583
Rod1	endN1	18	14	0.02666
Rod1	endN1	18	15	0.02764
Rod1	endN1	19	0	0.00381
Rod1	endN1	19	1	0.00907
Rod1	endN1	19	2	0.01038
Rod1	endN1	19	3	0.01236
Rod1	endN1	19	4	0.01482
Rod1	endN1	19	5	0.01597
Rod1	endN1	19	6	0.01729
Rod1	endN1	19	7	0.01811
Rod1	endN1	19	8	0.01893
Rod1	endN1	19	9	0.02057
Rod1	endN1	19	10	0.02123
Rod1	endN1	19	11	0.02271
Rod1	endN1	19	12	0.02452
Rod1	endN1	19	13	0.026
Rod1	endN1	19	14	0.02633
Rod1	endN1	19	15	0.02781
Rod1	endN1	20	0	0.00315
Rod1	endN1	20	1	0.00923
Rod1	endN1	20	2	0.01038
Rod1	endN1	20	3	0.01203
Rod1	endN1	20	4	0.01482
Rod1	endN1	20	5	0.01597
Rod1	endN1	20	6	0.01729
Rod1	endN1	20	7	0.01811
Rod1	endN1	20	8	0.01877
Rod1	endN1	20	9	0.02057
Rod1	endN1	20	10	0.0214
Rod1	endN1	20	11	0.02304
Rod1	endN1	20	12	0.02436
Rod1	endN1	20	13	0.02583
Rod1	endN1	20	14	0.02649
Rod1	endN1	20	15	0.02781
Rod1	endN1	21	0	0.00381
Rod1	endN1	21	1	0.00907
Rod1	endN1	21	2	0.01038
Rod1	endN1	21	3	0.01252
Rod1	endN1	21	4	0.01466
Rod1	endN1	21	5	0.01581
Rod1	endN1	21	6	0.01729
Rod1	endN1	21	7	0.01811
Rod1	endN1	21	8	0.01877
Rod1	endN1	21	9	0.02057
Rod1	endN1	21	10	0.0214
Rod1	endN1	21	11	0.02288
Rod1	endN1	21	12	0.02452
Rod1	endN1	21	13	0.026
Rod1	endN1	21	14	0.02682
Rod1	endN1	21	15	0.02781
Rod1	endN1	22	0	0.00348
Rod1	endN1	22	1	0.00923
Rod1	endN1	22	2	0.01055
Rod1	endN1	22	3	0.01268
Rod1	endN1	22	4	0.01466
Rod1	endN1	22	5	0.01581
Rod1	endN1	22	6	0.01712
Rod1	endN1	22	7	0.01811
Rod1	endN1	22	8	0.01877
Rod1	endN1	22	9	0.02074
Rod1	endN1	22	10	0.0214
Rod1	endN1	22	11	0.02271
Rod1	endN1	22	12	0.02452
Rod1	endN1	22	13	0.02567
Rod1	endN1	22	14	0.02633
Rod1	endN1	22	15	0.02781
Rod1	endN1	23	0	0.00348
Rod1	endN1	23	1	0.00923
Rod1	endN1	23	2	0.01055
Rod1	endN1	23	3	0.01268
Rod1	endN1	23	4	0.01466
Rod1	endN1	23	5	0.01614
Rod1	endN1	23	6	0.01729
Rod1	endN1	23	7	0.01827
Rod1	endN1	23	8	0.01877
Rod1	endN1	23	9	0.02041
Rod1	endN1	23	10	0.02156
Rod1	endN1	23	11	0.02288
Rod1	endN1	23	12	0.02468
Rod1	endN1	23	13	0.02551
Rod1	endN1	23	14	0.02666
Rod1	endN1	23	15	0.02797
Rod1	endN1	24	0	0.00364
Rod1	endN1	24	1	0.00923
Rod1	endN1	24	2	0.01071
Rod1	endN1	24	3	0.01268
Rod1	endN1	24	4	0.01449
Rod1	endN1	24	5	0.01614
Rod1	endN1	24	6	0.01729
Rod1	endN1	24	7	0.01794
Rod1	endN1	24	8	0.0191
Rod1	endN1	24	9	0.02074
Rod1	endN1	24	10	0.02107
Rod1	endN1	24	11	0.02271
Rod1	endN1	24	12	0.02452
Rod1	endN1	24	13	0.02567
Rod1	endN1	24	14	0.02649
Rod1	endN1	24	15	0.02764
Rod1	endN1	25	0	0.00364
Rod1	endN1	25	1	0.00907
Rod1	endN1	25	2	0.01022
Rod1	endN1	25	3	0.01268
Rod1	endN1	25	4	0.01482
Rod1	endN1	25	5	0.01614
Rod1	endN1	25	6	0.01712
Rod1	endN1	25	7	0.01794
Rod1	endN1	25	8	0.01877
Rod1	endN1	25	9	0.02057
Rod1	endN1	25	10	0.02123
Rod1	endN1	25	11	0.02271
Rod1	endN1	25	12	0.02452
Rod1	endN1	25	13	0.02583
Rod1	endN1	25	14	0.02649
Rod1	endN1	25	15	0.02781
Rod1	endN1	26	0	0.00348
Rod1	endN1	26	1	0.00907
Rod1	endN1	26	2	0.01055
Rod1	endN1	26	3	0.01252
Rod1	endN1	26	4	0.01449
Rod1	endN1	26	5	0.01597
Rod1	endN1	26	6	0.01729
Rod1	endN1	26	7	0.01794
Rod1	endN1	26	8	0.0191
Rod1	endN1	26	9	0.02074
Rod1	endN1	26	10	0.02156
Rod1	endN1	26	11	0.02255
Rod1	endN1	26	12	0.02468
Rod1	endN1	26	13	0.02567
Rod1	endN1	26	14	0.02633
Rod1	endN1	26	15	0.02781
Rod1	endN1	27	0	0.00364
Rod1	endN1	27	1	0.00923
Rod1	endN1	27	2	0.01055
Rod1	endN1	27	3	0.01252
Rod1	endN1	27	4	0.01482
Rod1	endN1	27	5	0.01597
Rod1	endN1	27	6	0.01745
Rod1	endN1	27	7	0.01827
Rod1	endN1	27	8	0.01893
Rod1	endN1	27	9	0.02057
Rod1	endN1	27	10	0.02156
Rod1	endN1	27	11	0.02288
Rod1	endN1	27	12	0.02436
Rod1	endN1	27	13	0.02583
Rod1	endN1	27	14	0.02649
Rod1	endN1	27	15	0.02797
Rod1	endN1	28	0	0.00348
Rod1	endN1	28	1	0.00923
Rod1	endN1	28	2	0.01055
Rod1	endN1	28	3	0.01252
Rod1	endN1	28	4	0.01482
Rod1	endN1	28	5	0.01597
Rod1	endN1	28	6	0.01729
Rod1	endN1	28	7	0.01811
Rod1	endN1	28	8	0.01893
Rod1	endN1	28	9	0.02057
Rod1	endN1	28	10	0.02123
Rod1	endN1	28	11	0.02271
Rod1	endN1	28	12	0.02452
Rod1	endN1	28	13	0.02567
Rod1	endN1	28	14	0.02666
Rod1	endN1	28	15	0.02764
Rod1	endN1	29	0	0.00364
Rod1	endN1	29	1	0.0094
Rod1	endN1	29	2	0.01038
Rod1	endN1	29	3	0.01252
Rod1	endN1	29	4	0.01482
Rod1	endN1	29	5	0.01597
Rod1	endN1	29	6	0.01729
Rod1	endN1	29	7	0.01811
Rod1	endN1	29	8	0.01893
Rod1	endN1	29	9	0.02057
Rod1	endN1	29	10	0.02107
Rod1	endN1	29	11	0.02255
Rod1	endN1	29	12	0.02468
Rod1	endN1	29	13	0.02567
Rod1	endN1	29	14	0.02682
Rod1	endN1	29	15	0.02764
Rod1	endN1	30	0	0.00364
Rod1	endN1	30	1	0.00907
Rod1	endN1	30	2	0.01022
Rod1	endN1	30	3	0.01252
Rod1	endN1	30	4	0.01482
Rod1	endN1	30	5	0.01581
Rod1	endN1	30	6	0.01696
Rod1	endN1	30	7	0.01811
Rod1	endN1	30	8	0.01893
Rod1	endN1	30	9	0.02057
Rod1	endN1	30	10	0.0214
Rod1	endN1	30	11	0.02288
Rod1	endN1	30	12	0.02468
Rod1	endN1	30	13	0.02551
Rod1	endN1	30	14	0.02649
Rod1	endN1	30	15	0.02764
Rod1	endN1	31	0	0.00364
Rod1	endN1	31	1	0.00907
Rod1	endN1	31	2	0.01038
Rod1	endN1	31	3	0.01252
Rod1	endN1	31	4	0.01466
Rod1	endN1	31	5	0.01597
Rod1	endN1	31	6	0.01729
Rod1	endN1	31	7	0.01811
Rod1	endN1	31	8	0.01877
Rod1	endN1	31	9	0.02057
Rod1	endN1	31	10	0.02123
Rod1	endN1	31	11	0.02288
Rod1	endN1	31	12	0.02452
Rod1	endN1	31	13	0.02583
Rod1	endN1	31	14	0.02666
Rod1	endN1	31	15	0.02764
Rod1	endN1	32	0	0.00364
Rod1	endN1	32	1	0.00907
Rod1	endN1	32	2	0.01055
Rod1	endN1	32	3	0.01219
Rod1	endN1	32	4	0.01466
Rod1	endN1	32	5	0.01597
Rod1	endN1	32	6	0.01729
Rod1	endN1	32	7	0.01794
Rod1	endN1	32	8	0.01877
Rod1	endN1	32	9	0.02041
Rod1	endN1	32	10	0.02123
Rod1	endN1	32	11	0.02271
Rod1	endN1	32	12	0.02485
Rod1	endN1	32	13	0.02583
Rod1	endN1	32	14	0.02649
Rod1	endN1	32	15	0.02781
Rod1	endN1	33	0	0.00364
Rod1	endN1	33	1	0.00907
Rod1	endN1	33	2	0.01038
Rod1	endN1	33	3	0.01236
Rod1	endN1	33	4	0.01466
Rod1	endN1	33	5	0.01597
Rod1	endN1	33	6	0.01729
Rod1	endN1	33	7	0.01794
Rod1	endN1	33	8	0.01893
Rod1	endN1	33	9	0.02057
Rod1	endN1	33	10	0.02107
Rod1	endN1	33	11	0.02238
Rod1	endN1	33	12	0.02452
Rod1	endN1	33	13	0.02567
Rod1	endN1	33	14	0.02649
Rod1	endN1	33	15	0.02764
Rod1	endN1	34	0	0.00364
Rod1	endN1	34	1	0.00923
Rod1	endN1	34	2	0.01038
Rod1	endN1	34	3	0.01236
Rod1	endN1	34	4	0.01482
Rod1	endN1	34	5	0.01597
Rod1	endN1	34	6	0.01712
Rod1	endN1	34	7	0.01811
Rod1	endN1	34	8	0.0186
Rod1	endN1	34	9	0.02074
Rod1	endN1	34	10	0.02123
Rod1	endN1	34	11	0.02271
Rod1	endN1	34	12	0.02468
Rod1	endN1	34	13	0.02567
Rod1	endN1	34	14	0.02666
Rod1	endN1	34	15	0.02781
Rod1	endN1	35	0	0.00364
Rod1	endN1	35	1	0.00907
Rod1	endN1	35	2	0.01038
Rod1	endN1	35	3	0.01236
Rod1	endN1	35	4	0.01466
Rod1	endN1	35	5	0.01597
Rod1	endN1	35	6	0.01712
Rod1	endN1	35	7	0.01811
Rod1	endN1	35	8	0.01893
Rod1	endN1	35	9	0.02057
Rod1	endN1	35	10	0.0214
Rod1	endN1	35	11	0.02288
Rod1	endN1	35	12	0.02468
Rod1	endN1	35	13	0.02583
Rod1	endN1	35	14	0.02666
Rod1	endN1	35	15	0.02781
Rod1	endN1	36	0	0.00348
Rod1	endN1	36	1	0.00923
Rod1	endN1	36	2	0.01022
Rod1	endN1	36	3	0.01236
Rod1	endN1	36	4	0.01466
Rod1	endN1	36	5	0.01597
Rod1	endN1	36	6	0.01729
Rod1	endN1	36	7	0.01811
Rod1	endN1	36	8	0.01893
Rod1	endN1	36	9	0.02057
Rod1	endN1	36	10	0.02156
Rod1	endN1	36	11	0.02271
Rod1	endN1	36	12	0.02452
Rod1	endN1	36	13	0.026
Rod1	endN1	36	14	0.02682
Rod1	endN1	36	15	0.02781
Rod1	endN1	37	0	0.00364
Rod1	endN1	37	1	0.00907
Rod1	endN1	37	2	0.01055
Rod1	endN1	37	3	0.01252
Rod1	endN1	37	4	0.01466
Rod1	endN1	37	5	0.01597
Rod1	endN1	37	6	0.01712
Rod1	endN1	37	7	0.01827
Rod1	endN1	37	8	0.01877
Rod1	endN1	37	9	0.02057
Rod1	endN1	37	10	0.02123
Rod1	endN1	37	11	0.02271
Rod1	endN1	37	12	0.02468
Rod1	endN1	37	13	0.02583
Rod1	endN1	37	14	0.02649
Rod1	endN1	37	15	0.02781
Rod1	endN1	38	0	0.00331
Rod1	endN1	38	1	0.00907
Rod1	endN1	38	2	0.01038
Rod1	endN1	38	3	0.01252
Rod1	endN1	38	4	0.01482
Rod1	endN1	38	5	0.01614
Rod1	endN1	38	6	0.01729
Rod1	endN1	38	7	0.01811
Rod1	endN1	38	8	0.01893
Rod1	endN1	38	9	0.02057
Rod1	endN1	38	10	0.02123
Rod1	endN1	38	11	0.02271
Rod1	endN1	38	12	0.02436
Rod1	endN1	38	13	0.026
Rod1	endN1	38	14	0.02666
Rod1	endN1	38	15	0.02781
Rod1	endN1	39	0	0.00381
Rod1	endN1	39	1	0.00907
Rod1	endN1	39	2	0.01071
Rod1	endN1	39	3	0.01236
Rod1	endN1	39	4	0.01466
Rod1	endN1	39	5	0.01597
Rod1	endN1	39	6	0.01712
Rod1	endN1	39	7	0.01811
Rod1	endN1	39	8	0.01877
Rod1	endN1	39	9	0.02041
Rod1	endN1	39	10	0.0214
Rod1	endN1	39	11	0.02271
Rod1	endN1	39	12	0.02436
Rod1	endN1	39	13	0.02583
Rod1	endN1	39	14	0.02666
Rod1	endN1	39	15	0.02781
Rod1	endN1	40	0	0.00364
Rod1	endN1	40	1	0.00907
Rod1	endN1	40	2	0.01055
Rod1	endN1	40	3	0.01252
Rod1	endN1	40	4	0.01482
Rod1	endN1	40	5	0.01597
Rod1	endN1	40	6	0.01729
Rod1	endN1	40	7	0.01827
Rod1	endN1	40	8	0.01877
Rod1	endN1	40	9	0.02041
Rod1	endN1	40	10	0.02123
Rod1	endN1	40	11	0.02304
Rod1	endN1	40	12	0.02468
Rod1	endN1	40	13	0.02583
Rod1	endN1	40	14	0.02666
Rod1	endN1	40	15	0.02781
Rod1	endN1	41	0	0.00364
Rod1	endN1	41	1	0.00907
Rod1	endN1	41	2	0.01055
Rod1	endN1	41	3	0.01236
Rod1	endN1	41	4	0.01466
Rod1	endN1	41	5	0.01581
Rod1	endN1	41	6	0.01729
Rod1	endN1	41	7	0.01827
Rod1	endN1	41	8	0.01893
Rod1	endN1	41	9	0.02074
Rod1	endN1	41	10	0.02107
Rod1	endN1	41	11	0.02288
Rod1	endN1	41	12	0.02468
Rod1	endN1	41	13	0.02567
Rod1	endN1	41	14	0.02666
Rod1	endN1	41	15	0.02764
Rod1	endN1	42	0	0.00348
Rod1	endN1	42	1	0.00907
Rod1	endN1	42	2	0.01038
Rod1	endN1	42	3	0.01252
Rod1	endN1	42	4	0.01482
Rod1	endN1	42	5	0.01597
Rod1	endN1	42	6	0.01745
Rod1	endN1	42	7	0.01811
Rod1	endN1	42	8	0.0186
Rod1	endN1	42	9	0.02057
Rod1	endN1	42	10	0.0214
Rod1	endN1	42	11	0.02288
Rod1	endN1	42	12	0.02468
Rod1	endN1	42	13	0.02567
Rod1	endN1	42	14	0.02633
Rod1	endN1	42	15	0.02764
Rod1	endN1	43	0	0.00364
Rod1	endN1	43	1	0.00923
Rod1	endN1	43	2	0.01038
Rod1	endN1	43	3	0.01236
Rod1	endN1	43	4	0.01482
Rod1	endN1	43	5	0.01614
Rod1	endN1	43	6	0.01712
Rod1	endN1	43	7	0.01811
Rod1	endN1	43	8	0.0191
Rod1	endN1	43	9	0.02041
Rod1	endN1	43	10	0.02123
Rod1	endN1	43	11	0.02271
Rod1	endN1	43	12	0.02452
Rod1	endN1	43	13	0.02567
