rod_id,trial,measurement_index,point_index,value
Rod3,N1,35,2,-0.022
Rod3,N1,35,3,-0.02496
Rod3,N1,35,4,-0.02759
Rod3,N1,35,5,-0.02874
Rod3,N1,35,6,-0.03449
Rod3,N1,36,0,-0.00112
Rod3,N1,36,1,-0.02036
Rod3,N1,36,2,-0.02184
Rod3,N1,36,3,-0.02529
Rod3,N1,36,4,-0.02742
Rod3,N1,36,5,-0.02825
Rod3,N1,36,6,-0.03466
Rod3,N1,37,0,-0.00112
Rod3,N1,37,1,-0.02036
Rod3,N1,37,2,-0.02184
Rod3,N1,37,3,-0.02512
Rod3,N1,37,4,-0.02742
Rod3,N1,37,5,-0.02857
Rod3,N1,37,6,-0.03466
Rod3,N1,38,0,-0.00112
Rod3,N1,38,1,-0.02036
Rod3,N1,38,2,-0.02216
Rod3,N1,38,3,-0.02512
Rod3,N1,38,4,-0.02742
Rod3,N1,38,5,-0.0289
Rod3,N1,38,6,-0.03449
Rod3,N1,39,0,-0.00112
Rod3,N1,39,1,-0.02019
Rod3,N1,39,2,-0.02167
Rod3,N1,39,3,-0.02512
Rod3,N1,39,4,-0.02742
Rod3,N1,39,5,-0.02841
Rod3,N1,39,6,-0.03466
Rod3,N1,40,0,-0.00096
Rod3,N1,40,1,-0.02036
Rod3,N1,40,2,-0.02216
Rod3,N1,40,3,-0.02512
Rod3,N1,40,4,-0.02742
Rod3,N1,40,5,-0.0289
Rod3,N1,40,6,-0.03466
Rod3,N1,41,0,-0.00112
Rod3,N1,41,1,-0.02052
Rod3,N1,41,2,-0.02167
Rod3,N1,41,3,-0.02512
Rod3,N1,41,4,-0.02742
Rod3,N1,41,5,-0.02841
Rod3,N1,41,6,-0.03466
Rod3,N1,42,0,-0.00112
Rod3,N1,42,1,-0.02052
Rod3,N1,42,2,-0.02184
Rod3,N1,42,3,-0.02496
Rod3,N1,42,4,-0.02726
Rod3,N1,42,5,-0.02874
Rod3,N1,42,6,-0.03466
Rod3,N1,43,0,-0.00129
Rod3,N1,43,1,-0.02036
Rod3,N1,43,2,-0.02184
Rod3,N1,43,3,-0.02496
Rod3,N1,43,4,-0.02742
Rod3,N1,43,5,-0.02857
Rod3,N1,43,6,-0.03449
Rod3,N1,44,0,-0.00112
Rod3,N1,44,1,-0.02036
Rod3,N1,44,2,-0.02184
Rod3,N1,44,3,-0.02512
Rod3,N1,44,4,-0.02742
Rod3,N1,44,5,-0.02874
Rod3,N1,44,6,-0.03466
Rod3,N1,45,0,-0.00129
Rod3,N1,45,1,-0.02036
Rod3,N1,45,2,-0.022
Rod3,N1,45,3,-0.02512
Rod3,N1,45,4,-0.02742
Rod3,N1,45,5,-0.02857
Rod3,N1,45,6,-0.03449
Rod3,N1,46,0,-0.00112
Rod3,N1,46,1,-0.02036
Rod3,N1,46,2,-0.02184
Rod3,N1,46,3,-0.02529
Rod3,N1,46,4,-0.02742
Rod3,N1,46,5,-0.02857
Rod3,N1,46,6,-0.03449
Rod3,N1,47,0,-0.00112
Rod3,N1,47,1,-0.02036
Rod3,N1,47,2,-0.022
Rod3,N1,47,3,-0.02529
Rod3,N1,47,4,-0.0271
Rod3,N1,47,5,-0.0289
Rod3,N1,47,6,-0.03482
Rod3,N1,48,0,-0.00112
Rod3,N1,48,1,-0.02019
Rod3,N1,48,2,-0.02184
Rod3,N1,48,3,-0.02496
Rod3,N1,48,4,-0.02726
Rod3,N1,48,5,-0.02857
Rod3,N1,48,6,-0.03433
Rod3,N1,49,0,-0.00129
Rod3,N1,49,1,-0.02036
Rod3,N1,49,2,-0.02216
Rod3,N1,49,3,-0.02512
Rod3,N1,49,4,-0.02726
Rod3,N1,49,5,-0.02857
Rod3,N1,49,6,-0.03466
Rod3,N1,50,0,-0.00096
Rod3,N1,50,1,-0.02019
Rod3,N1,50,2,-0.02184
Rod3,N1,50,3,-0.02529
Rod3,N1,50,4,-0.02759
Rod3,N1,50,5,-0.02874
Rod3,N1,50,6,-0.03433
Rod3,N1,51,0,-0.00129
Rod3,N1,51,1,-0.02036
Rod3,N1,51,2,-0.02167
Rod3,N1,51,3,-0.02496
Rod3,N1,51,4,-0.02742
Rod3,N1,51,5,-0.02841
Rod3,N1,51,6,-0.03466
Rod3,N1,52,0,-0.00096
Rod3,N1,52,1,-0.02003
Rod3,N1,52,2,-0.022
Rod3,N1,52,3,-0.02512
Rod3,N1,52,4,-0.02726
Rod3,N1,52,5,-0.0289
Rod3,N1,52,6,-0.03449
Rod3,N1,53,0,-0.00129
Rod3,N1,53,1,-0.02052
Rod3,N1,53,2,-0.02184
Rod3,N1,53,3,-0.02512
Rod3,N1,53,4,-0.02742
Rod3,N1,53,5,-0.02874
Rod3,N1,53,6,-0.03466
Rod3,N1,54,0,-0.00129
Rod3,N1,54,1,-0.02036
Rod3,N1,54,2,-0.02184
Rod3,N1,54,3,-0.02496
Rod3,N1,54,4,-0.02759
Rod3,N1,54,5,-0.02857
Rod3,N1,54,6,-0.03449
Rod3,N1,55,0,-0.00129
Rod3,N1,55,1,-0.02036
Rod3,N1,55,2,-0.02184
Rod3,N1,55,3,-0.02496
Rod3,N1,55,4,-0.02726
Rod3,N1,55,5,-0.0289
Rod3,N1,55,6,-0.03449
Rod3,N1,56,0,-0.00112
Rod3,N1,56,1,-0.02036
Rod3,N1,56,2,-0.02167
Rod3,N1,56,3,-0.02529
Rod3,N1,56,4,-0.02742
Rod3,N1,56,5,-0.02874
Rod3,N1,56,6,-0.03449
Rod3,N1,57,0,-0.00112
Rod3,N1,57,1,-0.02052
Rod3,N1,57,2,-0.022
Rod3,N1,57,3,-0.02463
Rod3,N1,57,4,-0.02742
Rod3,N1,57,5,-0.02841
Rod3,N1,57,6,-0.03482
Rod3,N1,58,0,-0.00096
Rod3,N1,58,1,-0.02052
Rod3,N1,58,2,-0.02184
Rod3,N1,58,3,-0.02479
Rod3,N1,58,4,-0.02726
Rod3,N1,58,5,-0.0289
Rod3,N1,58,6,-0.03466
Rod3,N1,59,0,-0.00129
Rod3,N1,59,1,-0.02019
Rod3,N1,59,2,-0.022
Rod3,N1,59,3,-0.02512
Rod3,N1,59,4,-0.02775
Rod3,N1,59,5,-0.02857
Rod3,N1,59,6,-0.03449
Rod3,N1,60,0,-0.00129
Rod3,N1,60,1,-0.02036
Rod3,N1,60,2,-0.02167
Rod3,N1,60,3,-0.02512
Rod3,N1,60,4,-0.02759
Rod3,N1,60,5,-0.02874
Rod3,N1,60,6,-0.03449
Rod3,N1,61,0,-0.00129
Rod3,N1,61,1,-0.02068
Rod3,N1,61,2,-0.022
Rod3,N1,61,3,-0.02512
Rod3,N1,61,4,-0.02742
Rod3,N1,61,5,-0.02874
Rod3,N1,61,6,-0.03482
Rod3,N1,62,0,-0.00129
Rod3,N1,62,1,-0.02019
Rod3,N1,62,2,-0.02184
Rod3,N1,62,3,-0.02512
Rod3,N1,62,4,-0.02742
Rod3,N1,62,5,-0.02857
Rod3,N1,62,6,-0.03449
Rod3,N1,63,0,-0.00112
Rod3,N1,63,1,-0.02036
Rod3,N1,63,2,-0.022
Rod3,N1,63,3,-0.02496
Rod3,N1,63,4,-0.02726
Rod3,N1,63,5,-0.02857
Rod3,N1,63,6,-0.03482
Rod3,N1,64,0,-0.00129
Rod3,N1,64,1,-0.02036
Rod3,N1,64,2,-0.02184
Rod3,N1,64,3,-0.02529
Rod3,N1,64,4,-0.02742
Rod3,N1,64,5,-0.02857
Rod3,N1,64,6,-0.03482
Rod3,N1,65,0,-0.00096
Rod3,N1,65,1,-0.02052
Rod3,N1,65,2,-0.02184
Rod3,N1,65,3,-0.02496
Rod3,N1,65,4,-0.02726
Rod3,N1,65,5,-0.02857
Rod3,N1,65,6,-0.03466
Rod3,N1,66,0,-0.00145
Rod3,N1,66,1,-0.02019
Rod3,N1,66,2,-0.02184
Rod3,N1,66,3,-0.02496
Rod3,N1,66,4,-0.02742
Rod3,N1,66,5,-0.02874
Rod3,N1,66,6,-0.03482
Rod3,N1,67,0,-0.00112
Rod3,N1,67,1,-0.02036
Rod3,N1,67,2,-0.022
Rod3,N1,67,3,-0.02479
Rod3,N1,67,4,-0.02726
Rod3,N1,67,5,-0.02857
Rod3,N1,67,6,-0.03466
Rod3,N1,68,0,-0.00129
Rod3,N1,68,1,-0.02052
Rod3,N1,68,2,-0.02167
Rod3,N1,68,3,-0.02496
Rod3,N1,68,4,-0.02742
Rod3,N1,68,5,-0.02857
Rod3,N1,68,6,-0.03466
Rod3,N1,69,0,-0.00096
Rod3,N1,69,1,-0.02052
Rod3,N1,69,2,-0.02184
Rod3,N1,69,3,-0.02512
Rod3,N1,69,4,-0.02742
Rod3,N1,69,5,-0.02857
Rod3,N1,69,6,-0.03466
Rod3,N1,70,0,-0.00145
Rod3,N1,70,1,-0.02036
Rod3,N1,70,2,-0.022
Rod3,N1,70,3,-0.02479
Rod3,N1,70,4,-0.02742
Rod3,N1,70,5,-0.02874
Rod3,N1,70,6,-0.03449
Rod3,N1,71,0,-0.00112
Rod3,N1,71,1,-0.02019
Rod3,N1,71,2,-0.022
Rod3,N1,71,3,-0.02512
Rod3,N1,71,4,-0.02726
Rod3,N1,71,5,-0.02874
Rod3,N1,71,6,-0.03466
Rod3,N1,72,0,-0.00112
Rod3,N1,72,1,-0.02036
Rod3,N1,72,2,-0.022
Rod3,N1,72,3,-0.02496
Rod3,N1,72,4,-0.02726
Rod3,N1,72,5,-0.02857
Rod3,N1,72,6,-0.03466
Rod3,N1,73,0,-0.00112
Rod3,N1,73,1,-0.02019
Rod3,N1,73,2,-0.02216
Rod3,N1,73,3,-0.02512
Rod3,N1,73,4,-0.02742
Rod3,N1,73,5,-0.02874
Rod3,N1,73,6,-0.03482
Rod3,N1,74,0,-0.00112
Rod3,N1,74,1,-0.02036
Rod3,N1,74,2,-0.02184
Rod3,N1,74,3,-0.02463
Rod3,N1,74,4,-0.02759
Rod3,N1,74,5,-0.02857
Rod3,N1,74,6,-0.03449
Rod3,N1,75,0,-0.00129
Rod3,N1,75,1,-0.02036
Rod3,N1,75,2,-0.02184
Rod3,N1,75,3,-0.02512
Rod3,N1,75,4,-0.0271
Rod3,N1,75,5,-0.02874
Rod3,N1,75,6,-0.03482
Rod3,N1,76,0,-0.00112
Rod3,N1,76,1,-0.02036
Rod3,N1,76,2,-0.02184
Rod3,N1,76,3,-0.02496
Rod3,N1,76,4,-0.02742
Rod3,N1,76,5,-0.02857
Rod3,N1,76,6,-0.03466
Rod3,N1,77,0,-0.00129
Rod3,N1,77,1,-0.02036
Rod3,N1,77,2,-0.022
Rod3,N1,77,3,-0.02496
Rod3,N1,77,4,-0.0271
Rod3,N1,77,5,-0.02857
Rod3,N1,77,6,-0.03449
Rod3,N1,78,0,-0.00129
Rod3,N1,78,1,-0.02036
Rod3,N1,78,2,-0.022
Rod3,N1,78,3,-0.02496
Rod3,N1,78,4,-0.02742
Rod3,N1,78,5,-0.02841
Rod3,N1,78,6,-0.03466
Rod3,N1,79,0,-0.00112
Rod3,N1,79,1,-0.02003
Rod3,N1,79,2,-0.02184
Rod3,N1,79,3,-0.02512
Rod3,N1,79,4,-0.02742
Rod3,N1,79,5,-0.02857
Rod3,N1,79,6,-0.03482
Rod3,N1,80,0,-0.00129
Rod3,N1,80,1,-0.02052
Rod3,N1,80,2,-0.02184
Rod3,N1,80,3,-0.02479
Rod3,N1,80,4,-0.02742
Rod3,N1,80,5,-0.02874
Rod3,N1,80,6,-0.03449
Rod3,N1,81,0,-0.00096
Rod3,N1,81,1,-0.02052
Rod3,N1,81,2,-0.022
Rod3,N1,81,3,-0.02512
Rod3,N1,81,4,-0.02742
Rod3,N1,81,5,-0.02874
Rod3,N1,81,6,-0.03466
Rod3,N1,82,0,-0.00112
Rod3,N1,82,1,-0.02036
Rod3,N1,82,2,-0.02184
Rod3,N1,82,3,-0.02479
Rod3,N1,82,4,-0.02742
Rod3,N1,82,5,-0.02874
Rod3,N1,82,6,-0.03466
Rod3,N1,83,0,-0.00129
Rod3,N1,83,1,-0.02019
Rod3,N1,83,2,-0.02184
Rod3,N1,83,3,-0.02496
Rod3,N1,83,4,-0.02726
Rod3,N1,83,5,-0.02874
Rod3,N1,83,6,-0.03482
Rod3,N1,84,0,-0.00112
Rod3,N1,84,1,-0.02068
Rod3,N1,84,2,-0.02167
Rod3,N1,84,3,-0.02496
Rod3,N1,84,4,-0.02742
Rod3,N1,84,5,-0.02857
Rod3,N1,84,6,-0.03466
Rod3,N1,85,0,-0.00096
Rod3,N1,85,1,-0.02019
Rod3,N1,85,2,-0.02184
Rod3,N1,85,3,-0.02479
Rod3,N1,85,4,-0.02726
Rod3,N1,85,5,-0.02841
Rod3,N1,85,6,-0.03482
Rod3,N1,86,0,-0.00096
Rod3,N1,86,1,-0.02019
Rod3,N1,86,2,-0.02184
Rod3,N1,86,3,-0.02512
Rod3,N1,86,4,-0.02742
Rod3,N1,86,5,-0.02857
Rod3,N1,86,6,-0.03449
Rod3,N1,87,0,-0.00096
Rod3,N1,87,1,-0.02052
Rod3,N1,87,2,-0.02184
Rod3,N1,87,3,-0.02496
Rod3,N1,87,4,-0.02742
Rod3,N1,87,5,-0.0289
Rod3,N1,87,6,-0.03466
Rod3,N1,88,0,-0.00112
Rod3,N1,88,1,-0.02036
Rod3,N1,88,2,-0.02184
Rod3,N1,88,3,-0.02479
Rod3,N1,88,4,-0.02742
Rod3,N1,88,5,-0.02857
Rod3,N1,88,6,-0.03466
Rod3,N1,89,0,-0.00129
Rod3,N1,89,1,-0.02036
Rod3,N1,89,2,-0.022
Rod3,N1,89,3,-0.02512
Rod3,N1,89,4,-0.02759
Rod3,N1,89,5,-0.02874
Rod3,N1,89,6,-0.03449
Rod3,N1,90,0,-0.00145
Rod3,N1,90,1,-0.02036
Rod3,N1,90,2,-0.022
Rod3,N1,90,3,-0.02479
Rod3,N1,90,4,-0.02759
Rod3,N1,90,5,-0.02857
Rod3,N1,90,6,-0.03466
Rod3,N1,91,0,-0.00129
Rod3,N1,91,1,-0.02052
Rod3,N1,91,2,-0.02167
Rod3,N1,91,3,-0.02512
Rod3,N1,91,4,-0.02759
Rod3,N1,91,5,-0.02874
Rod3,N1,91,6,-0.03449
Rod3,N1,92,0,-0.00112
Rod3,N1,92,1,-0.02036
Rod3,N1,92,2,-0.022
Rod3,N1,92,3,-0.02496
Rod3,N1,92,4,-0.02742
Rod3,N1,92,5,-0.02841
Rod3,N1,92,6,-0.03449
Rod3,N1,93,0,-0.00112
Rod3,N1,93,1,-0.02036
Rod3,N1,93,2,-0.02184
Rod3,N1,93,3,-0.02496
Rod3,N1,93,4,-0.02742
Rod3,N1,93,5,-0.02841
Rod3,N1,93,6,-0.03466
Rod3,N1,94,0,-0.00129
Rod3,N1,94,1,-0.02019
Rod3,N1,94,2,-0.02184
Rod3,N1,94,3,-0.02512
Rod3,N1,94,4,-0.02726
Rod3,N1,94,5,-0.02874
Rod3,N1,94,6,-0.03466
Rod3,N1,95,0,-0.00129
Rod3,N1,95,1,-0.02036
Rod3,N1,95,2,-0.02184
Rod3,N1,95,3,-0.02496
Rod3,N1,95,4,-0.02742
Rod3,N1,95,5,-0.02857
Rod3,N1,95,6,-0.03449
Rod3,N1,96,0,-0.00112
Rod3,N1,96,1,-0.02019
Rod3,N1,96,2,-0.02167
Rod3,N1,96,3,-0.02512
Rod3,N1,96,4,-0.02726
Rod3,N1,96,5,-0.02874
Rod3,N1,96,6,-0.03466
Rod3,N1,97,0,-0.00129
Rod3,N1,97,1,-0.02036
Rod3,N1,97,2,-0.02184
Rod3,N1,97,3,-0.02496
Rod3,N1,97,4,-0.02726
Rod3,N1,97,5,-0.02874
Rod3,N1,97,6,-0.03466
Rod3,N1,98,0,-0.00129
Rod3,N1,98,1,-0.02036
Rod3,N1,98,2,-0.02184
Rod3,N1,98,3,-0.02479
Rod3,N1,98,4,-0.02742
Rod3,N1,98,5,-0.02841
Rod3,N1,98,6,-0.03466
Rod3,N1,99,0,-0.00129
Rod3,N1,99,1,-0.02019
Rod3,N1,99,2,-0.022
Rod3,N1,99,3,-0.02479
Rod3,N1,99,4,-0.02726
Rod3,N1,99,5,-0.02874
Rod3,N1,99,6,-0.03449
Rod3,N2,0,0,-0.00162
Rod3,N2,0,1,-0.01608
Rod3,N2,0,2,-0.01526
Rod3,N2,0,3,-0.01756
Rod3,N2,0,4,-0.0197
Rod3,N2,0,5,-0.02151
Rod3,N2,0,6,-0.02529
Rod3,N2,1,0,-0.00129
Rod3,N2,1,1,-0.01592
Rod3,N2,1,2,-0.01542
Rod3,N2,1,3,-0.0174
Rod3,N2,1,4,-0.01986
Rod3,N2,1,5,-0.02167
Rod3,N2,1,6,-0.02545
Rod3,N2,2,0,-0.00145
Rod3,N2,2,1,-0.01608
Rod3,N2,2,2,-0.01526
Rod3,N2,2,3,-0.0174
Rod3,N2,2,4,-0.01953
Rod3,N2,2,5,-0.02167
Rod3,N2,2,6,-0.02529
Rod3,N2,3,0,-0.00162
Rod3,N2,3,1,-0.01592
Rod3,N2,3,2,-0.01526
Rod3,N2,3,3,-0.01723
Rod3,N2,3,4,-0.0197
Rod3,N2,3,5,-0.02184
Rod3,N2,3,6,-0.02512
Rod3,N2,4,0,-0.00145
Rod3,N2,4,1,-0.01608
Rod3,N2,4,2,-0.01526
Rod3,N2,4,3,-0.01756
Rod3,N2,4,4,-0.0197
Rod3,N2,4,5,-0.02167
Rod3,N2,4,6,-0.02562
Rod3,N2,5,0,-0.00129
Rod3,N2,5,1,-0.01608
Rod3,N2,5,2,-0.01526
Rod3,N2,5,3,-0.0174
Rod3,N2,5,4,-0.0197
Rod3,N2,5,5,-0.02167
Rod3,N2,5,6,-0.02529
Rod3,N2,6,0,-0.00129
Rod3,N2,6,1,-0.01608
Rod3,N2,6,2,-0.01526
Rod3,N2,6,3,-0.01756
Rod3,N2,6,4,-0.01986
Rod3,N2,6,5,-0.02151
Rod3,N2,6,6,-0.02529
Rod3,N2,7,0,-0.00145
Rod3,N2,7,1,-0.01592
Rod3,N2,7,2,-0.0151
Rod3,N2,7,3,-0.0174
Rod3,N2,7,4,-0.01953
Rod3,N2,7,5,-0.02151
Rod3,N2,7,6,-0.02529
Rod3,N2,8,0,-0.00145
Rod3,N2,8,1,-0.01625
Rod3,N2,8,2,-0.0151
Rod3,N2,8,3,-0.01756
Rod3,N2,8,4,-0.01986
Rod3,N2,8,5,-0.02134
Rod3,N2,8,6,-0.02512
Rod3,N2,9,0,-0.00162
Rod3,N2,9,1,-0.01625
Rod3,N2,9,2,-0.0151
Rod3,N2,9,3,-0.01723
Rod3,N2,9,4,-0.01986
Rod3,N2,9,5,-0.02134
Rod3,N2,9,6,-0.02545
Rod3,N2,10,0,-0.00145
Rod3,N2,10,1,-0.01608
Rod3,N2,10,2,-0.01526
Rod3,N2,10,3,-0.01756
Rod3,N2,10,4,-0.0197
Rod3,N2,10,5,-0.02167
Rod3,N2,10,6,-0.02512
