rod_id,trial,measurement_index,point_index,value
Rod3,N2,11,0,-0.00145
Rod3,N2,11,1,-0.01575
Rod3,N2,11,2,-0.01526
Rod3,N2,11,3,-0.01723
Rod3,N2,11,4,-0.01953
Rod3,N2,11,5,-0.02151
Rod3,N2,11,6,-0.02529
Rod3,N2,12,0,-0.00129
Rod3,N2,12,1,-0.01575
Rod3,N2,12,2,-0.01526
Rod3,N2,12,3,-0.01756
Rod3,N2,12,4,-0.0197
Rod3,N2,12,5,-0.02151
Rod3,N2,12,6,-0.02512
Rod3,N2,13,0,-0.00145
Rod3,N2,13,1,-0.01575
Rod3,N2,13,2,-0.01542
Rod3,N2,13,3,-0.01723
Rod3,N2,13,4,-0.0197
Rod3,N2,13,5,-0.02151
Rod3,N2,13,6,-0.02545
Rod3,N2,14,0,-0.00145
Rod3,N2,14,1,-0.01575
Rod3,N2,14,2,-0.0151
Rod3,N2,14,3,-0.01723
Rod3,N2,14,4,-0.01953
Rod3,N2,14,5,-0.02151
Rod3,N2,14,6,-0.02512
Rod3,N2,15,0,-0.00129
Rod3,N2,15,1,-0.01608
Rod3,N2,15,2,-0.0151
Rod3,N2,15,3,-0.0174
Rod3,N2,15,4,-0.01953
Rod3,N2,15,5,-0.02167
Rod3,N2,15,6,-0.02529
Rod3,N2,16,0,-0.00145
Rod3,N2,16,1,-0.01625
Rod3,N2,16,2,-0.0151
Rod3,N2,16,3,-0.01707
Rod3,N2,16,4,-0.0197
Rod3,N2,16,5,-0.02134
Rod3,N2,16,6,-0.02512
Rod3,N2,17,0,-0.00145
Rod3,N2,17,1,-0.01608
Rod3,N2,17,2,-0.0151
Rod3,N2,17,3,-0.0174
Rod3,N2,17,4,-0.0197
Rod3,N2,17,5,-0.02151
Rod3,N2,17,6,-0.02529
Rod3,N2,18,0,-0.00129
Rod3,N2,18,1,-0.01592
Rod3,N2,18,2,-0.01526
Rod3,N2,18,3,-0.01723
Rod3,N2,18,4,-0.01986
Rod3,N2,18,5,-0.02134
Rod3,N2,18,6,-0.02529
Rod3,N2,19,0,-0.00112
Rod3,N2,19,1,-0.01575
Rod3,N2,19,2,-0.0151
Rod3,N2,19,3,-0.01723
Rod3,N2,19,4,-0.0197
Rod3,N2,19,5,-0.02118
Rod3,N2,19,6,-0.02545
Rod3,N2,20,0,-0.00162
Rod3,N2,20,1,-0.01592
Rod3,N2,20,2,-0.01526
Rod3,N2,20,3,-0.0174
Rod3,N2,20,4,-0.0197
Rod3,N2,20,5,-0.02134
Rod3,N2,20,6,-0.02545
Rod3,N2,21,0,-0.00145
Rod3,N2,21,1,-0.01592
Rod3,N2,21,2,-0.0151
Rod3,N2,21,3,-0.01723
Rod3,N2,21,4,-0.01953
Rod3,N2,21,5,-0.02151
Rod3,N2,21,6,-0.02545
Rod3,N2,22,0,-0.00145
Rod3,N2,22,1,-0.01608
Rod3,N2,22,2,-0.0151
Rod3,N2,22,3,-0.01723
Rod3,N2,22,4,-0.0197
Rod3,N2,22,5,-0.02184
Rod3,N2,22,6,-0.02529
Rod3,N2,23,0,-0.00129
Rod3,N2,23,1,-0.01575
Rod3,N2,23,2,-0.01526
Rod3,N2,23,3,-0.01723
Rod3,N2,23,4,-0.01953
Rod3,N2,23,5,-0.02167
Rod3,N2,23,6,-0.02545
Rod3,N2,24,0,-0.00112
Rod3,N2,24,1,-0.01592
Rod3,N2,24,2,-0.01526
Rod3,N2,24,3,-0.01723
Rod3,N2,24,4,-0.01953
Rod3,N2,24,5,-0.02167
Rod3,N2,24,6,-0.02529
Rod3,N2,25,0,-0.00145
Rod3,N2,25,1,-0.01592
Rod3,N2,25,2,-0.01542
Rod3,N2,25,3,-0.01723
Rod3,N2,25,4,-0.01953
Rod3,N2,25,5,-0.02151
Rod3,N2,25,6,-0.02545
Rod3,N2,26,0,-0.00145
Rod3,N2,26,1,-0.01575
Rod3,N2,26,2,-0.01526
Rod3,N2,26,3,-0.0174
Rod3,N2,26,4,-0.0197
Rod3,N2,26,5,-0.02184
Rod3,N2,26,6,-0.02529
Rod3,N2,27,0,-0.00112
Rod3,N2,27,1,-0.01592
Rod3,N2,27,2,-0.0151
Rod3,N2,27,3,-0.0174
Rod3,N2,27,4,-0.01986
Rod3,N2,27,5,-0.02167
Rod3,N2,27,6,-0.02512
Rod3,N2,28,0,-0.00129
Rod3,N2,28,1,-0.01592
Rod3,N2,28,2,-0.01542
Rod3,N2,28,3,-0.01723
Rod3,N2,28,4,-0.01986
Rod3,N2,28,5,-0.02134
Rod3,N2,28,6,-0.02545
Rod3,N2,29,0,-0.00145
Rod3,N2,29,1,-0.01592
Rod3,N2,29,2,-0.0151
Rod3,N2,29,3,-0.01723
Rod3,N2,29,4,-0.0197
Rod3,N2,29,5,-0.02134
Rod3,N2,29,6,-0.02529
Rod3,N2,30,0,-0.00145
Rod3,N2,30,1,-0.01592
Rod3,N2,30,2,-0.0151
Rod3,N2,30,3,-0.0174
Rod3,N2,30,4,-0.01953
Rod3,N2,30,5,-0.02134
Rod3,N2,30,6,-0.02529
Rod3,N2,31,0,-0.00129
Rod3,N2,31,1,-0.01592
Rod3,N2,31,2,-0.01542
Rod3,N2,31,3,-0.01723
Rod3,N2,31,4,-0.01986
Rod3,N2,31,5,-0.02184
Rod3,N2,31,6,-0.02512
Rod3,N2,32,0,-0.00129
Rod3,N2,32,1,-0.01592
Rod3,N2,32,2,-0.01526
Rod3,N2,32,3,-0.01723
Rod3,N2,32,4,-0.01986
Rod3,N2,32,5,-0.02151
Rod3,N2,32,6,-0.02512
Rod3,N2,33,0,-0.00162
Rod3,N2,33,1,-0.01592
Rod3,N2,33,2,-0.01542
Rod3,N2,33,3,-0.01723
Rod3,N2,33,4,-0.01937
Rod3,N2,33,5,-0.02134
Rod3,N2,33,6,-0.02529
Rod3,N2,34,0,-0.00145
Rod3,N2,34,1,-0.01592
Rod3,N2,34,2,-0.0151
Rod3,N2,34,3,-0.01723
Rod3,N2,34,4,-0.01953
Rod3,N2,34,5,-0.02151
Rod3,N2,34,6,-0.02545
Rod3,N2,35,0,-0.00145
Rod3,N2,35,1,-0.01608
Rod3,N2,35,2,-0.01526
Rod3,N2,35,3,-0.01723
Rod3,N2,35,4,-0.0197
Rod3,N2,35,5,-0.02151
Rod3,N2,35,6,-0.02545
Rod3,N2,36,0,-0.00112
Rod3,N2,36,1,-0.01592
Rod3,N2,36,2,-0.01526
Rod3,N2,36,3,-0.01723
Rod3,N2,36,4,-0.01953
Rod3,N2,36,5,-0.02134
Rod3,N2,36,6,-0.02529
Rod3,N2,37,0,-0.00129
Rod3,N2,37,1,-0.01592
Rod3,N2,37,2,-0.01526
Rod3,N2,37,3,-0.01723
Rod3,N2,37,4,-0.0197
Rod3,N2,37,5,-0.02151
Rod3,N2,37,6,-0.02545
Rod3,N2,38,0,-0.00145
Rod3,N2,38,1,-0.01608
Rod3,N2,38,2,-0.0151
Rod3,N2,38,3,-0.0174
Rod3,N2,38,4,-0.0197
Rod3,N2,38,5,-0.02134
Rod3,N2,38,6,-0.02512
Rod3,N2,39,0,-0.00129
Rod3,N2,39,1,-0.01592
Rod3,N2,39,2,-0.0151
Rod3,N2,39,3,-0.0174
Rod3,N2,39,4,-0.0197
Rod3,N2,39,5,-0.02151
Rod3,N2,39,6,-0.02562
Rod3,N2,40,0,-0.00112
Rod3,N2,40,1,-0.01608
Rod3,N2,40,2,-0.0151
Rod3,N2,40,3,-0.0174
Rod3,N2,40,4,-0.0197
Rod3,N2,40,5,-0.02151
Rod3,N2,40,6,-0.02545
Rod3,N2,41,0,-0.00129
Rod3,N2,41,1,-0.01592
Rod3,N2,41,2,-0.01559
Rod3,N2,41,3,-0.01723
Rod3,N2,41,4,-0.01953
Rod3,N2,41,5,-0.02151
Rod3,N2,41,6,-0.02512
Rod3,N2,42,0,-0.00129
Rod3,N2,42,1,-0.01625
Rod3,N2,42,2,-0.0151
Rod3,N2,42,3,-0.0174
Rod3,N2,42,4,-0.01953
Rod3,N2,42,5,-0.02167
Rod3,N2,42,6,-0.02512
Rod3,N2,43,0,-0.00129
Rod3,N2,43,1,-0.01608
Rod3,N2,43,2,-0.01542
Rod3,N2,43,3,-0.01723
Rod3,N2,43,4,-0.0197
Rod3,N2,43,5,-0.02151
Rod3,N2,43,6,-0.02512
Rod3,N2,44,0,-0.00129
Rod3,N2,44,1,-0.01608
Rod3,N2,44,2,-0.0151
Rod3,N2,44,3,-0.01756
Rod3,N2,44,4,-0.0197
Rod3,N2,44,5,-0.02167
Rod3,N2,44,6,-0.02529
Rod3,N2,45,0,-0.00129
Rod3,N2,45,1,-0.01625
Rod3,N2,45,2,-0.01542
Rod3,N2,45,3,-0.01707
Rod3,N2,45,4,-0.0197
Rod3,N2,45,5,-0.02134
Rod3,N2,45,6,-0.02529
Rod3,N2,46,0,-0.00112
Rod3,N2,46,1,-0.01592
Rod3,N2,46,2,-0.01526
Rod3,N2,46,3,-0.0174
Rod3,N2,46,4,-0.01953
Rod3,N2,46,5,-0.02167
Rod3,N2,46,6,-0.02529
Rod3,N2,47,0,-0.00145
Rod3,N2,47,1,-0.01592
Rod3,N2,47,2,-0.01526
Rod3,N2,47,3,-0.0174
Rod3,N2,47,4,-0.01986
Rod3,N2,47,5,-0.02167
Rod3,N2,47,6,-0.02529
Rod3,N2,48,0,-0.00162
Rod3,N2,48,1,-0.01625
Rod3,N2,48,2,-0.0151
Rod3,N2,48,3,-0.01723
Rod3,N2,48,4,-0.01986
Rod3,N2,48,5,-0.02134
Rod3,N2,48,6,-0.02529
Rod3,N2,49,0,-0.00162
Rod3,N2,49,1,-0.01592
Rod3,N2,49,2,-0.01526
Rod3,N2,49,3,-0.01707
Rod3,N2,49,4,-0.01986
Rod3,N2,49,5,-0.02134
Rod3,N2,49,6,-0.02529
Rod3,N2,50,0,-0.00145
Rod3,N2,50,1,-0.01625
Rod3,N2,50,2,-0.01526
Rod3,N2,50,3,-0.01707
Rod3,N2,50,4,-0.01986
Rod3,N2,50,5,-0.02151
Rod3,N2,50,6,-0.02545
Rod3,N2,51,0,-0.00129
Rod3,N2,51,1,-0.01608
Rod3,N2,51,2,-0.0151
Rod3,N2,51,3,-0.0174
Rod3,N2,51,4,-0.0197
Rod3,N2,51,5,-0.02167
Rod3,N2,51,6,-0.02545
Rod3,N2,52,0,-0.00129
Rod3,N2,52,1,-0.01575
Rod3,N2,52,2,-0.01526
Rod3,N2,52,3,-0.0174
Rod3,N2,52,4,-0.01953
Rod3,N2,52,5,-0.02151
Rod3,N2,52,6,-0.02512
Rod3,N2,53,0,-0.00129
Rod3,N2,53,1,-0.01608
Rod3,N2,53,2,-0.01526
Rod3,N2,53,3,-0.0169
Rod3,N2,53,4,-0.01953
Rod3,N2,53,5,-0.02118
Rod3,N2,53,6,-0.02529
Rod3,N2,54,0,-0.00129
Rod3,N2,54,1,-0.01608
Rod3,N2,54,2,-0.01526
Rod3,N2,54,3,-0.0174
Rod3,N2,54,4,-0.01953
Rod3,N2,54,5,-0.02134
Rod3,N2,54,6,-0.02512
Rod3,N2,55,0,-0.00129
Rod3,N2,55,1,-0.01592
Rod3,N2,55,2,-0.01526
Rod3,N2,55,3,-0.01723
Rod3,N2,55,4,-0.0197
Rod3,N2,55,5,-0.02151
Rod3,N2,55,6,-0.02529
Rod3,N2,56,0,-0.00145
Rod3,N2,56,1,-0.01608
Rod3,N2,56,2,-0.0151
Rod3,N2,56,3,-0.01723
Rod3,N2,56,4,-0.0197
Rod3,N2,56,5,-0.02151
Rod3,N2,56,6,-0.02529
Rod3,N2,57,0,-0.00129
Rod3,N2,57,1,-0.01592
Rod3,N2,57,2,-0.01542
Rod3,N2,57,3,-0.01723
Rod3,N2,57,4,-0.01953
Rod3,N2,57,5,-0.02151
Rod3,N2,57,6,-0.02529
Rod3,N2,58,0,-0.00129
Rod3,N2,58,1,-0.01608
Rod3,N2,58,2,-0.0151
Rod3,N2,58,3,-0.01707
Rod3,N2,58,4,-0.01953
Rod3,N2,58,5,-0.02184
Rod3,N2,58,6,-0.02529
Rod3,N2,59,0,-0.00129
Rod3,N2,59,1,-0.01625
Rod3,N2,59,2,-0.01526
Rod3,N2,59,3,-0.01723
Rod3,N2,59,4,-0.01953
Rod3,N2,59,5,-0.02151
Rod3,N2,59,6,-0.02545
Rod3,N2,60,0,-0.00112
Rod3,N2,60,1,-0.01608
Rod3,N2,60,2,-0.0151
Rod3,N2,60,3,-0.01723
Rod3,N2,60,4,-0.0197
Rod3,N2,60,5,-0.02151
Rod3,N2,60,6,-0.02512
Rod3,N2,61,0,-0.00129
Rod3,N2,61,1,-0.01592
Rod3,N2,61,2,-0.01526
Rod3,N2,61,3,-0.0174
Rod3,N2,61,4,-0.0197
Rod3,N2,61,5,-0.02151
Rod3,N2,61,6,-0.02529
Rod3,N2,62,0,-0.00162
Rod3,N2,62,1,-0.01625
Rod3,N2,62,2,-0.01526
Rod3,N2,62,3,-0.01723
Rod3,N2,62,4,-0.0197
Rod3,N2,62,5,-0.02151
Rod3,N2,62,6,-0.02545
Rod3,N2,63,0,-0.00129
Rod3,N2,63,1,-0.01592
Rod3,N2,63,2,-0.01526
Rod3,N2,63,3,-0.01723
Rod3,N2,63,4,-0.0197
Rod3,N2,63,5,-0.02151
Rod3,N2,63,6,-0.02545
Rod3,N2,64,0,-0.00112
Rod3,N2,64,1,-0.01608
Rod3,N2,64,2,-0.01493
Rod3,N2,64,3,-0.0174
Rod3,N2,64,4,-0.01986
Rod3,N2,64,5,-0.02151
Rod3,N2,64,6,-0.02529
Rod3,N2,65,0,-0.00129
Rod3,N2,65,1,-0.01608
Rod3,N2,65,2,-0.01526
Rod3,N2,65,3,-0.01723
Rod3,N2,65,4,-0.01986
Rod3,N2,65,5,-0.02167
Rod3,N2,65,6,-0.02545
Rod3,N2,66,0,-0.00129
Rod3,N2,66,1,-0.01592
Rod3,N2,66,2,-0.01542
Rod3,N2,66,3,-0.01723
Rod3,N2,66,4,-0.0197
Rod3,N2,66,5,-0.02134
Rod3,N2,66,6,-0.02529
Rod3,N2,67,0,-0.00129
Rod3,N2,67,1,-0.01592
Rod3,N2,67,2,-0.01542
Rod3,N2,67,3,-0.0174
Rod3,N2,67,4,-0.0197
Rod3,N2,67,5,-0.02134
Rod3,N2,67,6,-0.02512
Rod3,N2,68,0,-0.00129
Rod3,N2,68,1,-0.01625
Rod3,N2,68,2,-0.01526
Rod3,N2,68,3,-0.01756
Rod3,N2,68,4,-0.0197
Rod3,N2,68,5,-0.02151
Rod3,N2,68,6,-0.02512
Rod3,N2,69,0,-0.00145
Rod3,N2,69,1,-0.01592
Rod3,N2,69,2,-0.01526
Rod3,N2,69,3,-0.0174
Rod3,N2,69,4,-0.01986
Rod3,N2,69,5,-0.02134
Rod3,N2,69,6,-0.02529
Rod3,N2,70,0,-0.00129
Rod3,N2,70,1,-0.01608
Rod3,N2,70,2,-0.0151
Rod3,N2,70,3,-0.01723
Rod3,N2,70,4,-0.0197
Rod3,N2,70,5,-0.02134
Rod3,N2,70,6,-0.02529
Rod3,N2,71,0,-0.00112
Rod3,N2,71,1,-0.01608
Rod3,N2,71,2,-0.01542
Rod3,N2,71,3,-0.0174
Rod3,N2,71,4,-0.0197
Rod3,N2,71,5,-0.02167
Rod3,N2,71,6,-0.02512
Rod3,N2,72,0,-0.00145
Rod3,N2,72,1,-0.01625
Rod3,N2,72,2,-0.01526
Rod3,N2,72,3,-0.0174
Rod3,N2,72,4,-0.01953
Rod3,N2,72,5,-0.02151
Rod3,N2,72,6,-0.02529
Rod3,N2,73,0,-0.00129
Rod3,N2,73,1,-0.01592
Rod3,N2,73,2,-0.01542
Rod3,N2,73,3,-0.0174
Rod3,N2,73,4,-0.0197
Rod3,N2,73,5,-0.02151
Rod3,N2,73,6,-0.02529
Rod3,N2,74,0,-0.00145
Rod3,N2,74,1,-0.01592
Rod3,N2,74,2,-0.01526
Rod3,N2,74,3,-0.01723
Rod3,N2,74,4,-0.01953
Rod3,N2,74,5,-0.02167
Rod3,N2,74,6,-0.02545
Rod3,N2,75,0,-0.00145
Rod3,N2,75,1,-0.01592
Rod3,N2,75,2,-0.01526
Rod3,N2,75,3,-0.01723
Rod3,N2,75,4,-0.0197
Rod3,N2,75,5,-0.02151
Rod3,N2,75,6,-0.02512
Rod3,N2,76,0,-0.00112
Rod3,N2,76,1,-0.01608
Rod3,N2,76,2,-0.01542
Rod3,N2,76,3,-0.01756
Rod3,N2,76,4,-0.02003
Rod3,N2,76,5,-0.02134
Rod3,N2,76,6,-0.02512
Rod3,N2,77,0,-0.00145
Rod3,N2,77,1,-0.01625
Rod3,N2,77,2,-0.0151
Rod3,N2,77,3,-0.01707
Rod3,N2,77,4,-0.0197
Rod3,N2,77,5,-0.02151
Rod3,N2,77,6,-0.02529
Rod3,N2,78,0,-0.00145
Rod3,N2,78,1,-0.01625
Rod3,N2,78,2,-0.01542
Rod3,N2,78,3,-0.0174
Rod3,N2,78,4,-0.0197
Rod3,N2,78,5,-0.02151
Rod3,N2,78,6,-0.02545
Rod3,N2,79,0,-0.00145
Rod3,N2,79,1,-0.01592
Rod3,N2,79,2,-0.01526
Rod3,N2,79,3,-0.0174
Rod3,N2,79,4,-0.0197
Rod3,N2,79,5,-0.02167
Rod3,N2,79,6,-0.02562
Rod3,N2,80,0,-0.00129
Rod3,N2,80,1,-0.01559
Rod3,N2,80,2,-0.01526
Rod3,N2,80,3,-0.01723
Rod3,N2,80,4,-0.0197
Rod3,N2,80,5,-0.02151
Rod3,N2,80,6,-0.02545
Rod3,N2,81,0,-0.00145
Rod3,N2,81,1,-0.01592
Rod3,N2,81,2,-0.01542
Rod3,N2,81,3,-0.01723
Rod3,N2,81,4,-0.0197
Rod3,N2,81,5,-0.02151
Rod3,N2,81,6,-0.02529
Rod3,N2,82,0,-0.00145
Rod3,N2,82,1,-0.01608
Rod3,N2,82,2,-0.01526
Rod3,N2,82,3,-0.01723
Rod3,N2,82,4,-0.0197
Rod3,N2,82,5,-0.02134
Rod3,N2,82,6,-0.02529
Rod3,N2,83,0,-0.00145
Rod3,N2,83,1,-0.01592
Rod3,N2,83,2,-0.0151
Rod3,N2,83,3,-0.0174
Rod3,N2,83,4,-0.01953
Rod3,N2,83,5,-0.02134
Rod3,N2,83,6,-0.02545
Rod3,N2,84,0,-0.00129
Rod3,N2,84,1,-0.01608
Rod3,N2,84,2,-0.01542
Rod3,N2,84,3,-0.0174
Rod3,N2,84,4,-0.0197
Rod3,N2,84,5,-0.02151
Rod3,N2,84,6,-0.02529
Rod3,N2,85,0,-0.00129
Rod3,N2,85,1,-0.01625
Rod3,N2,85,2,-0.01542
Rod3,N2,85,3,-0.0174
Rod3,N2,85,4,-0.01986
Rod3,N2,85,5,-0.02151
Rod3,N2,85,6,-0.02529
Rod3,N2,86,0,-0.00129
Rod3,N2,86,1,-0.01575
Rod3,N2,86,2,-0.01526
Rod3,N2,86,3,-0.01756
Rod3,N2,86,4,-0.0197
Rod3,N2,86,5,-0.02151
Rod3,N2,86,6,-0.02545
Rod3,N2,87,0,-0.00162
Rod3,N2,87,1,-0.01592
Rod3,N2,87,2,-0.0151
Rod3,N2,87,3,-0.01723
Rod3,N2,87,4,-0.01986
Rod3,N2,87,5,-0.02151
Rod3,N2,87,6,-0.02562
Rod3,N2,88,0,-0.00145
Rod3,N2,88,1,-0.01608
Rod3,N2,88,2,-0.01542
Rod3,N2,88,3,-0.0174
Rod3,N2,88,4,-0.0197
Rod3,N2,88,5,-0.02151
Rod3,N2,88,6,-0.02529
Rod3,N2,89,0,-0.00112
Rod3,N2,89,1,-0.01608
Rod3,N2,89,2,-0.01526
Rod3,N2,89,3,-0.01723
Rod3,N2,89,4,-0.0197
Rod3,N2,89,5,-0.02167
Rod3,N2,89,6,-0.02529
Rod3,N2,90,0,-0.00112
Rod3,N2,90,1,-0.01592
Rod3,N2,90,2,-0.01526
Rod3,N2,90,3,-0.0169
Rod3,N2,90,4,-0.01953
Rod3,N2,90,5,-0.02134
Rod3,N2,90,6,-0.02512
Rod3,N2,91,0,-0.00145
Rod3,N2,91,1,-0.01592
Rod3,N2,91,2,-0.01526
Rod3,N2,91,3,-0.01723
Rod3,N2,91,4,-0.01986
Rod3,N2,91,5,-0.02167
Rod3,N2,91,6,-0.02529
Rod3,N2,92,0,-0.00129
Rod3,N2,92,1,-0.01608
Rod3,N2,92,2,-0.0151
Rod3,N2,92,3,-0.01707
Rod3,N2,92,4,-0.01953
Rod3,N2,92,5,-0.02151
Rod3,N2,92,6,-0.02529
Rod3,N2,93,0,-0.00145
Rod3,N2,93,1,-0.01625
Rod3,N2,93,2,-0.0151
Rod3,N2,93,3,-0.0174
Rod3,N2,93,4,-0.01953
Rod3,N2,93,5,-0.02151
Rod3,N2,93,6,-0.02545
Rod3,N2,94,0,-0.00145
Rod3,N2,94,1,-0.01592
Rod3,N2,94,2,-0.0151
Rod3,N2,94,3,-0.01723
Rod3,N2,94,4,-0.01986
Rod3,N2,94,5,-0.02167
Rod3,N2,94,6,-0.02545
Rod3,N2,95,0,-0.00129
Rod3,N2,95,1,-0.01592
Rod3,N2,95,2,-0.01526
Rod3,N2,95,3,-0.01723
Rod3,N2,95,4,-0.01986
Rod3,N2,95,5,-0.02167
Rod3,N2,95,6,-0.02545
Rod3,N2,96,0,-0.00129
Rod3,N2,96,1,-0.01592
Rod3,N2,96,2,-0.01526
Rod3,N2,96,3,-0.01723
Rod3,N2,96,4,-0.01986
Rod3,N2,96,5,-0.02151
Rod3,N2,96,6,-0.02512
Rod3,N2,97,0,-0.00145
Rod3,N2,97,1,-0.01625
Rod3,N2,97,2,-0.01542
Rod3,N2,97,3,-0.01723
Rod3,N2,97,4,-0.0197
Rod3,N2,97,5,-0.02151
Rod3,N2,97,6,-0.02512
Rod3,N2,98,0,-0.00162
Rod3,N2,98,1,-0.01592
Rod3,N2,98,2,-0.01559
Rod3,N2,98,3,-0.01723
Rod3,N2,98,4,-0.0197
Rod3,N2,98,5,-0.02167
Rod3,N2,98,6,-0.02529
Rod3,N2,99,0,-0.00129
Rod3,N2,99,1,-0.01592
Rod3,N2,99,2,-0.01493
Rod3,N2,99,3,-0.0174
Rod3,N2,99,4,-0.01986
Rod3,N2,99,5,-0.02151
Rod3,N2,99,6,-0.02562
Rod3,N22,0,0,0.00085
Rod3,N22,0,1,-0.01477
Rod3,N22,0,2,-0.01493
Rod3,N22,0,3,-0.01658
Rod3,N22,0,4,-0.01921
Rod3,N22,0,5,-0.022
Rod3,N22,0,6,-0.0243
Rod3,N22,1,0,0.00118
Rod3,N22,1,1,-0.0151
Rod3,N22,1,2,-0.01493
Rod3,N22,1,3,-0.01625
Rod3,N22,1,4,-0.01904
Rod3,N22,1,5,-0.02184
Rod3,N22,1,6,-0.02447
Rod3,N22,2,0,0.00134
Rod3,N22,2,1,-0.01477
Rod3,N22,2,2,-0.01493
Rod3,N22,2,3,-0.01658
Rod3,N22,2,4,-0.01904
Rod3,N22,2,5,-0.02167
Rod3,N22,2,6,-0.0243
Rod3,N22,3,0,0.00118
Rod3,N22,3,1,-0.01493
Rod3,N22,3,2,-0.0151
Rod3,N22,3,3,-0.01641
Rod3,N22,3,4,-0.01921
Rod3,N22,3,5,-0.022
Rod3,N22,3,6,-0.02414
Rod3,N22,4,0,0.00118
Rod3,N22,4,1,-0.01493
Rod3,N22,4,2,-0.01477
Rod3,N22,4,3,-0.01641
Rod3,N22,4,4,-0.01904
Rod3,N22,4,5,-0.02184
Rod3,N22,4,6,-0.02447
Rod3,N22,5,0,0.00134
Rod3,N22,5,1,-0.01493
Rod3,N22,5,2,-0.0151
Rod3,N22,5,3,-0.01625
Rod3,N22,5,4,-0.01888
Rod3,N22,5,5,-0.022
Rod3,N22,5,6,-0.02447
Rod3,N22,6,0,0.00101
Rod3,N22,6,1,-0.0146
Rod3,N22,6,2,-0.0151
Rod3,N22,6,3,-0.01641
Rod3,N22,6,4,-0.01871
Rod3,N22,6,5,-0.02167
Rod3,N22,6,6,-0.0243
Rod3,N22,7,0,0.00118
Rod3,N22,7,1,-0.01493
Rod3,N22,7,2,-0.0151
Rod3,N22,7,3,-0.01658
Rod3,N22,7,4,-0.01904
Rod3,N22,7,5,-0.02167
Rod3,N22,7,6,-0.0243
Rod3,N22,8,0,0.00101
Rod3,N22,8,1,-0.01493
Rod3,N22,8,2,-0.01526
Rod3,N22,8,3,-0.01608
Rod3,N22,8,4,-0.01904
Rod3,N22,8,5,-0.022
Rod3,N22,8,6,-0.02414
Rod3,N22,9,0,0.00118
Rod3,N22,9,1,-0.01493
Rod3,N22,9,2,-0.0151
Rod3,N22,9,3,-0.01641
Rod3,N22,9,4,-0.01921
Rod3,N22,9,5,-0.02184
Rod3,N22,9,6,-0.02447
Rod3,N22,10,0,0.00118
Rod3,N22,10,1,-0.01493
Rod3,N22,10,2,-0.0151
Rod3,N22,10,3,-0.01625
Rod3,N22,10,4,-0.01921
Rod3,N22,10,5,-0.02184
Rod3,N22,10,6,-0.0243
Rod3,N22,11,0,0.00101
Rod3,N22,11,1,-0.01477
Rod3,N22,11,2,-0.01493
Rod3,N22,11,3,-0.01641
Rod3,N22,11,4,-0.01904
Rod3,N22,11,5,-0.022
Rod3,N22,11,6,-0.0243
Rod3,N22,12,0,0.00101
Rod3,N22,12,1,-0.01493
Rod3,N22,12,2,-0.01493
Rod3,N22,12,3,-0.01625
Rod3,N22,12,4,-0.01888
Rod3,N22,12,5,-0.02167
Rod3,N22,12,6,-0.02414
Rod3,N22,13,0,0.00101
Rod3,N22,13,1,-0.01493
Rod3,N22,13,2,-0.0151
Rod3,N22,13,3,-0.01608
Rod3,N22,13,4,-0.01921
Rod3,N22,13,5,-0.02184
Rod3,N22,13,6,-0.02414
Rod3,N22,14,0,0.00134
Rod3,N22,14,1,-0.0146
Rod3,N22,14,2,-0.0151
Rod3,N22,14,3,-0.01625
Rod3,N22,14,4,-0.01921
Rod3,N22,14,5,-0.02167
Rod3,N22,14,6,-0.0243
Rod3,N22,15,0,0.00118
Rod3,N22,15,1,-0.01477
Rod3,N22,15,2,-0.01477
Rod3,N22,15,3,-0.01625
Rod3,N22,15,4,-0.01904
Rod3,N22,15,5,-0.02184
Rod3,N22,15,6,-0.02414
Rod3,N22,16,0,0.00118
Rod3,N22,16,1,-0.01493
Rod3,N22,16,2,-0.01493
Rod3,N22,16,3,-0.01608
Rod3,N22,16,4,-0.01904
Rod3,N22,16,5,-0.022
Rod3,N22,16,6,-0.02414
Rod3,N22,17,0,0.00085
Rod3,N22,17,1,-0.01493
Rod3,N22,17,2,-0.01493
Rod3,N22,17,3,-0.01625
Rod3,N22,17,4,-0.01921
Rod3,N22,17,5,-0.02184
Rod3,N22,17,6,-0.0243
Rod3,N22,18,0,0.00134
Rod3,N22,18,1,-0.01493
Rod3,N22,18,2,-0.01493
Rod3,N22,18,3,-0.01641
Rod3,N22,18,4,-0.01921
Rod3,N22,18,5,-0.022
Rod3,N22,18,6,-0.0243
Rod3,N22,19,0,0.00118
Rod3,N22,19,1,-0.01493
Rod3,N22,19,2,-0.01493
Rod3,N22,19,3,-0.01658
Rod3,N22,19,4,-0.01921
Rod3,N22,19,5,-0.022
Rod3,N22,19,6,-0.02397
Rod3,N22,20,0,0.00101
Rod3,N22,20,1,-0.0146
Rod3,N22,20,2,-0.01493
Rod3,N22,20,3,-0.01625
Rod3,N22,20,4,-0.01904
Rod3,N22,20,5,-0.022
Rod3,N22,20,6,-0.02447
Rod3,N22,21,0,0.00134
Rod3,N22,21,1,-0.01477
Rod3,N22,21,2,-0.01493
Rod3,N22,21,3,-0.01641
Rod3,N22,21,4,-0.01888
Rod3,N22,21,5,-0.02167
Rod3,N22,21,6,-0.0243
Rod3,N22,22,0,0.00101
