rod_id,position,angle,measurement_index,point_index,value
Rod3,endN1,90,14,1,-0.0003
Rod3,endN1,90,14,2,0.00036
Rod3,endN1,90,14,3,0.00134
Rod3,endN1,90,14,4,0.00184
Rod3,endN1,90,14,5,0.00266
Rod3,endN1,90,14,6,0.00315
Rod3,endN1,90,14,7,0.00397
Rod3,endN1,90,14,8,0.00447
Rod3,endN1,90,15,0,-0.00063
Rod3,endN1,90,15,1,-0.0003
Rod3,endN1,90,15,2,0.00068
Rod3,endN1,90,15,3,0.00134
Rod3,endN1,90,15,4,0.002
Rod3,endN1,90,15,5,0.00266
Rod3,endN1,90,15,6,0.00331
Rod3,endN1,90,15,7,0.00414
Rod3,endN1,90,15,8,0.00463
Rod3,endN1,90,16,0,-0.00079
Rod3,endN1,90,16,1,-0.0003
Rod3,endN1,90,16,2,0.00068
Rod3,endN1,90,16,3,0.00134
Rod3,endN1,90,16,4,0.002
Rod3,endN1,90,16,5,0.00266
Rod3,endN1,90,16,6,0.00315
Rod3,endN1,90,16,7,0.00381
Rod3,endN1,90,16,8,0.00463
Rod3,endN1,90,17,0,-0.00096
Rod3,endN1,90,17,1,-0.0003
Rod3,endN1,90,17,2,0.00036
Rod3,endN1,90,17,3,0.00118
Rod3,endN1,90,17,4,0.00167
Rod3,endN1,90,17,5,0.00266
Rod3,endN1,90,17,6,0.00299
Rod3,endN1,90,17,7,0.00414
Rod3,endN1,90,17,8,0.00479
Rod3,endN1,90,18,0,-0.00079
Rod3,endN1,90,18,1,-0.0003
Rod3,endN1,90,18,2,0.00068
Rod3,endN1,90,18,3,0.00151
Rod3,endN1,90,18,4,0.00184
Rod3,endN1,90,18,5,0.00266
Rod3,endN1,90,18,6,0.00331
Rod3,endN1,90,18,7,0.00414
Rod3,endN1,90,18,8,0.00463
Rod3,endN1,90,19,0,-0.00079
Rod3,endN1,90,19,1,-0.0003
Rod3,endN1,90,19,2,0.00052
Rod3,endN1,90,19,3,0.00134
Rod3,endN1,90,19,4,0.002
Rod3,endN1,90,19,5,0.00266
Rod3,endN1,90,19,6,0.00331
Rod3,endN1,90,19,7,0.00397
Rod3,endN1,90,19,8,0.00479
Rod3,endN1,90,20,0,-0.00079
Rod3,endN1,90,20,1,-0.00014
Rod3,endN1,90,20,2,0.00036
Rod3,endN1,90,20,3,0.00151
Rod3,endN1,90,20,4,0.00184
Rod3,endN1,90,20,5,0.00233
Rod3,endN1,90,20,6,0.00299
Rod3,endN1,90,20,7,0.00381
Rod3,endN1,90,20,8,0.00479
Rod3,endN1,90,21,0,-0.00096
Rod3,endN1,90,21,1,-0.0003
Rod3,endN1,90,21,2,0.00068
Rod3,endN1,90,21,3,0.00151
Rod3,endN1,90,21,4,0.002
Rod3,endN1,90,21,5,0.00266
Rod3,endN1,90,21,6,0.00315
Rod3,endN1,90,21,7,0.00364
Rod3,endN1,90,21,8,0.00463
Rod3,endN1,90,22,0,-0.00079
Rod3,endN1,90,22,1,-0.00014
Rod3,endN1,90,22,2,0.00036
Rod3,endN1,90,22,3,0.00151
Rod3,endN1,90,22,4,0.00184
Rod3,endN1,90,22,5,0.00249
Rod3,endN1,90,22,6,0.00331
Rod3,endN1,90,22,7,0.00397
Rod3,endN1,90,22,8,0.00463
Rod3,endN1,90,23,0,-0.00096
Rod3,endN1,90,23,1,-0.0003
Rod3,endN1,90,23,2,0.00052
Rod3,endN1,90,23,3,0.00134
Rod3,endN1,90,23,4,0.00184
Rod3,endN1,90,23,5,0.00249
Rod3,endN1,90,23,6,0.00315
Rod3,endN1,90,23,7,0.00397
Rod3,endN1,90,23,8,0.00463
Rod3,endN1,90,24,0,-0.00063
Rod3,endN1,90,24,1,-0.0003
Rod3,endN1,90,24,2,0.00036
Rod3,endN1,90,24,3,0.00151
Rod3,endN1,90,24,4,0.00167
Rod3,endN1,90,24,5,0.00249
Rod3,endN1,90,24,6,0.00331
Rod3,endN1,90,24,7,0.00397
Rod3,endN1,90,24,8,0.00479
Rod3,endN1,90,25,0,-0.00079
Rod3,endN1,90,25,1,-0.0003
Rod3,endN1,90,25,2,0.00068
Rod3,endN1,90,25,3,0.00134
Rod3,endN1,90,25,4,0.002
Rod3,endN1,90,25,5,0.00249
Rod3,endN1,90,25,6,0.00331
Rod3,endN1,90,25,7,0.00414
Rod3,endN1,90,25,8,0.00447
Rod3,endN1,90,26,0,-0.00063
Rod3,endN1,90,26,1,-0.00014
Rod3,endN1,90,26,2,0.00052
Rod3,endN1,90,26,3,0.00151
Rod3,endN1,90,26,4,0.00184
Rod3,endN1,90,26,5,0.00249
Rod3,endN1,90,26,6,0.00331
Rod3,endN1,90,26,7,0.00414
Rod3,endN1,90,26,8,0.00479
Rod3,endN1,90,27,0,-0.00079
Rod3,endN1,90,27,1,-0.0003
Rod3,endN1,90,27,2,0.00036
Rod3,endN1,90,27,3,0.00134
Rod3,endN1,90,27,4,0.002
Rod3,endN1,90,27,5,0.00249
Rod3,endN1,90,27,6,0.00315
Rod3,endN1,90,27,7,0.00414
Rod3,endN1,90,27,8,0.00479
Rod3,endN1,90,28,0,-0.00079
Rod3,endN1,90,28,1,-0.0003
Rod3,endN1,90,28,2,0.00052
Rod3,endN1,90,28,3,0.00134
Rod3,endN1,90,28,4,0.00216
Rod3,endN1,90,28,5,0.00266
Rod3,endN1,90,28,6,0.00315
Rod3,endN1,90,28,7,0.00364
Rod3,endN1,90,28,8,0.00463
Rod3,endN1,90,29,0,-0.00096
Rod3,endN1,90,29,1,-0.00014
Rod3,endN1,90,29,2,0.00068
Rod3,endN1,90,29,3,0.00151
Rod3,endN1,90,29,4,0.002
Rod3,endN1,90,29,5,0.00266
Rod3,endN1,90,29,6,0.00315
Rod3,endN1,90,29,7,0.00397
Rod3,endN1,90,29,8,0.00496
Rod3,endN1,90,30,0,-0.00096
Rod3,endN1,90,30,1,-0.00014
Rod3,endN1,90,30,2,0.00052
Rod3,endN1,90,30,3,0.00118
Rod3,endN1,90,30,4,0.00184
Rod3,endN1,90,30,5,0.00266
Rod3,endN1,90,30,6,0.00315
Rod3,endN1,90,30,7,0.00414
Rod3,endN1,90,30,8,0.00463
Rod3,endN1,90,31,0,-0.00096
Rod3,endN1,90,31,1,-0.0003
Rod3,endN1,90,31,2,0.00052
Rod3,endN1,90,31,3,0.00134
Rod3,endN1,90,31,4,0.00184
Rod3,endN1,90,31,5,0.00249
Rod3,endN1,90,31,6,0.00315
Rod3,endN1,90,31,7,0.00397
Rod3,endN1,90,31,8,0.00479
Rod3,endN1,90,32,0,-0.00079
Rod3,endN1,90,32,1,-0.00047
Rod3,endN1,90,32,2,0.00036
Rod3,endN1,90,32,3,0.00134
Rod3,endN1,90,32,4,0.00184
Rod3,endN1,90,32,5,0.00249
Rod3,endN1,90,32,6,0.00315
Rod3,endN1,90,32,7,0.00414
Rod3,endN1,90,32,8,0.00479
Rod3,endN1,90,33,0,-0.00079
Rod3,endN1,90,33,1,-0.00047
Rod3,endN1,90,33,2,0.00068
Rod3,endN1,90,33,3,0.00151
Rod3,endN1,90,33,4,0.00184
Rod3,endN1,90,33,5,0.00233
Rod3,endN1,90,33,6,0.00315
Rod3,endN1,90,33,7,0.00397
Rod3,endN1,90,33,8,0.00463
Rod3,endN1,90,34,0,-0.00096
Rod3,endN1,90,34,1,-0.0003
Rod3,endN1,90,34,2,0.00068
Rod3,endN1,90,34,3,0.00134
Rod3,endN1,90,34,4,0.00167
Rod3,endN1,90,34,5,0.00266
Rod3,endN1,90,34,6,0.00299
Rod3,endN1,90,34,7,0.00397
Rod3,endN1,90,34,8,0.00479
Rod3,endN1,90,35,0,-0.00079
Rod3,endN1,90,35,1,-0.00014
Rod3,endN1,90,35,2,0.00052
Rod3,endN1,90,35,3,0.00134
Rod3,endN1,90,35,4,0.00184
Rod3,endN1,90,35,5,0.00266
Rod3,endN1,90,35,6,0.00331
Rod3,endN1,90,35,7,0.00414
Rod3,endN1,90,35,8,0.00496
Rod3,endN1,90,36,0,-0.00063
Rod3,endN1,90,36,1,3e-05
Rod3,endN1,90,36,2,0.00052
Rod3,endN1,90,36,3,0.00134
Rod3,endN1,90,36,4,0.00184
Rod3,endN1,90,36,5,0.00266
Rod3,endN1,90,36,6,0.00315
Rod3,endN1,90,36,7,0.00414
Rod3,endN1,90,36,8,0.00479
Rod3,endN1,90,37,0,-0.00063
Rod3,endN1,90,37,1,-0.0003
Rod3,endN1,90,37,2,0.00052
Rod3,endN1,90,37,3,0.00151
Rod3,endN1,90,37,4,0.00167
Rod3,endN1,90,37,5,0.00266
Rod3,endN1,90,37,6,0.00331
Rod3,endN1,90,37,7,0.00381
Rod3,endN1,90,37,8,0.00463
Rod3,endN1,90,38,0,-0.00079
Rod3,endN1,90,38,1,-0.00014
Rod3,endN1,90,38,2,0.00036
Rod3,endN1,90,38,3,0.00151
Rod3,endN1,90,38,4,0.00184
Rod3,endN1,90,38,5,0.00249
Rod3,endN1,90,38,6,0.00315
Rod3,endN1,90,38,7,0.00397
Rod3,endN1,90,38,8,0.0043
Rod3,endN1,90,39,0,-0.00079
Rod3,endN1,90,39,1,-0.0003
Rod3,endN1,90,39,2,0.00068
Rod3,endN1,90,39,3,0.00134
Rod3,endN1,90,39,4,0.002
Rod3,endN1,90,39,5,0.00282
Rod3,endN1,90,39,6,0.00315
Rod3,endN1,90,39,7,0.00397
Rod3,endN1,90,39,8,0.00463
Rod3,endN1,90,40,0,-0.00063
Rod3,endN1,90,40,1,-0.00014
Rod3,endN1,90,40,2,0.00068
Rod3,endN1,90,40,3,0.00151
Rod3,endN1,90,40,4,0.00216
Rod3,endN1,90,40,5,0.00233
Rod3,endN1,90,40,6,0.00315
Rod3,endN1,90,40,7,0.00397
Rod3,endN1,90,40,8,0.0043
Rod3,endN1,90,41,0,-0.00079
Rod3,endN1,90,41,1,-0.00014
Rod3,endN1,90,41,2,0.00068
Rod3,endN1,90,41,3,0.00134
Rod3,endN1,90,41,4,0.00184
Rod3,endN1,90,41,5,0.00266
Rod3,endN1,90,41,6,0.00331
Rod3,endN1,90,41,7,0.00414
Rod3,endN1,90,41,8,0.00463
Rod3,endN1,90,42,0,-0.00063
Rod3,endN1,90,42,1,-0.00047
Rod3,endN1,90,42,2,0.00085
Rod3,endN1,90,42,3,0.00134
Rod3,endN1,90,42,4,0.00184
Rod3,endN1,90,42,5,0.00266
Rod3,endN1,90,42,6,0.00315
Rod3,endN1,90,42,7,0.00364
Rod3,endN1,90,42,8,0.00463
Rod3,endN1,90,43,0,-0.00096
Rod3,endN1,90,43,1,-0.0003
Rod3,endN1,90,43,2,0.00052
Rod3,endN1,90,43,3,0.00101
Rod3,endN1,90,43,4,0.00184
Rod3,endN1,90,43,5,0.00266
Rod3,endN1,90,43,6,0.00331
Rod3,endN1,90,43,7,0.00397
Rod3,endN1,90,43,8,0.00479
Rod3,endN1,90,44,0,-0.00079
Rod3,endN1,90,44,1,-0.00014
Rod3,endN1,90,44,2,0.00052
Rod3,endN1,90,44,3,0.00134
Rod3,endN1,90,44,4,0.002
Rod3,endN1,90,44,5,0.00249
Rod3,endN1,90,44,6,0.00315
Rod3,endN1,90,44,7,0.00381
Rod3,endN1,90,44,8,0.00479
Rod3,endN1,90,45,0,-0.00063
Rod3,endN1,90,45,1,-0.00063
Rod3,endN1,90,45,2,0.00052
Rod3,endN1,90,45,3,0.00134
Rod3,endN1,90,45,4,0.00184
Rod3,endN1,90,45,5,0.00233
Rod3,endN1,90,45,6,0.00315
Rod3,endN1,90,45,7,0.00397
Rod3,endN1,90,45,8,0.00496
Rod3,endN1,90,46,0,-0.00079
Rod3,endN1,90,46,1,-0.00047
Rod3,endN1,90,46,2,0.00068
Rod3,endN1,90,46,3,0.00134
Rod3,endN1,90,46,4,0.00216
Rod3,endN1,90,46,5,0.00249
Rod3,endN1,90,46,6,0.00299
Rod3,endN1,90,46,7,0.00414
Rod3,endN1,90,46,8,0.00512
Rod3,endN1,90,47,0,-0.00096
Rod3,endN1,90,47,1,-0.0003
Rod3,endN1,90,47,2,0.00036
Rod3,endN1,90,47,3,0.00118
Rod3,endN1,90,47,4,0.00184
Rod3,endN1,90,47,5,0.00249
Rod3,endN1,90,47,6,0.00315
Rod3,endN1,90,47,7,0.00397
Rod3,endN1,90,47,8,0.00479
Rod3,endN1,90,48,0,-0.00079
Rod3,endN1,90,48,1,-0.0003
Rod3,endN1,90,48,2,0.00052
Rod3,endN1,90,48,3,0.00134
Rod3,endN1,90,48,4,0.00184
Rod3,endN1,90,48,5,0.00266
Rod3,endN1,90,48,6,0.00315
Rod3,endN1,90,48,7,0.00397
Rod3,endN1,90,48,8,0.00463
Rod3,endN1,90,49,0,-0.00079
Rod3,endN1,90,49,1,-0.00014
Rod3,endN1,90,49,2,0.00068
Rod3,endN1,90,49,3,0.00134
Rod3,endN1,90,49,4,0.00216
Rod3,endN1,90,49,5,0.00282
Rod3,endN1,90,49,6,0.00331
Rod3,endN1,90,49,7,0.00381
Rod3,endN1,90,49,8,0.00463
Rod3,endN1,90,50,0,-0.00047
Rod3,endN1,90,50,1,-0.0003
Rod3,endN1,90,50,2,0.00052
Rod3,endN1,90,50,3,0.00151
Rod3,endN1,90,50,4,0.00184
Rod3,endN1,90,50,5,0.00266
Rod3,endN1,90,50,6,0.00331
Rod3,endN1,90,50,7,0.00381
Rod3,endN1,90,50,8,0.00463
Rod3,endN1,90,51,0,-0.00079
Rod3,endN1,90,51,1,-0.00014
Rod3,endN1,90,51,2,0.00052
Rod3,endN1,90,51,3,0.00118
Rod3,endN1,90,51,4,0.002
Rod3,endN1,90,51,5,0.00233
Rod3,endN1,90,51,6,0.00331
Rod3,endN1,90,51,7,0.00397
Rod3,endN1,90,51,8,0.00479
Rod3,endN1,90,52,0,-0.00079
Rod3,endN1,90,52,1,-0.00014
Rod3,endN1,90,52,2,0.00052
Rod3,endN1,90,52,3,0.00134
Rod3,endN1,90,52,4,0.002
Rod3,endN1,90,52,5,0.00282
Rod3,endN1,90,52,6,0.00299
Rod3,endN1,90,52,7,0.00364
Rod3,endN1,90,52,8,0.00463
Rod3,endN1,90,53,0,-0.00063
Rod3,endN1,90,53,1,-0.0003
Rod3,endN1,90,53,2,0.00052
Rod3,endN1,90,53,3,0.00134
Rod3,endN1,90,53,4,0.00184
Rod3,endN1,90,53,5,0.00249
Rod3,endN1,90,53,6,0.00331
Rod3,endN1,90,53,7,0.00414
Rod3,endN1,90,53,8,0.00479
Rod3,endN1,90,54,0,-0.00063
Rod3,endN1,90,54,1,-0.00047
Rod3,endN1,90,54,2,0.00052
Rod3,endN1,90,54,3,0.00134
Rod3,endN1,90,54,4,0.00216
Rod3,endN1,90,54,5,0.00282
Rod3,endN1,90,54,6,0.00331
Rod3,endN1,90,54,7,0.00397
Rod3,endN1,90,54,8,0.00463
Rod3,endN1,90,55,0,-0.00096
Rod3,endN1,90,55,1,-0.0003
Rod3,endN1,90,55,2,0.00068
Rod3,endN1,90,55,3,0.00134
Rod3,endN1,90,55,4,0.00184
Rod3,endN1,90,55,5,0.00249
Rod3,endN1,90,55,6,0.00331
Rod3,endN1,90,55,7,0.00381
Rod3,endN1,90,55,8,0.00463
Rod3,endN1,90,56,0,-0.00079
Rod3,endN1,90,56,1,-0.0003
Rod3,endN1,90,56,2,0.00036
Rod3,endN1,90,56,3,0.00151
Rod3,endN1,90,56,4,0.002
Rod3,endN1,90,56,5,0.00266
Rod3,endN1,90,56,6,0.00315
Rod3,endN1,90,56,7,0.00397
Rod3,endN1,90,56,8,0.00463
Rod3,endN1,90,57,0,-0.00079
Rod3,endN1,90,57,1,-0.0003
Rod3,endN1,90,57,2,0.00052
Rod3,endN1,90,57,3,0.00134
Rod3,endN1,90,57,4,0.002
Rod3,endN1,90,57,5,0.00249
Rod3,endN1,90,57,6,0.00315
Rod3,endN1,90,57,7,0.00414
Rod3,endN1,90,57,8,0.00447
Rod3,endN1,90,58,0,-0.00079
Rod3,endN1,90,58,1,-0.00014
Rod3,endN1,90,58,2,0.00036
Rod3,endN1,90,58,3,0.00151
Rod3,endN1,90,58,4,0.00184
Rod3,endN1,90,58,5,0.00249
Rod3,endN1,90,58,6,0.00315
Rod3,endN1,90,58,7,0.00381
Rod3,endN1,90,58,8,0.00447
Rod3,endN1,90,59,0,-0.00096
Rod3,endN1,90,59,1,-0.00047
Rod3,endN1,90,59,2,0.00052
Rod3,endN1,90,59,3,0.00151
Rod3,endN1,90,59,4,0.00184
Rod3,endN1,90,59,5,0.00249
Rod3,endN1,90,59,6,0.00331
Rod3,endN1,90,59,7,0.00364
Rod3,endN1,90,59,8,0.00479
Rod3,endN1,90,60,0,-0.00079
Rod3,endN1,90,60,1,-0.00014
Rod3,endN1,90,60,2,0.00068
Rod3,endN1,90,60,3,0.00118
Rod3,endN1,90,60,4,0.002
Rod3,endN1,90,60,5,0.00249
Rod3,endN1,90,60,6,0.00282
Rod3,endN1,90,60,7,0.00397
Rod3,endN1,90,60,8,0.00479
Rod3,endN1,90,61,0,-0.00096
Rod3,endN1,90,61,1,-0.00014
Rod3,endN1,90,61,2,0.00068
Rod3,endN1,90,61,3,0.00118
Rod3,endN1,90,61,4,0.00184
Rod3,endN1,90,61,5,0.00266
Rod3,endN1,90,61,6,0.00299
Rod3,endN1,90,61,7,0.00414
Rod3,endN1,90,61,8,0.00463
Rod3,endN1,90,62,0,-0.00079
Rod3,endN1,90,62,1,-0.0003
Rod3,endN1,90,62,2,0.00068
Rod3,endN1,90,62,3,0.00167
Rod3,endN1,90,62,4,0.00184
Rod3,endN1,90,62,5,0.00266
Rod3,endN1,90,62,6,0.00315
Rod3,endN1,90,62,7,0.00381
Rod3,endN1,90,62,8,0.00463
Rod3,endN1,90,63,0,-0.00079
Rod3,endN1,90,63,1,-0.0003
Rod3,endN1,90,63,2,0.00036
Rod3,endN1,90,63,3,0.00134
Rod3,endN1,90,63,4,0.002
Rod3,endN1,90,63,5,0.00233
Rod3,endN1,90,63,6,0.00315
Rod3,endN1,90,63,7,0.00397
Rod3,endN1,90,63,8,0.00447
Rod3,endN1,90,64,0,-0.00063
Rod3,endN1,90,64,1,-0.0003
Rod3,endN1,90,64,2,0.00052
Rod3,endN1,90,64,3,0.00167
Rod3,endN1,90,64,4,0.00167
Rod3,endN1,90,64,5,0.00249
Rod3,endN1,90,64,6,0.00315
Rod3,endN1,90,64,7,0.00397
Rod3,endN1,90,64,8,0.00479
Rod3,endN1,90,65,0,-0.00079
Rod3,endN1,90,65,1,-0.00014
Rod3,endN1,90,65,2,0.00052
Rod3,endN1,90,65,3,0.00151
Rod3,endN1,90,65,4,0.002
Rod3,endN1,90,65,5,0.00266
Rod3,endN1,90,65,6,0.00331
Rod3,endN1,90,65,7,0.00414
Rod3,endN1,90,65,8,0.00479
Rod3,endN1,90,66,0,-0.00096
Rod3,endN1,90,66,1,-0.00014
Rod3,endN1,90,66,2,0.00068
Rod3,endN1,90,66,3,0.00134
Rod3,endN1,90,66,4,0.002
Rod3,endN1,90,66,5,0.00266
Rod3,endN1,90,66,6,0.00315
Rod3,endN1,90,66,7,0.00414
Rod3,endN1,90,66,8,0.00479
Rod3,endN1,90,67,0,-0.00063
Rod3,endN1,90,67,1,-0.00014
Rod3,endN1,90,67,2,0.00068
Rod3,endN1,90,67,3,0.00134
Rod3,endN1,90,67,4,0.002
Rod3,endN1,90,67,5,0.00249
Rod3,endN1,90,67,6,0.00315
Rod3,endN1,90,67,7,0.00364
Rod3,endN1,90,67,8,0.00463
Rod3,endN1,90,68,0,-0.00079
Rod3,endN1,90,68,1,-0.0003
Rod3,endN1,90,68,2,0.00052
Rod3,endN1,90,68,3,0.00151
Rod3,endN1,90,68,4,0.00184
Rod3,endN1,90,68,5,0.00249
Rod3,endN1,90,68,6,0.00315
Rod3,endN1,90,68,7,0.00381
Rod3,endN1,90,68,8,0.00447
Rod3,endN1,90,69,0,-0.00079
Rod3,endN1,90,69,1,-0.0003
Rod3,endN1,90,69,2,0.00036
Rod3,endN1,90,69,3,0.00151
Rod3,endN1,90,69,4,0.00184
Rod3,endN1,90,69,5,0.00233
Rod3,endN1,90,69,6,0.00315
Rod3,endN1,90,69,7,0.00397
Rod3,endN1,90,69,8,0.00463
Rod3,endN1,90,70,0,-0.00079
Rod3,endN1,90,70,1,-0.00014
Rod3,endN1,90,70,2,0.00052
Rod3,endN1,90,70,3,0.00134
Rod3,endN1,90,70,4,0.002
Rod3,endN1,90,70,5,0.00233
Rod3,endN1,90,70,6,0.00299
Rod3,endN1,90,70,7,0.00364
Rod3,endN1,90,70,8,0.00479
Rod3,endN1,90,71,0,-0.00079
Rod3,endN1,90,71,1,-0.0003
Rod3,endN1,90,71,2,0.00052
Rod3,endN1,90,71,3,0.00134
Rod3,endN1,90,71,4,0.00184
Rod3,endN1,90,71,5,0.00249
Rod3,endN1,90,71,6,0.00315
Rod3,endN1,90,71,7,0.00397
Rod3,endN1,90,71,8,0.00447
Rod3,endN1,90,72,0,-0.00079
Rod3,endN1,90,72,1,-0.0003
Rod3,endN1,90,72,2,0.00052
Rod3,endN1,90,72,3,0.00134
Rod3,endN1,90,72,4,0.002
Rod3,endN1,90,72,5,0.00249
Rod3,endN1,90,72,6,0.00299
Rod3,endN1,90,72,7,0.00381
Rod3,endN1,90,72,8,0.00463
Rod3,endN1,90,73,0,-0.00079
Rod3,endN1,90,73,1,-0.00014
Rod3,endN1,90,73,2,0.00036
Rod3,endN1,90,73,3,0.00151
Rod3,endN1,90,73,4,0.00184
Rod3,endN1,90,73,5,0.00266
Rod3,endN1,90,73,6,0.00315
Rod3,endN1,90,73,7,0.00381
Rod3,endN1,90,73,8,0.00447
Rod3,endN1,90,74,0,-0.00079
Rod3,endN1,90,74,1,-0.0003
Rod3,endN1,90,74,2,0.00036
Rod3,endN1,90,74,3,0.00134
Rod3,endN1,90,74,4,0.00167
Rod3,endN1,90,74,5,0.00266
Rod3,endN1,90,74,6,0.00331
Rod3,endN1,90,74,7,0.00397
Rod3,endN1,90,74,8,0.00479
Rod3,endN1,90,75,0,-0.00063
Rod3,endN1,90,75,1,-0.00014
Rod3,endN1,90,75,2,0.00068
Rod3,endN1,90,75,3,0.00167
Rod3,endN1,90,75,4,0.00184
Rod3,endN1,90,75,5,0.00249
Rod3,endN1,90,75,6,0.00331
Rod3,endN1,90,75,7,0.00397
Rod3,endN1,90,75,8,0.00463
Rod3,endN1,90,76,0,-0.00079
Rod3,endN1,90,76,1,3e-05
Rod3,endN1,90,76,2,0.00036
Rod3,endN1,90,76,3,0.00118
Rod3,endN1,90,76,4,0.00216
Rod3,endN1,90,76,5,0.00266
Rod3,endN1,90,76,6,0.00315
Rod3,endN1,90,76,7,0.00397
Rod3,endN1,90,76,8,0.00447
Rod3,endN1,90,77,0,-0.00096
Rod3,endN1,90,77,1,-0.00014
Rod3,endN1,90,77,2,0.00068
Rod3,endN1,90,77,3,0.00134
Rod3,endN1,90,77,4,0.00184
Rod3,endN1,90,77,5,0.00266
Rod3,endN1,90,77,6,0.00331
Rod3,endN1,90,77,7,0.00381
Rod3,endN1,90,77,8,0.00463
Rod3,endN1,90,78,0,-0.00079
Rod3,endN1,90,78,1,-0.0003
Rod3,endN1,90,78,2,0.00068
Rod3,endN1,90,78,3,0.00118
Rod3,endN1,90,78,4,0.002
Rod3,endN1,90,78,5,0.00282
Rod3,endN1,90,78,6,0.00331
Rod3,endN1,90,78,7,0.00397
Rod3,endN1,90,78,8,0.00463
Rod3,endN1,90,79,0,-0.00096
Rod3,endN1,90,79,1,-0.0003
Rod3,endN1,90,79,2,0.00052
Rod3,endN1,90,79,3,0.00118
Rod3,endN1,90,79,4,0.00167
Rod3,endN1,90,79,5,0.00249
Rod3,endN1,90,79,6,0.00331
Rod3,endN1,90,79,7,0.00397
Rod3,endN1,90,79,8,0.00447
Rod3,endN1,90,80,0,-0.00079
Rod3,endN1,90,80,1,-0.00014
Rod3,endN1,90,80,2,0.00052
Rod3,endN1,90,80,3,0.00134
Rod3,endN1,90,80,4,0.002
Rod3,endN1,90,80,5,0.00249
Rod3,endN1,90,80,6,0.00331
Rod3,endN1,90,80,7,0.00414
Rod3,endN1,90,80,8,0.00463
Rod3,endN1,90,81,0,-0.00096
Rod3,endN1,90,81,1,-0.0003
Rod3,endN1,90,81,2,0.00036
Rod3,endN1,90,81,3,0.00134
Rod3,endN1,90,81,4,0.00184
Rod3,endN1,90,81,5,0.00266
Rod3,endN1,90,81,6,0.00331
Rod3,endN1,90,81,7,0.00397
Rod3,endN1,90,81,8,0.00463
Rod3,endN1,90,82,0,-0.00079
Rod3,endN1,90,82,1,-0.0003
Rod3,endN1,90,82,2,0.00068
Rod3,endN1,90,82,3,0.00151
Rod3,endN1,90,82,4,0.002
Rod3,endN1,90,82,5,0.00233
Rod3,endN1,90,82,6,0.00315
Rod3,endN1,90,82,7,0.00414
Rod3,endN1,90,82,8,0.00463
Rod3,endN1,90,83,0,-0.00063
Rod3,endN1,90,83,1,-0.0003
Rod3,endN1,90,83,2,0.00052
Rod3,endN1,90,83,3,0.00134
Rod3,endN1,90,83,4,0.00184
Rod3,endN1,90,83,5,0.00282
Rod3,endN1,90,83,6,0.00299
Rod3,endN1,90,83,7,0.00414
Rod3,endN1,90,83,8,0.00479
Rod3,endN1,90,84,0,-0.00096
Rod3,endN1,90,84,1,-0.00014
Rod3,endN1,90,84,2,0.00052
Rod3,endN1,90,84,3,0.00134
Rod3,endN1,90,84,4,0.002
Rod3,endN1,90,84,5,0.00266
Rod3,endN1,90,84,6,0.00315
Rod3,endN1,90,84,7,0.00397
Rod3,endN1,90,84,8,0.00479
Rod3,endN1,90,85,0,-0.00079
Rod3,endN1,90,85,1,-0.0003
Rod3,endN1,90,85,2,0.00052
Rod3,endN1,90,85,3,0.00101
Rod3,endN1,90,85,4,0.002
Rod3,endN1,90,85,5,0.00266
Rod3,endN1,90,85,6,0.00315
Rod3,endN1,90,85,7,0.00381
Rod3,endN1,90,85,8,0.00447
Rod3,endN1,90,86,0,-0.00079
Rod3,endN1,90,86,1,-0.00014
Rod3,endN1,90,86,2,0.00068
Rod3,endN1,90,86,3,0.00151
Rod3,endN1,90,86,4,0.00167
Rod3,endN1,90,86,5,0.00266
Rod3,endN1,90,86,6,0.00315
Rod3,endN1,90,86,7,0.00397
Rod3,endN1,90,86,8,0.00447
Rod3,endN1,90,87,0,-0.00063
Rod3,endN1,90,87,1,-0.00014
Rod3,endN1,90,87,2,0.00068
Rod3,endN1,90,87,3,0.00134
Rod3,endN1,90,87,4,0.00184
Rod3,endN1,90,87,5,0.00233
Rod3,endN1,90,87,6,0.00331
Rod3,endN1,90,87,7,0.00397
Rod3,endN1,90,87,8,0.00463
Rod3,endN1,90,88,0,-0.00112
Rod3,endN1,90,88,1,-0.0003
Rod3,endN1,90,88,2,0.00052
Rod3,endN1,90,88,3,0.00134
Rod3,endN1,90,88,4,0.00184
Rod3,endN1,90,88,5,0.00233
Rod3,endN1,90,88,6,0.00315
Rod3,endN1,90,88,7,0.00364
Rod3,endN1,90,88,8,0.00479
Rod3,endN1,90,89,0,-0.00063
Rod3,endN1,90,89,1,-0.00014
Rod3,endN1,90,89,2,0.00068
Rod3,endN1,90,89,3,0.00134
Rod3,endN1,90,89,4,0.002
Rod3,endN1,90,89,5,0.00266
Rod3,endN1,90,89,6,0.00299
Rod3,endN1,90,89,7,0.00381
Rod3,endN1,90,89,8,0.00479
Rod3,endN1,90,90,0,-0.00112
Rod3,endN1,90,90,1,-0.0003
Rod3,endN1,90,90,2,0.00019
Rod3,endN1,90,90,3,0.00151
Rod3,endN1,90,90,4,0.00184
Rod3,endN1,90,90,5,0.00249
Rod3,endN1,90,90,6,0.00315
Rod3,endN1,90,90,7,0.00414
Rod3,endN1,90,90,8,0.00447
