0.00118,0.39536,0.12939,0.11016
0.00101,0.39536,0.12939,0.11033
0.00134,0.39519,0.12906,0.11
0.00118,0.39536,0.12939,0.11016
0.00118,0.39536,0.12956,0.10983
0.00118,0.39536,0.12939,0.11016
0.00118,0.39519,0.12956,0.11033
0.00118,0.39552,0.12956,0.11016
0.00118,0.39552,0.12939,0.11
0.00118,0.39503,0.12939,0.11
0.00101,0.39519,0.12939,0.11016
0.00118,0.39519,0.12923,0.11
0.00101,0.39519,0.12939,0.11
0.00101,0.39536,0.12939,0.11
0.00101,0.39536,0.12956,0.11033
0.00118,0.39536,0.12956,0.11033
0.00118,0.39519,0.12923,0.11016
0.00118,0.39536,0.12956,0.11016
0.00101,0.39536,0.12939,0.11033
0.00118,0.39519,0.12939,0.11016
0.00118,0.39519,0.12956,0.11016
0.00118,0.39536,0.12923,0.11016
0.00101,0.39519,0.12923,0.11016
0.00101,0.39519,0.12939,0.10983
0.00118,0.39536,0.12939,0.11016
0.00118,0.39519,0.12939,0.11
0.00118,0.39519,0.12956,0.11033
0.00118,0.39536,0.12972,0.11
0.00134,0.39519,0.12956,0.11033
0.00118,0.39519,0.12923,0.11016
0.00134,0.39519,0.12923,0.11033
0.00101,0.39536,0.12939,0.10983
0.00118,0.39536,0.12923,0.11
0.00101,0.39536,0.12939,0.11016
0.00118,0.39536,0.12956,0.11016
0.00118,0.39536,0.12939,0.11033
0.00101,0.39519,0.12956,0.11016
0.00118,0.39503,0.12939,0.11016
0.00118,0.39519,0.12939,0.11016
0.00101,0.39536,0.12939,0.11016
0.00118,0.39503,0.12906,0.11
0.00118,0.39536,0.12956,0.11016
0.00118,0.39536,0.12956,0.11
0.00101,0.39519,0.12939,0.11
0.00134,0.39536,0.12939,0.11016
0.00101,0.39536,0.12939,0.11016
0.00101,0.39519,0.12939,0.11016
0.00101,0.39552,0.12923,0.11
0.00118,0.39536,0.12939,0.11016
0.00118,0.39536,0.12923,0.11016
0.00101,0.39503,0.12923,0.11016
0.00118,0.39536,0.12956,0.11016
0.00151,0.39519,0.12923,0.11033
0.00101,0.39536,0.12956,0.11016
0.00101,0.39519,0.12939,0.11
0.00118,0.39552,0.12923,0.11016
0.00118,0.39552,0.12923,0.11016
0.00118,0.39552,0.12939,0.11016
0.00101,0.39519,0.12923,0.11033
0.00134,0.39536,0.12939,0.11049
0.00101,0.39536,0.12956,0.11016
0.00118,0.39519,0.12939,0.11033
0.00134,0.39519,0.12923,0.11
0.00134,0.39519,0.12939,0.11016
0.00118,0.39536,0.12939,0.11016
0.00085,0.39519,0.12939,0.11016
0.00118,0.39503,0.12923,0.11016
0.00118,0.39503,0.12923,0.11
0.00101,0.39536,0.12939,0.11016
0.00118,0.39536,0.12939,0.11033
0.00101,0.39519,0.12939,0.11016
0.00101,0.39536,0.12923,0.11016
0.00118,0.39552,0.12956,0.11016
0.00118,0.39536,0.12956,0.11016
0.00118,0.39536,0.12939,0.11016
0.00118,0.39519,0.12956,0.11016
0.00101,0.39519,0.12939,0.11033
0.00101,0.39519,0.12956,0.11016
0.00101,0.39519,0.12939,0.11016
0.00101,0.39519,0.12923,0.11033
0.00118,0.39536,0.12939,0.11
0.00118,0.39519,0.12923,0.11
0.00134,0.39536,0.12923,0.11016
0.00118,0.39503,0.12956,0.11016
0.00118,0.39519,0.12923,0.11016
0.00118,0.39536,0.12923,0.11033
0.00134,0.39536,0.12939,0.11033
0.00118,0.39536,0.12939,0.11016
0.00101,0.39519,0.12923,0.11033
0.00118,0.39536,0.12923,0.11016
0.00118,0.39519,0.12923,0.11
0.00118,0.39519,0.12939,0.11016
0.00134,0.39519,0.12923,0.11016
0.00118,0.39536,0.12956,0.11
0.00134,0.39536,0.12939,0.11016
0.00118,0.39536,0.12956,0.11049
0.00118,0.39519,0.12939,0.11049
0.00101,0.39536,0.12923,0.11049
0.00118,0.39519,0.12923,0.11016
0.00118,0.39536,0.12923,0.11
