-0.00803,0.21586,0.30676,0.33667,0.34950,0.42182,0.44516
-0.00803,0.21553,0.30643,0.33684,0.34950,0.42232,0.44549
-0.00803,0.21586,0.30659,0.33700,0.34933,0.42297,0.44549
-0.00819,0.21586,0.30676,0.33667,0.34884,0.42297,0.44533
-0.00819,0.21586,0.30692,0.33667,0.34818,0.42314,0.44484
-0.00819,0.21602,0.30659,0.33667,0.34867,0.42330,0.44467
-0.00819,0.21586,0.30659,0.33700,0.34917,0.42314,0.44500
-0.00786,0.21569,0.30643,0.33700,0.34851,0.42330,0.44451
-0.00803,0.21602,0.30676,0.33684,0.34900,0.42314,0.44467
-0.00819,0.21586,0.30676,0.33700,0.34933,0.42314,0.44500
-0.00803,0.21569,0.30643,0.33700,0.34917,0.42297,0.44549
-0.00803,0.21602,0.30659,0.33684,0.34917,0.42264,0.44500
-0.00803,0.21586,0.30659,0.33684,0.34917,0.42248,0.44533
-0.00803,0.21586,0.30659,0.33700,0.34917,0.42281,0.44484
-0.00786,0.21586,0.30626,0.33684,0.34900,0.42314,0.44549
-0.00819,0.21602,0.30659,0.33684,0.34851,0.42347,0.44484
-0.00803,0.21569,0.30659,0.33684,0.34867,0.42347,0.44500
-0.00786,0.21569,0.30676,0.33684,0.34818,0.42347,0.44484
-0.00836,0.21569,0.30659,0.33651,0.34818,0.42330,0.44434
-0.00786,0.21586,0.30676,0.33700,0.34867,0.42363,0.44500
-0.00803,0.21569,0.30659,0.33667,0.34884,0.42314,0.44533
-0.00819,0.21602,0.30676,0.33684,0.34900,0.42281,0.44533
-0.00770,0.21569,0.30659,0.33684,0.34933,0.42281,0.44516
-0.00819,0.21586,0.30659,0.33684,0.34917,0.42248,0.44533
-0.00836,0.21586,0.30676,0.33684,0.34917,0.42297,0.44566
-0.00819,0.21602,0.30676,0.33684,0.34917,0.42281,0.44549
-0.00803,0.21569,0.30692,0.33684,0.34900,0.42330,0.44484
-0.00803,0.21586,0.30659,0.33684,0.34835,0.42347,0.44500
-0.00786,0.21586,0.30676,0.33684,0.34818,0.42330,0.44451
-0.00819,0.21586,0.30659,0.33684,0.34867,0.42347,0.44484
-0.00803,0.21569,0.30692,0.33700,0.34884,0.42297,0.44500
-0.00803,0.21569,0.30659,0.33700,0.34900,0.42281,0.44484
-0.00803,0.21602,0.30659,0.33667,0.34933,0.42248,0.44516
-0.00786,0.21586,0.30659,0.33684,0.34884,0.42281,0.44516
-0.00803,0.21586,0.30659,0.33684,0.34884,0.42347,0.44549
-0.00803,0.21602,0.30659,0.33684,0.34900,0.42297,0.44500
-0.00770,0.21586,0.30659,0.33684,0.34884,0.42314,0.44516
-0.00786,0.21586,0.30659,0.33667,0.34835,0.42330,0.44451
-0.00803,0.21586,0.30676,0.33651,0.34835,0.42363,0.44451
-0.00803,0.21586,0.30659,0.33684,0.34835,0.42330,0.44451
-0.00803,0.21602,0.30676,0.33684,0.34835,0.42330,0.44500
-0.00786,0.21602,0.30643,0.33684,0.34884,0.42347,0.44451
