0.00118,-0.00523,-0.01362,-0.02299,-0.03367,-0.05192,-0.07624,-0.11389,-0.1678,-0.21251,-0.21268,-0.20824
0.00118,-0.00523,-0.01362,-0.02331,-0.03367,-0.05159,-0.07624,-0.11356,-0.16764,-0.21251,-0.21251,-0.20824
0.00118,-0.00507,-0.01362,-0.02282,-0.03351,-0.05192,-0.07592,-0.11389,-0.16797,-0.21268,-0.21251,-0.20857
0.00101,-0.0049,-0.01345,-0.02331,-0.03351,-0.05159,-0.07624,-0.11372,-0.16764,-0.21268,-0.21268,-0.20841
0.00151,-0.0049,-0.01362,-0.02315,-0.03367,-0.05175,-0.07608,-0.11405,-0.16764,-0.21268,-0.21251,-0.20808
0.00118,-0.00507,-0.01362,-0.02331,-0.03351,-0.05175,-0.07592,-0.11405,-0.16764,-0.21251,-0.21268,-0.20841
0.00118,-0.00523,-0.01362,-0.02331,-0.03351,-0.05159,-0.07592,-0.11372,-0.1678,-0.21268,-0.21284,-0.20841
0.00134,-0.00523,-0.01378,-0.02315,-0.03351,-0.05175,-0.07608,-0.11405,-0.1678,-0.21251,-0.21284,-0.20841
0.00101,-0.00523,-0.01362,-0.02315,-0.03367,-0.05175,-0.07608,-0.11389,-0.16797,-0.21284,-0.21268,-0.20824
0.00118,-0.00523,-0.01345,-0.02331,-0.03351,-0.05159,-0.07608,-0.11372,-0.16764,-0.21268,-0.21268,-0.20841
0.00118,-0.00507,-0.01345,-0.02331,-0.03383,-0.05192,-0.07575,-0.11389,-0.16764,-0.21268,-0.21251,-0.20841
0.00118,-0.00523,-0.01362,-0.02331,-0.03367,-0.05192,-0.07608,-0.11389,-0.16797,-0.21251,-0.21251,-0.20841
0.00101,-0.00523,-0.01362,-0.02315,-0.03351,-0.05175,-0.07592,-0.11356,-0.16797,-0.21251,-0.21251,-0.20841
0.00118,-0.00523,-0.01362,-0.02315,-0.03351,-0.05208,-0.07608,-0.11405,-0.1678,-0.21235,-0.21251,-0.20841
0.00101,-0.00507,-0.01362,-0.02331,-0.03367,-0.05175,-0.07592,-0.11389,-0.16764,-0.21268,-0.21268,-0.20841
0.00134,-0.00507,-0.01362,-0.02331,-0.03367,-0.05175,-0.07575,-0.11389,-0.1678,-0.21235,-0.21268,-0.20824
