-0.00096,0.14008,0.18824,0.26566,0.41689
-0.00079,0.13991,0.18824,0.26566,0.41706
-0.00079,0.14008,0.18841,0.26550,0.41722
-0.00096,0.14024,0.18824,0.26550,0.41689
-0.00079,0.14008,0.18824,0.26533,0.41689
-0.00096,0.13991,0.18824,0.26533,0.41706
-0.00096,0.14024,0.18824,0.26550,0.41706
-0.00096,0.14024,0.18791,0.26566,0.41689
-0.00079,0.14008,0.18841,0.26616,0.41706
-0.00063,0.14024,0.18824,0.26583,0.41722
-0.00079,0.14024,0.18841,0.26599,0.41722
-0.00096,0.14024,0.18824,0.26649,0.41706
-0.00112,0.14008,0.18841,0.26599,0.41689
-0.00079,0.14024,0.18824,0.26632,0.41706
-0.00063,0.14024,0.18824,0.26583,0.41689
-0.00079,0.14008,0.18857,0.26583,0.41706
-0.00096,0.14024,0.18824,0.26566,0.41706
-0.00079,0.14008,0.18841,0.26533,0.41722
-0.00096,0.14041,0.18824,0.26517,0.41689
-0.00096,0.13991,0.18841,0.26501,0.41673
-0.00079,0.14024,0.18824,0.26550,0.41706
-0.00079,0.14008,0.18824,0.26517,0.41706
-0.00079,0.14024,0.18824,0.26550,0.41706
-0.00079,0.14008,0.18841,0.26599,0.41673
-0.00079,0.14024,0.18824,0.26599,0.41706
-0.00096,0.14024,0.18841,0.26599,0.41706
-0.00079,0.14008,0.18824,0.26599,0.41706
-0.00112,0.14008,0.18841,0.26583,0.41706
-0.00096,0.13991,0.18857,0.26599,0.41673
-0.00112,0.14008,0.18824,0.26599,0.41689
-0.00096,0.14008,0.18841,0.26583,0.41706
-0.00079,0.13991,0.18824,0.26566,0.41689
-0.00079,0.13991,0.18824,0.26550,0.41706
-0.00096,0.14008,0.18857,0.26550,0.41706
-0.00096,0.14008,0.18824,0.26550,0.41689
-0.00096,0.14041,0.18824,0.26533,0.41673
-0.00096,0.14024,0.18808,0.26566,0.41706
-0.00079,0.14008,0.18824,0.26550,0.41706
-0.00096,0.14008,0.18824,0.26550,0.41706
-0.00079,0.14008,0.18841,0.26599,0.41706
-0.00079,0.14024,0.18824,0.26583,0.41689
-0.00079,0.14041,0.18824,0.26583,0.41689
-0.00096,0.13991,0.18824,0.26583,0.41689
-0.00112,0.14041,0.18824,0.26599,0.41706
-0.00079,0.14008,0.18841,0.26599,0.41706
-0.00063,0.14008,0.18841,0.26583,0.41689
-0.00096,0.13991,0.18824,0.26566,0.41689
-0.00112,0.14008,0.18841,0.26583,0.41706
-0.00096,0.14008,0.18824,0.26550,0.41706
-0.00096,0.14008,0.18824,0.26550,0.41706
-0.00096,0.14008,0.18824,0.26517,0.41689
-0.00079,0.14008,0.18808,0.26550,0.41689
-0.00096,0.14008,0.18824,0.26517,0.41689
-0.00112,0.14008,0.18808,0.26583,0.41689
-0.00096,0.13991,0.18808,0.26616,0.41706
-0.00112,0.14024,0.18841,0.26599,0.41689
-0.00079,0.13991,0.18841,0.26599,0.41689
-0.00096,0.14024,0.18841,0.26616,0.41706
-0.00079,0.14041,0.18824,0.26616,0.41706
-0.00112,0.14008,0.18808,0.26599,0.41706
-0.00096,0.14008,0.18808,0.26616,0.41706
-0.00079,0.14024,0.18824,0.26599,0.41689
-0.00112,0.14008,0.18824,0.26550,0.41689
-0.00096,0.14041,0.18824,0.26583,0.41689
-0.00096,0.14024,0.18824,0.26550,0.41722
-0.00079,0.14024,0.18824,0.26550,0.41706
-0.00079,0.14041,0.18841,0.26566,0.41706
-0.00096,0.14008,0.18824,0.26533,0.41689
-0.00096,0.14024,0.18824,0.26566,0.41706
-0.00096,0.14008,0.18808,0.26550,0.41722
-0.00079,0.14008,0.18841,0.26616,0.41706
-0.00079,0.14041,0.18824,0.26599,0.41689
-0.00063,0.14008,0.18808,0.26599,0.41706
-0.00096,0.14024,0.18857,0.26550,0.41706
-0.00096,0.14024,0.18808,0.26599,0.41706
-0.00079,0.14008,0.18841,0.26599,0.41689
-0.00079,0.14024,0.18824,0.26599,0.41689
-0.00079,0.14024,0.18808,0.26566,0.41689
-0.00079,0.14008,0.18824,0.26550,0.41673
-0.00096,0.14024,0.18808,0.26550,0.41706
-0.00079,0.14024,0.18824,0.26566,0.41706
-0.00112,0.14024,0.18841,0.26550,0.41722
-0.00063,0.14024,0.18841,0.26517,0.41689
-0.00096,0.14024,0.18824,0.26484,0.41689
-0.00096,0.14008,0.18824,0.26566,0.41706
-0.00096,0.14024,0.18824,0.26583,0.41706
-0.00096,0.14041,0.18841,0.26616,0.41706
-0.00096,0.14008,0.18808,0.26616,0.41722
-0.00096,0.14008,0.18841,0.26632,0.41706
-0.00079,0.14024,0.18841,0.26599,0.41722
-0.00079,0.14024,0.18824,0.26616,0.41689
-0.00079,0.14008,0.18824,0.26616,0.41706
-0.00096,0.14008,0.18824,0.26583,0.41689
-0.00096,0.14041,0.18841,0.26566,0.41706
-0.00096,0.14008,0.18841,0.26550,0.41706
-0.00079,0.14008,0.18808,0.26550,0.41722
-0.00079,0.14024,0.18808,0.26550,0.41689
-0.00079,0.14008,0.18808,0.26501,0.41689
-0.00079,0.14024,0.18857,0.26566,0.41722
-0.00096,0.13991,0.18841,0.26566,0.41706
