-0.09663,-0.09613,-0.09433,-0.09252,-0.09202,-0.09087
-0.09646,-0.09630,-0.09400,-0.09219,-0.09186,-0.09071
-0.09663,-0.09630,-0.09433,-0.09235,-0.09202,-0.09071
-0.09646,-0.09630,-0.09433,-0.09235,-0.09186,-0.09071
-0.09663,-0.09630,-0.09433,-0.09235,-0.09202,-0.09071
-0.09663,-0.09646,-0.09433,-0.09252,-0.09219,-0.09055
-0.09679,-0.09646,-0.09449,-0.09235,-0.09186,-0.09071
-0.09663,-0.09613,-0.09433,-0.09219,-0.09186,-0.09087
-0.09663,-0.09646,-0.09416,-0.09219,-0.09186,-0.09071
-0.09646,-0.09630,-0.09433,-0.09252,-0.09186,-0.09087
-0.09679,-0.09613,-0.09416,-0.09219,-0.09186,-0.09071
-0.09663,-0.09630,-0.09433,-0.09219,-0.09186,-0.09055
-0.09646,-0.09613,-0.09416,-0.09252,-0.09170,-0.09071
-0.09663,-0.09646,-0.09433,-0.09252,-0.09202,-0.09071
-0.09646,-0.09613,-0.09416,-0.09235,-0.09170,-0.09055
-0.09679,-0.09646,-0.09449,-0.09252,-0.09186,-0.09087
-0.09663,-0.09663,-0.09433,-0.09252,-0.09202,-0.09087
-0.09646,-0.09630,-0.09416,-0.09235,-0.09186,-0.09055
-0.09679,-0.09630,-0.09449,-0.09235,-0.09170,-0.09087
-0.09646,-0.09646,-0.09433,-0.09235,-0.09170,-0.09087
-0.09663,-0.09646,-0.09433,-0.09235,-0.09170,-0.09071
-0.09663,-0.09630,-0.09433,-0.09235,-0.09202,-0.09071
-0.09663,-0.09630,-0.09400,-0.09235,-0.09186,-0.09071
-0.09663,-0.09613,-0.09433,-0.09219,-0.09186,-0.09087
-0.09663,-0.09613,-0.09400,-0.09235,-0.09186,-0.09087
-0.09646,-0.09663,-0.09433,-0.09252,-0.09202,-0.09071
-0.09646,-0.09630,-0.09416,-0.09235,-0.09186,-0.09071
-0.09646,-0.09646,-0.09416,-0.09235,-0.09186,-0.09055
-0.09679,-0.09646,-0.09433,-0.09219,-0.09186,-0.09071
-0.09646,-0.09630,-0.09416,-0.09235,-0.09202,-0.09087
-0.09679,-0.09630,-0.09449,-0.09252,-0.09202,-0.09087
-0.09663,-0.09630,-0.09433,-0.09252,-0.09202,-0.09071
-0.09663,-0.09613,-0.09449,-0.09235,-0.09186,-0.09038
-0.09663,-0.09630,-0.09449,-0.09252,-0.09186,-0.09055
-0.09630,-0.09646,-0.09433,-0.09235,-0.09186,-0.09087
-0.09663,-0.09663,-0.09449,-0.09235,-0.09186,-0.09087
-0.09679,-0.09613,-0.09433,-0.09252,-0.09202,-0.09087
-0.09646,-0.09630,-0.09416,-0.09235,-0.09170,-0.09071
-0.09646,-0.09630,-0.09433,-0.09235,-0.09170,-0.09087
-0.09663,-0.09613,-0.09433,-0.09235,-0.09170,-0.09071
-0.09663,-0.09630,-0.09433,-0.09219,-0.09186,-0.09087
-0.09646,-0.09630,-0.09433,-0.09235,-0.09170,-0.09087
-0.09663,-0.09646,-0.09433,-0.09235,-0.09186,-0.09055
-0.09679,-0.09613,-0.09416,-0.09235,-0.09170,-0.09087
-0.09646,-0.09646,-0.09433,-0.09252,-0.09186,-0.09071
-0.09679,-0.09646,-0.09383,-0.09235,-0.09186,-0.09087
-0.09663,-0.09630,-0.09433,-0.09219,-0.09186,-0.09055
-0.09663,-0.09646,-0.09433,-0.09235,-0.09186,-0.09087
-0.09646,-0.09630,-0.09433,-0.09219,-0.09186,-0.09087
-0.09679,-0.09613,-0.09433,-0.09235,-0.09219,-0.09087
-0.09646,-0.09613,-0.09449,-0.09252,-0.09186,-0.09055
-0.09646,-0.09646,-0.09433,-0.09235,-0.09202,-0.09071
-0.09663,-0.09646,-0.09433,-0.09219,-0.09202,-0.09087
-0.09679,-0.09646,-0.09400,-0.09235,-0.09186,-0.09087
-0.09663,-0.09613,-0.09433,-0.09252,-0.09170,-0.09087
-0.09646,-0.09630,-0.09416,-0.09235,-0.09186,-0.09071
-0.09679,-0.09646,-0.09416,-0.09235,-0.09219,-0.09087
-0.09663,-0.09630,-0.09433,-0.09252,-0.09186,-0.09071
