0.00200,-0.03170,-0.03301,-0.03581,-0.04304,-0.04912,-0.06326,-0.07674
0.00216,-0.03170,-0.03285,-0.03548,-0.04320,-0.04929,-0.06342,-0.07723
0.00216,-0.03186,-0.03285,-0.03564,-0.04320,-0.04929,-0.06359,-0.07723
0.00200,-0.03186,-0.03301,-0.03531,-0.04337,-0.04962,-0.06342,-0.07723
0.00216,-0.03203,-0.03318,-0.03531,-0.04320,-0.04945,-0.06342,-0.07723
0.00184,-0.03203,-0.03285,-0.03548,-0.04320,-0.04912,-0.06326,-0.07723
0.00216,-0.03203,-0.03301,-0.03548,-0.04337,-0.04929,-0.06326,-0.07707
0.00184,-0.03203,-0.03318,-0.03548,-0.04304,-0.04945,-0.06326,-0.07723
0.00216,-0.03186,-0.03301,-0.03548,-0.04288,-0.04929,-0.06342,-0.07707
0.00200,-0.03203,-0.03268,-0.03548,-0.04304,-0.04929,-0.06342,-0.07707
0.00184,-0.03186,-0.03285,-0.03564,-0.04320,-0.04929,-0.06326,-0.07690
0.00216,-0.03203,-0.03301,-0.03564,-0.04304,-0.04929,-0.06326,-0.07707
0.00200,-0.03203,-0.03301,-0.03515,-0.04304,-0.04929,-0.06309,-0.07707
0.00216,-0.03203,-0.03285,-0.03531,-0.04304,-0.04945,-0.06326,-0.07690
0.00216,-0.03186,-0.03318,-0.03548,-0.04320,-0.04945,-0.06342,-0.07740
0.00216,-0.03186,-0.03301,-0.03564,-0.04320,-0.04929,-0.06326,-0.07723
0.00200,-0.03186,-0.03285,-0.03548,-0.04320,-0.04929,-0.06342,-0.07723
0.00200,-0.03203,-0.03301,-0.03515,-0.04304,-0.04945,-0.06326,-0.07690
0.00184,-0.03203,-0.03285,-0.03581,-0.04304,-0.04929,-0.06342,-0.07707
0.00216,-0.03186,-0.03285,-0.03548,-0.04320,-0.04929,-0.06342,-0.07707
0.00200,-0.03186,-0.03301,-0.03548,-0.04304,-0.04945,-0.06326,-0.07723
0.00167,-0.03186,-0.03285,-0.03581,-0.04304,-0.04929,-0.06326,-0.07707
0.00216,-0.03186,-0.03285,-0.03548,-0.04337,-0.04945,-0.06326,-0.07723
0.00200,-0.03186,-0.03301,-0.03531,-0.04304,-0.04962,-0.06326,-0.07690
0.00184,-0.03186,-0.03301,-0.03548,-0.04304,-0.04945,-0.06342,-0.07723
0.00216,-0.03203,-0.03301,-0.03548,-0.04304,-0.04912,-0.06326,-0.07690
0.00233,-0.03186,-0.03268,-0.03548,-0.04320,-0.04945,-0.06326,-0.07723
0.00200,-0.03186,-0.03301,-0.03581,-0.04304,-0.04945,-0.06326,-0.07690
0.00216,-0.03186,-0.03285,-0.03564,-0.04320,-0.04929,-0.06342,-0.07723
