0.00052,0.00233,0.00397,0.00545,0.00726,0.00890
0.00036,0.00216,0.00381,0.00529,0.00710,0.00874
0.00036,0.00216,0.00348,0.00545,0.00726,0.00874
0.00036,0.00216,0.00364,0.00512,0.00726,0.00874
0.00052,0.00233,0.00381,0.00545,0.00742,0.00890
0.00036,0.00216,0.00364,0.00545,0.00726,0.00874
0.00052,0.00216,0.00381,0.00562,0.00710,0.00857
0.00036,0.00216,0.00364,0.00545,0.00742,0.00874
0.00052,0.00200,0.00397,0.00562,0.00710,0.00874
0.00052,0.00233,0.00381,0.00562,0.00710,0.00857
0.00052,0.00216,0.00364,0.00562,0.00742,0.00857
0.00052,0.00216,0.00364,0.00545,0.00710,0.00874
0.00052,0.00216,0.00397,0.00562,0.00726,0.00874
0.00052,0.00200,0.00364,0.00529,0.00726,0.00857
0.00052,0.00233,0.00381,0.00562,0.00710,0.00874
0.00036,0.00216,0.00397,0.00545,0.00710,0.00890
0.00019,0.00200,0.00381,0.00545,0.00726,0.00857
0.00019,0.00249,0.00381,0.00545,0.00726,0.00890
0.00052,0.00233,0.00364,0.00545,0.00726,0.00874
0.00019,0.00216,0.00381,0.00512,0.00726,0.00890
0.00052,0.00216,0.00364,0.00529,0.00726,0.00890
0.00052,0.00200,0.00381,0.00545,0.00742,0.00857
0.00036,0.00200,0.00381,0.00545,0.00710,0.00890
0.00068,0.00233,0.00381,0.00529,0.00726,0.00874
0.00036,0.00216,0.00364,0.00545,0.00726,0.00874
0.00036,0.00216,0.00414,0.00545,0.00726,0.00874
0.00068,0.00200,0.00381,0.00529,0.00726,0.00874
0.00052,0.00216,0.00348,0.00545,0.00710,0.00890
0.00003,0.00249,0.00381,0.00529,0.00710,0.00874
0.00036,0.00200,0.00381,0.00562,0.00742,0.00890
0.00036,0.00200,0.00381,0.00562,0.00726,0.00890
0.00068,0.00216,0.00381,0.00529,0.00710,0.00874
0.00036,0.00200,0.00364,0.00545,0.00710,0.00874
0.00036,0.00216,0.00381,0.00545,0.00710,0.00907
0.00036,0.00216,0.00364,0.00529,0.00726,0.00874
0.00036,0.00200,0.00381,0.00562,0.00710,0.00874
0.00019,0.00216,0.00397,0.00562,0.00742,0.00874
0.00052,0.00249,0.00381,0.00545,0.00726,0.00874
0.00036,0.00216,0.00364,0.00545,0.00742,0.00874
0.00068,0.00184,0.00397,0.00529,0.00710,0.00874
0.00052,0.00216,0.00348,0.00562,0.00710,0.00874
0.00052,0.00233,0.00364,0.00562,0.00726,0.00874
0.00036,0.00216,0.00381,0.00545,0.00710,0.00874
0.00052,0.00216,0.00364,0.00562,0.00726,0.00874
0.00036,0.00216,0.00364,0.00545,0.00710,0.00874
0.00052,0.00216,0.00348,0.00545,0.00710,0.00874
0.00019,0.00200,0.00364,0.00562,0.00726,0.00890
0.00052,0.00200,0.00381,0.00529,0.00726,0.00874
0.00036,0.00233,0.00381,0.00562,0.00710,0.00857
0.00036,0.00233,0.00381,0.00545,0.00693,0.00874
0.00052,0.00200,0.00364,0.00529,0.00710,0.00857
0.00052,0.00216,0.00414,0.00562,0.00726,0.00874
0.00036,0.00216,0.00364,0.00529,0.00693,0.00857
0.00036,0.00216,0.00364,0.00545,0.00710,0.00857
0.00052,0.00233,0.00364,0.00529,0.00710,0.00874
0.00068,0.00216,0.00364,0.00562,0.00710,0.00890
0.00036,0.00216,0.00381,0.00562,0.00710,0.00874
0.00052,0.00200,0.00381,0.00529,0.00726,0.00874
0.00052,0.00216,0.00364,0.00562,0.00710,0.00874
0.00052,0.00216,0.00381,0.00529,0.00710,0.00874
0.00036,0.00200,0.00364,0.00545,0.00710,0.00857
0.00052,0.00216,0.00414,0.00545,0.00693,0.00857
0.00052,0.00200,0.00364,0.00545,0.00710,0.00874
0.00052,0.00200,0.00381,0.00545,0.00693,0.00890
0.00052,0.00233,0.00381,0.00545,0.00726,0.00874
0.00036,0.00233,0.00397,0.00512,0.00726,0.00825
0.00036,0.00233,0.00397,0.00562,0.00710,0.00857
0.00036,0.00200,0.00364,0.00545,0.00710,0.00874
0.00052,0.00216,0.00348,0.00545,0.00710,0.00874
0.00036,0.00216,0.00397,0.00529,0.00710,0.00874
0.00036,0.00216,0.00364,0.00545,0.00742,0.00874
0.00036,0.00216,0.00397,0.00545,0.00726,0.00890
0.00036,0.00200,0.00381,0.00562,0.00726,0.00890
0.00019,0.00216,0.00381,0.00545,0.00693,0.00890
0.00036,0.00216,0.00364,0.00529,0.00726,0.00890
0.00036,0.00216,0.00381,0.00545,0.00693,0.00874
0.00036,0.00233,0.00364,0.00545,0.00742,0.00874
0.00036,0.00233,0.00381,0.00562,0.00710,0.00874
0.00052,0.00216,0.00397,0.00545,0.00710,0.00890
0.00036,0.00249,0.00397,0.00545,0.00693,0.00874
0.00052,0.00233,0.00381,0.00562,0.00693,0.00874
0.00068,0.00200,0.00364,0.00562,0.00726,0.00857
0.00019,0.00233,0.00364,0.00545,0.00726,0.00890
0.00036,0.00233,0.00397,0.00529,0.00693,0.00857
0.00036,0.00216,0.00397,0.00545,0.00710,0.00890
0.00052,0.00233,0.00381,0.00529,0.00742,0.00857
0.00052,0.00216,0.00381,0.00529,0.00710,0.00874
0.00036,0.00216,0.00364,0.00562,0.00726,0.00874
0.00052,0.00200,0.00381,0.00545,0.00759,0.00874
0.00068,0.00216,0.00364,0.00545,0.00710,0.00874
0.00036,0.00216,0.00381,0.00529,0.00710,0.00874
0.00052,0.00200,0.00381,0.00545,0.00726,0.00874
0.00036,0.00233,0.00364,0.00545,0.00742,0.00857
0.00068,0.00200,0.00381,0.00545,0.00726,0.00890
0.00068,0.00216,0.00397,0.00562,0.00710,0.00874
0.00036,0.00216,0.00381,0.00545,0.00726,0.00874
0.00052,0.00184,0.00381,0.00529,0.00726,0.00857
0.00068,0.00216,0.00381,0.00545,0.00710,0.00874
0.00036,0.00216,0.00364,0.00529,0.00693,0.00890
0.00036,0.00216,0.00381,0.00545,0.00710,0.00890
