-0.09597,-0.09433,-0.094,-0.09318,-0.09219,-0.0912,-0.09055,-0.08939,-0.0889,-0.08841,-0.08693,-0.08644,-0.08496,-0.08413,-0.08364,-0.08216
-0.09564,-0.09433,-0.09416,-0.09318,-0.09235,-0.09137,-0.09038,-0.08939,-0.0889,-0.08841,-0.08693,-0.08611,-0.08496,-0.08397,-0.08348,-0.08216
-0.09548,-0.09449,-0.09416,-0.09318,-0.09235,-0.09104,-0.09022,-0.08956,-0.08874,-0.08824,-0.0866,-0.08594,-0.08512,-0.08413,-0.08364,-0.08233
-0.09531,-0.09449,-0.09416,-0.09318,-0.09235,-0.09137,-0.09038,-0.08956,-0.08874,-0.08841,-0.08693,-0.08594,-0.08512,-0.08397,-0.08364,-0.08233
-0.09581,-0.09449,-0.094,-0.09318,-0.09202,-0.09137,-0.09038,-0.08939,-0.0889,-0.08841,-0.08709,-0.08611,-0.08496,-0.08413,-0.08364,-0.08233
-0.09564,-0.09433,-0.094,-0.09301,-0.09219,-0.09137,-0.09022,-0.08939,-0.08907,-0.08808,-0.08676,-0.08578,-0.08512,-0.08413,-0.08348,-0.08249
-0.09581,-0.09449,-0.09416,-0.09301,-0.09219,-0.09137,-0.09038,-0.08939,-0.0889,-0.08824,-0.08709,-0.08611,-0.08512,-0.08397,-0.08331,-0.08249
-0.09597,-0.09465,-0.09416,-0.09318,-0.09235,-0.09153,-0.09038,-0.08972,-0.08874,-0.08841,-0.08693,-0.08594,-0.08496,-0.08413,-0.08348,-0.08249
-0.09564,-0.09416,-0.094,-0.09301,-0.09235,-0.09137,-0.09038,-0.08923,-0.0889,-0.08841,-0.08676,-0.08611,-0.08512,-0.08413,-0.08364,-0.08233
-0.09564,-0.09449,-0.09416,-0.0935,-0.09219,-0.09137,-0.09038,-0.08956,-0.08874,-0.08841,-0.08693,-0.08578,-0.08512,-0.0843,-0.08331,-0.08233
-0.09564,-0.09416,-0.09383,-0.09301,-0.09219,-0.0912,-0.09022,-0.08939,-0.0889,-0.08824,-0.08693,-0.08594,-0.08529,-0.08413,-0.08364,-0.08233
-0.09597,-0.09433,-0.094,-0.09318,-0.09219,-0.09137,-0.09022,-0.08956,-0.0889,-0.08841,-0.08693,-0.08578,-0.08512,-0.0843,-0.08331,-0.08249
-0.09581,-0.09433,-0.09416,-0.0935,-0.09252,-0.09153,-0.09038,-0.08939,-0.0889,-0.08824,-0.08693,-0.08611,-0.08496,-0.08397,-0.08348,-0.08233
-0.09564,-0.09449,-0.094,-0.09285,-0.09219,-0.0912,-0.09038,-0.08939,-0.0889,-0.08874,-0.08709,-0.08594,-0.08512,-0.08446,-0.08348,-0.08216
-0.09564,-0.09433,-0.094,-0.09318,-0.09202,-0.09137,-0.09022,-0.08956,-0.08907,-0.08857,-0.08693,-0.08611,-0.08479,-0.08413,-0.08348,-0.08233
-0.09581,-0.09433,-0.094,-0.09318,-0.09235,-0.09137,-0.09055,-0.08972,-0.0889,-0.08824,-0.08693,-0.08594,-0.08512,-0.08397,-0.08331,-0.08233
-0.09597,-0.09433,-0.09416,-0.09318,-0.09219,-0.09137,-0.09038,-0.08956,-0.0889,-0.08841,-0.08693,-0.08561,-0.08512,-0.08381,-0.08348,-0.08216
-0.09581,-0.09465,-0.094,-0.09334,-0.09235,-0.0912,-0.09022,-0.08939,-0.08907,-0.08824,-0.08693,-0.08611,-0.08512,-0.0843,-0.08348,-0.08233
-0.09581,-0.09449,-0.094,-0.09318,-0.09235,-0.09137,-0.09038,-0.08939,-0.08907,-0.08824,-0.08693,-0.08627,-0.08479,-0.08413,-0.08348,-0.08249
-0.09597,-0.09416,-0.09416,-0.09301,-0.09235,-0.09153,-0.09055,-0.08939,-0.08874,-0.08841,-0.08693,-0.08578,-0.08496,-0.08413,-0.08348,-0.08216
-0.09564,-0.09449,-0.094,-0.09318,-0.09235,-0.09137,-0.09022,-0.08939,-0.0889,-0.08841,-0.08693,-0.08594,-0.08479,-0.08397,-0.08364,-0.08216
-0.09581,-0.09433,-0.09383,-0.09318,-0.09235,-0.09153,-0.09038,-0.08956,-0.08907,-0.08841,-0.08676,-0.08578,-0.08512,-0.08397,-0.08364,-0.08233
-0.09581,-0.09433,-0.094,-0.09301,-0.09235,-0.0912,-0.09055,-0.08956,-0.08907,-0.08841,-0.08676,-0.08594,-0.08512,-0.08413,-0.08364,-0.08233
-0.09548,-0.09449,-0.09416,-0.09318,-0.09219,-0.09137,-0.09055,-0.08956,-0.0889,-0.08824,-0.08693,-0.08594,-0.08512,-0.08413,-0.08348,-0.08249
-0.09581,-0.09433,-0.09416,-0.09318,-0.09252,-0.09153,-0.09038,-0.08923,-0.0889,-0.08841,-0.08676,-0.08611,-0.08529,-0.08397,-0.08348,-0.08233
-0.09581,-0.09433,-0.09416,-0.09301,-0.09252,-0.09137,-0.09038,-0.08956,-0.0889,-0.08841,-0.08676,-0.08611,-0.08496,-0.08397,-0.08364,-0.08216
-0.09581,-0.09433,-0.09383,-0.09318,-0.09219,-0.09137,-0.09055,-0.08939,-0.0889,-0.08857,-0.08676,-0.08611,-0.08512,-0.08397,-0.08364,-0.08233
-0.09564,-0.09416,-0.094,-0.09318,-0.09219,-0.09137,-0.09022,-0.08956,-0.08907,-0.08857,-0.08676,-0.08611,-0.08479,-0.08397,-0.08348,-0.08216
-0.09564,-0.09449,-0.09416,-0.09318,-0.09219,-0.09137,-0.09022,-0.08972,-0.08874,-0.08857,-0.08676,-0.08611,-0.08545,-0.08397,-0.08364,-0.08233
-0.09564,-0.09416,-0.094,-0.09334,-0.09219,-0.09137,-0.09038,-0.08939,-0.0889,-0.08824,-0.08693,-0.08611,-0.08529,-0.08397,-0.08364,-0.08249
-0.09597,-0.09449,-0.094,-0.09318,-0.09235,-0.09137,-0.09055,-0.08939,-0.08907,-0.08824,-0.0866,-0.08594,-0.08512,-0.0843,-0.08381,-0.08233
-0.09581,-0.09465,-0.09416,-0.09318,-0.09252,-0.09153,-0.09038,-0.08956,-0.0889,-0.08841,-0.08693,-0.08611,-0.08512,-0.08397,-0.08348,-0.08216
-0.09581,-0.09416,-0.094,-0.0935,-0.09235,-0.09137,-0.09038,-0.08939,-0.0889,-0.08841,-0.08676,-0.08611,-0.08496,-0.08413,-0.08364,-0.08249
-0.09597,-0.09433,-0.094,-0.09301,-0.09219,-0.0912,-0.09055,-0.08956,-0.08907,-0.08808,-0.08676,-0.08611,-0.08512,-0.08397,-0.08364,-0.08249
-0.09581,-0.09465,-0.09416,-0.09301,-0.09235,-0.09153,-0.09022,-0.08956,-0.08907,-0.08841,-0.08693,-0.08594,-0.08512,-0.08397,-0.08364,-0.08249
-0.09581,-0.09465,-0.094,-0.09301,-0.09219,-0.0912,-0.09022,-0.08939,-0.0889,-0.08841,-0.08676,-0.08594,-0.08512,-0.0843,-0.08381,-0.08249
-0.09564,-0.09433,-0.09416,-0.09301,-0.09219,-0.0912,-0.09038,-0.08956,-0.0889,-0.08841,-0.08676,-0.08594,-0.08496,-0.08413,-0.08381,-0.08233
-0.09581,-0.09449,-0.094,-0.09334,-0.09219,-0.0912,-0.09055,-0.08972,-0.08874,-0.08841,-0.08693,-0.08627,-0.08512,-0.08397,-0.08348,-0.08249
-0.09597,-0.09449,-0.09416,-0.09301,-0.09235,-0.09137,-0.09038,-0.08939,-0.08874,-0.08841,-0.08709,-0.08578,-0.08529,-0.08413,-0.08364,-0.08266
-0.09581,-0.09433,-0.094,-0.09318,-0.09252,-0.09153,-0.09055,-0.08939,-0.08874,-0.08824,-0.08676,-0.08611,-0.08496,-0.08413,-0.08381,-0.08233
-0.09581,-0.09433,-0.09383,-0.09334,-0.09219,-0.0912,-0.09038,-0.08923,-0.08874,-0.08824,-0.08693,-0.08594,-0.08512,-0.0843,-0.08364,-0.08233
