0.00118,0.00282,0.00447,0.00594,0.00775,0.00907,0.01038,0.01203,0.01334,0.01499,0.01614,0.01729,0.01794,0.02025,0.02173
0.00134,0.00282,0.00463,0.00594,0.00742,0.00874,0.01022,0.01186,0.01318,0.01499,0.01597,0.01712,0.01844,0.02008,0.02189
0.00151,0.00299,0.00430,0.00611,0.00726,0.00890,0.01055,0.01170,0.01334,0.01548,0.01581,0.01696,0.01811,0.02025,0.02156
0.00151,0.00299,0.00447,0.00578,0.00759,0.00907,0.01022,0.01203,0.01351,0.01499,0.01581,0.01712,0.01860,0.02041,0.02140
0.00167,0.00282,0.00447,0.00578,0.00759,0.00874,0.01038,0.01186,0.01351,0.01499,0.01581,0.01679,0.01827,0.02041,0.02156
0.00118,0.00282,0.00430,0.00578,0.00742,0.00890,0.01022,0.01203,0.01318,0.01515,0.01581,0.01729,0.01844,0.02025,0.02123
0.00151,0.00299,0.00430,0.00594,0.00759,0.00874,0.01055,0.01219,0.01334,0.01515,0.01597,0.01712,0.01811,0.02008,0.02173
0.00118,0.00266,0.00447,0.00594,0.00742,0.00874,0.01038,0.01186,0.01334,0.01531,0.01581,0.01729,0.01827,0.02008,0.02156
0.00151,0.00299,0.00447,0.00594,0.00742,0.00874,0.01022,0.01186,0.01318,0.01499,0.01597,0.01712,0.01827,0.02008,0.02173
0.00134,0.00299,0.00479,0.00594,0.00775,0.00890,0.01038,0.01186,0.01318,0.01515,0.01597,0.01712,0.01860,0.02041,0.02156
0.00134,0.00299,0.00447,0.00594,0.00759,0.00890,0.01022,0.01186,0.01351,0.01499,0.01597,0.01712,0.01827,0.02025,0.02173
0.00151,0.00282,0.00463,0.00578,0.00759,0.00890,0.01022,0.01203,0.01318,0.01515,0.01597,0.01712,0.01860,0.02057,0.02173
0.00151,0.00299,0.00463,0.00611,0.00742,0.00890,0.01022,0.01186,0.01334,0.01515,0.01581,0.01712,0.01811,0.02025,0.02173
0.00151,0.00299,0.00447,0.00578,0.00775,0.00890,0.01055,0.01186,0.01334,0.01499,0.01614,0.01712,0.01811,0.02025,0.02156
0.00134,0.00299,0.00447,0.00578,0.00759,0.00890,0.01038,0.01203,0.01334,0.01515,0.01581,0.01696,0.01827,0.02025,0.02140
0.00167,0.00282,0.00447,0.00594,0.00775,0.00890,0.01038,0.01219,0.01334,0.01499,0.01614,0.01696,0.01844,0.02025,0.02173
0.00151,0.00299,0.00430,0.00594,0.00742,0.00923,0.01038,0.01170,0.01334,0.01515,0.01581,0.01696,0.01811,0.02008,0.02173
0.00151,0.00282,0.00430,0.00578,0.00726,0.00907,0.01055,0.01186,0.01351,0.01531,0.01597,0.01696,0.01860,0.02008,0.02173
0.00151,0.00315,0.00447,0.00578,0.00775,0.00890,0.01022,0.01186,0.01334,0.01499,0.01581,0.01712,0.01827,0.02025,0.02189
0.00151,0.00282,0.00447,0.00578,0.00759,0.00874,0.01022,0.01203,0.01334,0.01482,0.01597,0.01679,0.01844,0.02025,0.02189
0.00151,0.00315,0.00463,0.00578,0.00742,0.00874,0.01038,0.01186,0.01318,0.01515,0.01581,0.01712,0.01811,0.02025,0.02189
0.00151,0.00282,0.00447,0.00594,0.00759,0.00874,0.01038,0.01170,0.01301,0.01499,0.01581,0.01696,0.01827,0.02041,0.02189
0.00134,0.00331,0.00430,0.00578,0.00759,0.00890,0.01022,0.01153,0.01351,0.01515,0.01597,0.01696,0.01811,0.02041,0.02156
0.00134,0.00282,0.00447,0.00594,0.00775,0.00874,0.01038,0.01203,0.01318,0.01482,0.01597,0.01712,0.01827,0.02008,0.02156
0.00151,0.00266,0.00463,0.00594,0.00759,0.00890,0.01038,0.01203,0.01334,0.01482,0.01597,0.01712,0.01827,0.02025,0.02156
0.00134,0.00299,0.00447,0.00611,0.00759,0.00907,0.01038,0.01203,0.01334,0.01482,0.01581,0.01696,0.01827,0.02025,0.02173
