z_pos	x_pos	y_pos	time	flux	err_byte	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9
229.5	0	0	10.375	123.7	15.895				
229.8	0	0	10.5	123.7	16.027				
230.1	0	0	10.625	124.2	16.147				
230.4	0	0	10.75	124.2	16.262				
230.7	0	0	10.875	124.2	16.406				
231.0	0	0	11.0	123.9	16.541				
231.3	0	0	11.25	124.8	16.649				
231.6	0	0	11.375	124.8	16.888				
231.9	0	0	11.5	125.3	17.027				
232.2	0	0	11.625	125.3	17.149				
232.5	0	0	11.75	125.3	17.272				
232.8	0	0	11.875	125.7	17.39				
233.1	0	0	12.0	125.2	17.513				
233.4	0	0	12.25	125.7	17.64				
233.7	0	0	12.375	126.3	17.893				
234.0	0	0	12.5	126.3	18.026				
234.3	0	0	12.625	126.3	18.141				
234.6	0	0	12.75	127.0	18.259				
234.9	0	0	12.875	127.0	18.397				
235.2	0	0	13.0	126.5	18.523				
235.5	0	0	13.25	127.5	18.648				
235.8	0	0	13.375	127.5	18.888				
236.1	0	0	13.5	127.5	19.026				
236.4	0	0	13.625	128.2	19.144				
236.7	0	0	13.75	128.2	19.268				
237.0	0	0	13.875	128.2	19.382				
237.3	0	0	14.0	127.9	19.519				
237.6	0	0	14.25	128.7	19.643				
237.9	0	0	14.375	128.7	19.888				
238.2	0	0	14.5	129.4	20.031				
238.5	0	0	14.625	129.4	20.135				
238.8	0	0	14.75	129.4	20.258				
239.1	0	0	14.875	129.4	20.398				
239.4	0	0	15.0	129.3	20.52				
239.7	0	0	15.25	130.1	20.656				
240.0	0	0	15.375	130.6	20.886				
240.3	0	0	15.5	130.6	21.014				
240.6	0	0	15.625	130.6	21.144				
240.9	0	0	15.75	130.6	21.266				
241.2	0	0	15.875	131.3	21.405				
241.5	0	0	16.0	130.7	21.513				
241.8	0	0	16.25	131.7	21.639				
242.1	0	0	16.375	131.7	21.892				
242.4	0	0	16.5	131.7	22.018				
242.7	0	0	16.625	131.7	22.138				
243.0	0	0	16.75	132.5	22.263				
243.3	0	0	16.875	132.5	22.399				
243.6	0	0	17.0	132.0	22.519				
243.9	0	0	17.25	133.1	22.649				
244.2	0	0	17.375	133.1	22.888				
244.5	0	0	17.5	134.0	23.027				
244.8	0	0	17.625	134.0	23.148				
245.1	0	0	17.75	134.0	23.265				
245.4	0	0	17.875	134.0	23.41				
245.7	0	0	18.0	133.8	23.514				
246.0	0	0	18.25	134.6	23.636				
246.3	0	0	18.375	135.2	23.897				
246.6	0	0	18.5	135.2	24.028				
246.9	0	0	18.625	135.2	24.153				
247.2	0	0	18.75	135.2	24.257				
247.5	0	0	18.875	135.7	24.391				
247.8	0	0	19.0	135.2	24.524				
248.1	0	0	19.25	136.4	24.655				
248.4	0	0	19.375	136.4	24.884				
248.7	0	0	19.5	136.4	25.012				
249.0	0	0	19.625	136.4	25.15				
249.3	0	0	19.75	137.1	25.268				
249.6	0	0	19.875	137.1	25.4				
249.9	0	0	20.0	136.7	25.526				
250.2	0	0	20.25	137.7	25.633				
250.5	0	0	20.375	137.7	25.892				
250.8	0	0	20.5	137.7	26.034				
251.1	0	0	20.625	138.2	26.155				
251.4	0	0	20.75	138.2	26.26				
251.7	0	0	20.875	138.2	26.405				
252.0	0	0	21.0	138.0	26.517				
252.3	0	0	21.25	138.9	26.661				
252.6	0	0	21.375	138.9	26.881				
252.9	0	0	21.5	139.8	27.017				
253.2	0	0	21.625	139.8	27.155				
253.5	0	0	21.75	139.8	27.268				
253.8	0	0	21.875	140.1	27.403				
254.1	0	0	22.0	139.6	27.532				
254.4	0	0	22.25	140.7	27.638				
254.7	0	0	22.375	140.7	27.89				
255.0	0	0	22.5	140.7	28.03				
255.3	0	0	22.625	140.7	28.152				
255.6	0	0	22.75	141.6	28.271				
255.9	0	0	22.875	141.6	28.39				
256.2	0	0	23.0	141.0	28.538				
256.5	0	0	23.25	142.4	28.668				
256.8	0	0	23.375	142.4	28.896				
257.1	0	0	23.5	142.4	29.013				
257.4	0	0	23.625	143.0	29.145				
257.7	0	0	23.75	143.0	29.266				
258.0	0	0	23.875	143.0	29.397				
258.3	0	0	24.0	142.8	29.55				
258.6	0	0	24.25	143.6	29.65				
258.9	0	0	24.375	143.6	29.893				
259.2	0	0	24.5	144.5	30.029				
259.5	0	0	24.625	144.5	30.148				
259.8	0	0	24.75	144.5	30.295				
260.1	0	0	24.875	145.2	30.394				
260.4	0	0	25.0	144.4	30.525				
260.7	0	0	25.25	145.2	30.647				
261.0	0	0	25.375	146.0	30.896				
261.3	0	0	25.5	146.0	31.023				
261.6	0	0	25.625	146.0	31.155				
261.9	0	0	25.75	146.4	31.284				
262.2	0	0	25.875	146.4	31.397				
262.5	0	0	26.0	146.0	31.524				
262.8	0	0	26.25	147.0	31.659				
263.1	0	0	26.375	147.0	31.89				
263.4	0	0	26.5	147.0	32.027				
263.7	0	0	26.625	147.6	32.149				
264.0	0	0	26.75	147.6	32.275				
264.3	0	0	26.875	147.6	32.388				
264.6	0	0	27.0	147.3	32.515				
264.9	0	0	27.25	148.3	32.648				
265.2	0	0	27.375	148.3	32.893				
265.5	0	0	27.5	148.9	33.011				
265.8	0	0	27.625	148.9	33.138				
266.1	0	0	27.75	148.9	33.267				
266.4	0	0	27.875	149.5	33.391				
266.7	0	0	28.0	148.9	33.523				
267.0	0	0	28.25	149.5	33.65				
267.3	0	0	28.375	150.2	33.881				
267.6	0	0	28.5	150.2	34.017				
267.9	0	0	28.625	150.2	34.148				
268.2	0	0	28.75	150.7	34.267				
268.5	0	0	28.875	150.7	34.39				
268.8	0	0	29.0	150.3	34.521				
269.1	0	0	29.25	151.5	34.639				
269.4	0	0	29.375	151.5	34.893				
269.7	0	0	29.5	151.5	35.027				
270.0	0	0	29.625	152.1	35.15				
270.3	0	0	29.75	152.1	35.268				
270.6	0	0	29.875	152.1	35.396				
270.9	0	0	30.0	151.8	35.522				
271.2	0	0	30.25	152.6	35.652				
271.5	0	0	30.375	152.6	35.895				
271.8	0	0	30.5	153.2	36.018				
272.1	0	0	30.625	153.2	36.146				
272.4	0	0	30.75	153.2	36.269				
272.7	0	0	30.875	153.2	36.404				
273.0	0	0	31.0	153.1	36.523				
273.3	0	0	31.25	153.9	36.647				
273.6	0	0	31.375	154.7	36.892				
273.9	0	0	31.5	154.7	37.035				
274.2	0	0	31.625	154.7	37.141				
274.5	0	0	31.75	154.7	37.269				
274.8	0	0	31.875	155.4	37.397				
275.1	0	0	32.0	154.7	37.521				
275.4	0	0	32.25	156.3	37.649				
275.7	0	0	32.375	156.3	37.902				
276.0	0	0	32.5	156.3	38.017				
276.3	0	0	32.625	156.1	38.145				
276.6	0	0	32.75	156.1	38.277				
276.9	0	0	32.875	156.1	38.402				
277.2	0	0	33.0	156.1	38.514				
277.5	0	0	33.25	156.2	38.642				
277.8	0	0	33.375	156.2	38.897				
278.1	0	0	33.5	156.8	39.023				
278.4	0	0	33.625	156.8	39.139				
278.7	0	0	33.75	156.8	39.266				
279.0	0	0	33.875	156.8	39.407				
279.3	0	0	34.0	156.7	39.523				
279.6	0	0	34.25	157.4	39.647				
279.9	0	0	34.375	157.8	39.891				
280.2	0	0	34.5	157.8	40.016				
280.5	0	0	34.625	157.8	40.165				
280.8	0	0	34.75	157.8	40.266				
281.1	0	0	34.875	158.4	40.411				
281.4	0	0	35.0	157.9	40.515				
281.7	0	0	35.25	159.1	40.643				
282.0	0	0	35.375	159.1	40.893				
282.3	0	0	35.5	159.1	41.035				
282.6	0	0	35.625	159.1	41.152				
282.9	0	0	35.75	159.8	41.271				
283.2	0	0	35.875	159.8	41.39				
283.5	0	0	36.0	159.4	41.528				
283.8	0	0	36.25	160.0	41.648				
284.1	0	0	36.375	160.0	41.884				
284.4	0	0	36.5	160.0	42.024				
284.7	0	0	36.625	160.4	42.147				
285.0	0	0	36.75	160.4	42.275				
285.3	0	0	36.875	160.4	42.402				
285.6	0	0	37.0	160.3	42.526				
285.9	0	0	37.25	161.0	42.645				
286.2	0	0	37.375	161.0	42.89				
286.5	0	0	37.5	161.8	43.023				
286.8	0	0	37.625	161.8	43.154				
287.1	0	0	37.75	161.8	43.262				
287.4	0	0	37.875	162.8	43.39				
287.7	0	0	38.0	161.8	43.517				
288.0	0	0	38.25	162.9	43.647				
288.3	0	0	38.375	162.9	43.896				
288.6	0	0	38.5	162.9	44.015				
288.9	0	0	38.625	162.9	44.141				
289.2	0	0	38.75	163.4	44.27				
289.5	0	0	38.875	163.4	44.398				
289.8	0	0	39.0	163.1	44.536				
290.1	0	0	39.25	164.0	44.64				
290.4	0	0	39.375	164.0	44.893				
290.7	0	0	39.5	164.0	45.03				
291.0	0	0	39.625	164.8	45.147				
291.3	0	0	39.75	164.8	45.259				
291.6	0	0	39.875	164.8	45.395				
291.9	0	0	40.0	164.5	45.517				
292.2	0	0	40.25	165.3	45.642				
292.5	0	0	40.375	165.3	45.894				
292.8	0	0	40.5	165.8	46.02				
293.1	0	0	40.625	165.8	46.144				
293.4	0	0	40.75	165.8	46.269				
293.7	0	0	40.875	166.3	46.397				
294.0	0	0	41.0	165.8	46.585				
294.3	0	0	41.25	166.3	46.685				
294.6	0	0	41.375	168.1	46.888				
294.9	0	0	41.5	168.1	47.021				
295.2	0	0	41.625	168.1	47.157				
295.5	0	0	41.75	168.8	47.274				
295.8	0	0	41.875	168.8	47.396				
296.1	0	0	42.0	168.1	47.519				
296.4	0	0	42.25	168.8	47.643				
296.7	0	0	42.375	168.8	47.896				
297.0	0	0	42.5	168.8	48.015				
297.3	0	0	42.625	169.0	48.14				
297.6	0	0	42.75	169.0	48.267				
297.9	0	0	42.875	169.0	48.391				
298.2	0	0	43.0	168.9	48.532				
298.5	0	0	43.25	169.0	48.653				
298.8	0	0	43.375	169.0	48.889				
299.1	0	0	43.5	168.5	49.022				
299.4	0	0	43.625	168.5	49.148				
299.7	0	0	43.75	168.5	49.276				
300.0	0	0	43.875	168.4	49.386				
300.3	0	0	44.0	168.6	49.516				
300.6	0	0	44.25	168.4	49.642				
300.9	0	0	44.375	168.5	49.896				
301.2	0	0	44.5	168.5	50.039				
301.5	0	0	44.625	168.5	50.142				
301.8	0	0	44.75	168.7	50.275				
302.1	0	0	45.0	168.5	50.482				
302.4	0	0	45.25	168.8	50.649				
302.7	0	0	45.375	168.8	50.895				
303.0	0	0	45.5	168.8	51.022				
303.3	0	0	45.625	168.5	51.147				
303.6	0	0	45.75	168.5	51.286				
303.9	0	0	45.875	168.5	51.399				
304.2	0	0	46.0	168.6	51.515				
304.5	0	0	46.25	168.1	51.643				
304.8	0	0	46.375	168.1	51.895				
305.1	0	0	46.5	168.1	52.027				
305.4	0	0	46.625	168.1	52.139				
305.7	0	0	46.75	168.1	52.266				
306.0	0	0	46.875	168.1	52.389				
306.3	0	0	47.0	168.1	52.522				
306.6	0	0	47.25	168.1	52.664				
306.9	0	0	47.375	167.8	52.886				
307.2	0	0	47.5	167.8	53.018				
307.5	0	0	47.625	167.8	53.159				
307.8	0	0	47.75	167.8	53.274				
308.1	0	0	47.875	167.2	53.4				
308.4	0	0	48.0	167.6	53.515				
308.7	0	0	48.25	167.0	53.641				
309.0	0	0	48.375	167.0	53.887				
309.3	0	0	48.5	167.0	54.028				
309.6	0	0	48.625	166.8	54.14				
309.9	0	0	48.75	166.8	54.278				
310.2	0	0	48.875	166.8	54.396				
310.5	0	0	49.0	166.8	54.534				
310.8	0	0	49.25	166.3	54.655				
311.1	0	0	49.375	166.3	54.886				
311.4	0	0	49.5	166.1	55.026				
311.7	0	0	49.625	166.1	55.151				
312.0	0	0	49.75	166.1	55.272				
312.3	0	0	49.875	166.1	55.401				
312.6	0	0	50.0	166.1	55.51				
312.9	0	0	50.25	165.9	55.65				
313.2	0	0	50.375	165.2	55.894				
313.5	0	0	50.5	165.2	56.025				
313.8	0	0	50.625	165.2	56.169				
314.1	0	0	50.75	165.2	56.272				
314.4	0	0	50.875	165.6	56.388				
314.7	0	0	51.0	165.4	56.522				
315.0	0	0	51.25	165.0	56.651				
315.3	0	0	51.375	165.0	56.884				
315.6	0	0	51.5	165.0	57.012				
315.9	0	0	51.625	165.0	57.156				
316.2	0	0	51.75	164.5	57.279				
316.5	0	0	51.875	164.5	57.401				
316.8	0	0	52.0	164.7	57.51				
317.1	0	0	52.25	165.0	57.64				
317.4	0	0	52.375	165.0	57.889				
317.7	0	0	52.5	165.0	58.024				
318.0	0	0	52.625	164.9	58.155				
318.3	0	0	52.75	164.9	58.271				
318.6	0	0	52.875	164.9	58.392				
318.9	0	0	53.0	164.9	58.523				
319.2	0	0	53.25	164.8	58.651				
319.5	0	0	53.375	165.2	58.883				
319.8	0	0	53.5	165.2	59.023				
320.1	0	0	53.625	165.2	59.137				
320.4	0	0	53.75	165.2	59.275				
320.7	0	0	53.875	165.2	59.393				
321.0	0	0	54.0	165.1	59.533				
321.3	0	0	54.25	165.6	59.646				
321.6	0	0	54.375	165.6	59.892				
321.9	0	0	54.5	165.6	60.03				
322.2	0	0	54.625	165.6	60.156				
322.5	0	0	54.75	165.1	60.26				
322.8	0	0	54.875	165.1	60.382				
323.1	0	0	55.0	165.3	60.534				
323.4	0	0	55.25	165.3	60.651				
323.7	0	0	55.375	165.3	60.905				
324.0	0	0	55.5	165.3	61.023				
324.3	0	0	55.625	166.0	61.148				
324.6	0	0	55.75	166.0	61.273				
324.9	0	0	55.875	166.0	61.397				
325.2	0	0	56.0	165.9	61.529				
325.5	0	0	56.25	167.7	61.654				
325.8	0	0	56.375	167.7	61.889				
326.1	0	0	56.5	170.8	62.048				
326.4	0	0	56.625	170.8	62.159				
326.7	0	0	56.75	170.8	62.285				
327.0	0	0	56.875	174.4	62.388				
327.3	0	0	57.0	170.9	62.525				
327.6	0	0	57.25	174.4	62.652				
327.9	0	0	57.375	178.1	62.922				
328.2	0	0	57.5	178.1	63.024				
328.5	0	0	57.625	178.1	63.148				
328.8	0	0	57.75	178.2	63.271				
329.1	0	0	57.875	178.2	63.393				
329.4	0	0	58.0	177.6	63.526				
329.7	0	0	58.25	178.7	63.653				
330.0	0	0	58.375	178.7	63.887				
330.3	0	0	58.5	178.7	64.02				
330.6	0	0	58.625	178.7	64.15				
330.9	0	0	58.75	178.7	64.28				
331.2	0	0	58.875	178.7	64.389				
331.5	0	0	59.0	178.8	64.519				
331.8	0	0	59.25	179.9	64.648				
332.1	0	0	59.375	179.9	64.903				
332.4	0	0	59.5	181.1	65.021				
332.7	0	0	59.625	181.1	65.149				
333.0	0	0	59.75	181.1	65.28				
333.3	0	0	60.0	180.6	65.514				
333.6	0	0	60.25	180.9	65.658				
333.9	0	0	60.375	181.5	65.886				
334.2	0	0	60.5	181.5	66.025				
334.5	0	0	60.625	181.5	66.149				
334.8	0	0	60.75	181.6	66.282				
335.1	0	0	60.875	181.6	66.393				
335.4	0	0	61.0	181.4	66.527				
335.7	0	0	61.25	181.8	66.655				
336.0	0	0	61.375	181.8	66.897				
336.3	0	0	61.5	181.8	67.025				
336.6	0	0	61.625	181.4	67.141				
336.9	0	0	61.75	181.4	67.274				
337.2	0	0	61.875	181.4	67.397				
337.5	0	0	62.0	181.5	67.536				
337.8	0	0	62.25	181.1	67.657				
338.1	0	0	62.375	181.1	67.884				
338.4	0	0	62.5	182.5	68.018				
338.7	0	0	62.625	182.5	68.149				
339.0	0	0	62.75	182.5	68.275				
339.3	0	0	62.875	182.5	68.395				
339.6	0	0	63.0	182.0	68.515				
339.9	0	0	63.25	182.4	68.643				
340.2	0	0	63.375	181.8	68.897				
340.5	0	0	63.5	181.8	69.032				
340.8	0	0	63.625	181.8	69.151				
341.1	0	0	63.75	182.2	69.276				
341.4	0	0	63.875	182.2	69.399				
341.7	0	0	64.0	182.0	69.532				
342.0	0	0	64.25	182.4	69.66				
342.3	0	0	64.375	182.4	69.89				
342.6	0	0	64.5	182.4	70.025				
342.9	0	0	64.625	182.3	70.156				
343.2	0	0	64.75	182.3	70.272				
343.5	0	0	64.875	182.3	70.396				
343.8	0	0	65.0	182.3	70.515				
344.1	0	0	65.25	183.7	70.644				
344.4	0	0	65.375	183.7	70.894				
344.7	0	0	65.5	184.4	71.037				
345.0	0	0	65.625	184.4	71.147				
345.3	0	0	65.75	184.4	71.268				
345.6	0	0	65.875	184.4	71.388				
345.9	0	0	66.0	184.3	71.521				
346.2	0	0	66.25	185.3	71.65				
346.5	0	0	66.375	185.9	71.883				
346.8	0	0	66.5	185.9	72.019				
347.1	0	0	66.625	185.9	72.149				
347.4	0	0	66.75	185.9	72.274				
347.7	0	0	66.875	186.2	72.404				
348.0	0	0	67.0	185.9	72.516				
348.3	0	0	67.25	185.9	72.641				
348.6	0	0	67.375	185.9	72.907				
348.9	0	0	67.5	185.9	73.03				
349.2	0	0	67.625	185.9	73.151				
349.5	0	0	67.75	186.5	73.265				
349.8	0	0	67.875	186.5	73.393				
350.1	0	0	68.0	186.1	73.527				
350.4	0	0	68.25	186.5	73.645				
350.7	0	0	68.375	186.5	73.889				
351.0	0	0	68.5	186.5	74.025				
351.3	0	0	68.625	186.7	74.143				
351.6	0	0	68.75	186.7	74.278				
351.9	0	0	68.875	186.7	74.398				
352.2	0	0	69.0	186.6	74.525				
352.5	0	0	69.25	186.6	74.652				
352.8	0	0	69.375	186.3	74.902				
353.1	0	0	69.5	186.3	75.022				
353.4	0	0	69.625	186.3	75.151				
353.7	0	0	69.75	186.3	75.261				
354.0	0	0	69.875	186.0	75.388				
354.3	0	0	70.0	186.2	75.53				
354.6	0	0	70.25	186.1	75.648				
354.9	0	0	70.375	186.1	75.897				
355.2	0	0	70.5	186.1	76.025				
355.5	0	0	70.625	186.1	76.143				
355.8	0	0	70.75	186.0	76.272				
356.1	0	0	70.875	186.0	76.397				
356.4	0	0	71.0	186.0	76.526				
356.7	0	0	71.25	185.6	76.643				
357.0	0	0	71.375	185.6	76.91				
357.3	0	0	71.5	185.6	77.023				
357.6	0	0	71.625	185.5	77.15				
357.9	0	0	71.75	185.5	77.262				
358.2	0	0	71.875	185.5	77.386				
358.5	0	0	72.0	185.5	77.519				
358.8	0	0	72.25	185.3	77.652				
359.1	0	0	72.375	185.3	77.896				
359.4	0	0	72.5	184.7	78.021				
359.7	0	0	72.625	184.7	78.15				
