z_pos	x_pos	y_pos	time	flux	err_byte	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9
405.3	0	0	26.0	152.9	27.063				
405.6	0	0	26.25	154.6	27.221				
405.9	0	0	26.375	154.6	27.455				
406.2	0	0	26.5	154.6	27.606				
406.5	0	0	26.625	154.6	27.756				
406.8	0	0	26.75	155.0	27.904				
407.1	0	0	26.875	155.0	28.055				
407.4	0	0	27.0	154.8	28.205				
407.7	0	0	27.25	155.6	28.354				
408.0	0	0	27.375	155.6	28.602				
408.3	0	0	27.5	156.0	28.754				
408.6	0	0	27.625	156.0	28.904				
408.9	0	0	27.75	156.0	29.053				
409.2	0	0	28.0	156.0	29.203				
409.5	0	0	28.25	156.8	29.353				
409.8	0	0	28.375	157.4	29.59				
410.1	0	0	28.5	157.4	29.741				
410.4	0	0	28.625	157.4	29.892				
410.7	0	0	28.75	158.1	30.041				
411.0	0	0	29.0	157.5	30.192				
411.3	0	0	29.25	159.2	30.343				
411.6	0	0	29.375	159.2	30.605				
411.9	0	0	29.5	159.2	30.755				
412.2	0	0	29.625	159.9	30.907				
412.5	0	0	0.0	0.0	31.057				
412.8	0	0	0.0	0.0	41.183				
413.1	0	0	0.0	0.0	54.05				
413.4	0	0	0.0	0.0	55.045				
413.7	0	0	0.0	0.0	56.164				
414.0	0	0	0.0	0.0	58.292				
414.3	0	0	0.0	0.0	58.485				
414.6	0	0	0.0	0.0	58.639				
414.9	0	0	0.0	0.0	58.789				
415.2	0	0	0.0	0.0	58.938				
415.5	0	0	0.0	0.0	59.088				
415.8	0	0	0.0	0.0	59.236				
416.1	0	0	0.0	0.0	59.388				
416.4	0	0	0.0	0.0	59.618				
416.7	0	0	0.0	0.0	59.892				
417.0	0	0	0.0	0.0	60.059				
417.3	0	0	0.0	0.0	60.22				
417.6	0	0	0.0	0.0	62.02				
417.9	0	0	0.0	0.0	62.618				
418.2	0	0	0.0	0.0	66.48				
418.5	0	0	0.0	0.0	67.074				
418.8	0	0	0.0	0.0	67.519				
419.1	0	0	0.0	0.0	68.109				
419.4	0	0	0.0	0.0	68.484				
419.7	0	0	0.0	0.0	68.887				
420.0	0	0	0.0	0.0	69.313				
420.3	0	0	0.0	0.0	69.725				
420.6	0	0	0.0	0.0	70.103				
420.9	0	0	0.0	0.0	70.518				
421.2	0	0	0.0	0.0	70.909				
421.5	0	0	0.0	0.0	71.323				
421.8	0	0	0.0	0.0	71.74				
422.1	0	0	0.0	0.0	72.215				
422.4	0	0	0.0	0.0	72.786				
422.7	0	0	0.0	0.0	73.176				
423.0	0	0	0.0	0.0	73.596				
423.3	0	0	0.0	0.0	74.024				
423.6	0	0	0.0	0.0	74.412				
423.9	0	0	0.0	0.0	74.827				
424.2	0	0	0.0	0.0	75.264				
424.5	0	0	0.0	0.0	75.644				
424.8	0	0	0.0	0.0	75.946				
425.1	0	0	0.0	0.0	76.138				
425.4	0	0	0.0	0.0	76.288				
425.7	0	0	0.0	0.0	77.314				
426.0	0	0	0.0	0.0	77.61				
426.3	0	0	0.0	0.0	77.915				
426.6	0	0	0.0	0.0	78.237				
426.9	0	0	0.0	0.0	78.558				
427.2	0	0	0.0	0.0	78.864				
427.5	0	0	0.0	0.0	79.168				
427.8	0	0	0.0	0.0	79.495				
428.1	0	0	0.0	0.0	79.818				
428.4	0	0	0.0	0.0	80.131				
428.7	0	0	0.0	0.0	80.441				
