z_pos	x_pos	y_pos	time	flux	err_byte	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9
107.1	0	0	9.25	124.5	11.965				
107.4	0	0	9.375	124.5	12.214				
107.7	0	0	9.5	124.5	12.34				
108.0	0	0	9.625	125.1	12.464				
108.3	0	0	9.75	125.1	12.588				
108.6	0	0	9.875	125.1	12.712				
108.9	0	0	10.0	124.8	12.838				
109.2	0	0	10.25	125.8	12.965				
109.5	0	0	10.375	125.8	13.2				
109.8	0	0	10.5	126.2	13.326				
110.1	0	0	10.625	126.2	13.456				
110.4	0	0	10.75	126.2	13.581				
110.7	0	0	10.875	126.2	13.705				
111.0	0	0	11.0	126.1	13.834				
111.3	0	0	11.25	126.9	13.959				
111.6	0	0	11.375	127.5	14.204				
111.9	0	0	11.5	127.5	14.337				
112.2	0	0	11.625	127.5	14.461				
112.5	0	0	11.75	127.5	14.586				
112.8	0	0	11.875	128.0	14.711				
113.1	0	0	12.0	127.5	14.836				
113.4	0	0	12.25	128.9	14.962				
113.7	0	0	12.375	128.9	15.189				
114.0	0	0	12.5	128.9	15.323				
114.3	0	0	12.625	128.9	15.452				
114.6	0	0	12.75	129.3	15.576				
114.9	0	0	12.875	129.3	15.71				
115.2	0	0	13.0	129.0	15.834				
115.5	0	0	13.25	129.7	15.96				
115.8	0	0	13.375	129.7	16.2				
116.1	0	0	13.5	129.7	16.333				
116.4	0	0	13.625	130.4	16.458				
116.7	0	0	13.75	130.4	16.583				
117.0	0	0	13.875	130.4	16.708				
117.3	0	0	14.0	130.2	16.832				
117.6	0	0	14.25	131.1	16.96				
117.9	0	0	14.375	131.4	17.196				
118.2	0	0	14.5	131.4	17.322				
118.5	0	0	14.625	131.4	17.45				
118.8	0	0	14.75	131.4	17.575				
119.1	0	0	14.875	132.5	17.709				
119.4	0	0	15.0	131.6	17.833				
119.7	0	0	15.25	133.3	17.958				
120.0	0	0	15.375	133.3	18.216				
120.3	0	0	15.5	133.3	18.341				
120.6	0	0	15.625	133.3	18.467				
120.9	0	0	15.75	134.0	18.591				
121.2	0	0	15.875	134.0	18.716				
121.5	0	0	16.0	133.6	18.841				
121.8	0	0	16.25	134.7	18.967				
122.1	0	0	16.375	134.7	19.187				
122.4	0	0	16.5	134.7	19.322				
122.7	0	0	16.625	135.3	19.454				
123.0	0	0	16.75	135.3	19.58				
123.3	0	0	16.875	135.3	19.714				
123.6	0	0	17.0	135.1	19.859				
123.9	0	0	17.25	136.0	19.984				
124.2	0	0	17.375	136.0	20.193				
124.5	0	0	17.5	136.7	20.33				
124.8	0	0	17.625	136.7	20.455				
125.1	0	0	17.75	136.7	20.58				
125.4	0	0	17.875	137.3	20.706				
125.7	0	0	18.0	136.6	20.832				
126.0	0	0	18.25	137.3	20.973				
126.3	0	0	18.375	138.0	21.184				
126.6	0	0	18.5	138.0	21.322				
126.9	0	0	18.625	138.0	21.456				
127.2	0	0	18.75	138.5	21.582				
127.5	0	0	18.875	138.5	21.707				
127.8	0	0	19.0	138.1	21.833				
128.1	0	0	19.25	139.2	21.958				
128.4	0	0	19.375	139.2	22.201				
128.7	0	0	19.5	139.2	22.334				
129.0	0	0	19.625	140.0	22.461				
129.3	0	0	19.75	140.0	22.586				
129.6	0	0	19.875	140.0	22.711				
129.9	0	0	20.0	139.7	22.836				
130.2	0	0	20.25	140.9	22.96				
130.5	0	0	20.375	140.9	23.205				
130.8	0	0	20.5	141.4	23.331				
131.1	0	0	20.625	141.4	23.458				
131.4	0	0	20.75	141.4	23.583				
131.7	0	0	20.875	141.9	23.708				
132.0	0	0	21.0	141.4	23.833				
132.3	0	0	21.25	141.9	23.957				
132.6	0	0	21.375	142.5	24.192				
132.9	0	0	21.5	142.5	24.327				
133.2	0	0	21.625	142.5	24.456				
133.5	0	0	21.75	143.2	24.582				
133.8	0	0	21.875	143.2	24.707				
134.1	0	0	22.0	142.7	24.832				
134.4	0	0	22.25	143.8	24.96				
134.7	0	0	22.375	143.8	25.202				
135.0	0	0	22.5	143.8	25.326				
135.3	0	0	22.625	144.6	25.453				
135.6	0	0	22.75	144.6	25.577				
135.9	0	0	22.875	144.6	25.703				
136.2	0	0	23.0	144.2	25.833				
136.5	0	0	23.25	145.1	25.96				
136.8	0	0	23.375	145.1	26.198				
137.1	0	0	23.5	146.0	26.338				
137.4	0	0	23.625	146.0	26.463				
137.7	0	0	23.75	146.0	26.587				
138.0	0	0	23.875	146.0	26.712				
138.3	0	0	24.0	145.8	26.837				
138.6	0	0	24.25	146.6	26.962				
138.9	0	0	24.375	147.2	27.211				
139.2	0	0	24.5	147.2	27.346				
139.5	0	0	24.625	147.2	27.469				
139.8	0	0	24.75	147.2	27.595				
140.1	0	0	24.875	148.1	27.721				
140.4	0	0	25.0	147.3	27.846				
140.7	0	0	25.25	148.6	27.972				
141.0	0	0	25.375	148.6	28.196				
141.3	0	0	25.5	148.6	28.325				
141.6	0	0	25.75	149.4	28.547				
141.9	0	0	25.875	149.4	28.699				
142.2	0	0	26.0	149.0	28.823				
142.5	0	0	26.25	150.1	28.959				
142.8	0	0	26.375	150.1	29.196				
143.1	0	0	26.5	151.0	29.34				
143.4	0	0	26.625	151.0	29.465				
143.7	0	0	26.75	151.0	29.591				
144.0	0	0	26.875	151.0	29.717				
144.3	0	0	27.0	150.8	29.843				
144.6	0	0	27.25	151.7	29.968				
144.9	0	0	27.375	152.0	30.191				
145.2	0	0	27.5	152.0	30.32				
145.5	0	0	27.625	152.0	30.455				
145.8	0	0	27.75	152.0	30.579				
146.1	0	0	27.875	152.8	30.708				
146.4	0	0	28.0	152.1	30.833				
146.7	0	0	28.25	153.6	30.959				
147.0	0	0	28.375	153.6	31.2				
147.3	0	0	28.5	153.6	31.339				
147.6	0	0	28.625	153.6	31.464				
147.9	0	0	28.75	154.3	31.588				
148.2	0	0	28.875	154.3	31.713				
148.5	0	0	29.0	153.9	31.838				
148.8	0	0	29.25	155.0	31.962				
149.1	0	0	29.375	155.0	32.203				
149.4	0	0	29.5	155.0	32.329				
149.7	0	0	29.625	155.6	32.455				
150.0	0	0	29.75	155.6	32.58				
150.3	0	0	29.875	155.6	32.726				
150.6	0	0	30.0	155.4	32.851				
150.9	0	0	30.25	156.6	32.977				
151.2	0	0	30.375	157.4	33.197				
151.5	0	0	30.5	157.4	33.332				
151.8	0	0	30.625	157.4	33.457				
152.1	0	0	30.75	157.4	33.583				
152.4	0	0	30.875	157.7	33.708				
152.7	0	0	31.0	157.3	33.833				
153.0	0	0	31.25	158.6	33.958				
153.3	0	0	31.375	158.6	34.194				
153.6	0	0	31.5	158.6	34.327				
153.9	0	0	31.625	158.6	34.452				
154.2	0	0	31.75	159.3	34.578				
154.5	0	0	31.875	159.3	34.709				
154.8	0	0	32.0	158.9	34.836				
155.1	0	0	32.25	160.2	34.961				
155.4	0	0	32.375	160.2	35.245				
155.7	0	0	32.5	160.2	35.37				
156.0	0	0	32.625	161.1	35.495				
156.3	0	0	32.75	161.1	35.619				
156.6	0	0	32.875	161.1	35.744				
156.9	0	0	33.0	160.8	35.869				
157.2	0	0	33.25	162.0	36.01				
157.5	0	0	33.375	162.0	36.189				
157.8	0	0	33.5	163.0	36.338				
158.1	0	0	33.625	163.0	36.47				
158.4	0	0	33.75	163.0	36.597				
158.7	0	0	33.875	163.5	36.722				
159.0	0	0	34.0	162.8	36.848				
159.3	0	0	34.25	163.5	36.974				
159.6	0	0	34.375	164.5	37.206				
159.9	0	0	34.5	164.5	37.331				
160.2	0	0	34.625	164.5	37.458				
160.5	0	0	34.75	165.4	37.582				
160.8	0	0	34.875	165.4	37.709				
161.1	0	0	35.0	164.7	37.834				
161.4	0	0	35.25	166.1	37.961				
161.7	0	0	35.375	166.1	38.208				
162.0	0	0	35.5	166.1	38.332				
162.3	0	0	35.625	167.0	38.456				
162.6	0	0	35.75	167.0	38.581				
162.9	0	0	35.875	167.0	38.708				
163.2	0	0	36.0	166.7	38.832				
163.5	0	0	36.25	167.6	38.958				
163.8	0	0	36.375	167.6	39.193				
164.1	0	0	36.5	168.6	39.335				
164.4	0	0	36.625	168.6	39.46				
164.7	0	0	36.75	168.6	39.586				
165.0	0	0	36.875	169.2	39.71				
165.3	0	0	37.0	168.4	39.835				
165.6	0	0	37.25	169.2	39.96				
165.9	0	0	37.375	170.1	40.201				
166.2	0	0	37.5	170.1	40.326				
166.5	0	0	37.625	170.1	40.451				
166.8	0	0	37.75	170.9	40.575				
167.1	0	0	37.875	170.9	40.703				
167.4	0	0	38.0	170.3	40.843				
167.7	0	0	38.25	171.7	40.967				
168.0	0	0	38.375	171.7	41.195				
168.3	0	0	38.5	171.7	41.329				
168.6	0	0	38.625	172.6	41.456				
168.9	0	0	38.75	172.6	41.581				
169.2	0	0	38.875	172.6	41.706				
169.5	0	0	39.0	172.2	41.83				
169.8	0	0	39.25	173.3	41.956				
170.1	0	0	39.375	173.3	42.202				
170.4	0	0	39.5	174.3	42.326				
170.7	0	0	39.625	174.3	42.458				
171.0	0	0	39.75	174.3	42.584				
171.3	0	0	39.875	174.3	42.707				
171.6	0	0	40.0	174.1	42.837				
171.9	0	0	40.25	175.0	42.969				
172.2	0	0	40.375	175.7	43.193				
172.5	0	0	40.5	175.7	43.34				
172.8	0	0	40.625	175.7	43.472				
173.1	0	0	40.75	176.7	43.597				
173.4	0	0	40.875	176.7	43.721				
173.7	0	0	41.0	176.0	43.847				
174.0	0	0	41.25	177.4	43.973				
174.3	0	0	41.375	177.4	44.2				
174.6	0	0	41.5	177.4	44.333				
174.9	0	0	41.625	178.1	44.459				
175.2	0	0	41.75	178.1	44.588				
175.5	0	0	41.875	178.1	44.714				
175.8	0	0	42.0	177.8	44.838				
176.1	0	0	42.25	178.9	44.963				
176.4	0	0	42.375	178.9	45.192				
176.7	0	0	42.5	179.3	45.324				
177.0	0	0	42.625	179.3	45.452				
177.3	0	0	42.75	179.3	45.584				
177.6	0	0	42.875	179.3	45.712				
177.9	0	0	43.0	179.2	45.837				
178.2	0	0	43.25	179.4	45.963				
178.5	0	0	43.375	179.3	46.202				
178.8	0	0	43.5	179.3	46.333				
179.1	0	0	43.625	179.3	46.458				
179.4	0	0	43.75	179.3	46.584				
179.7	0	0	43.875	179.2	46.709				
180.0	0	0	44.0	179.2	46.833				
180.3	0	0	44.25	179.0	46.96				
180.6	0	0	44.375	179.0	47.191				
180.9	0	0	44.5	179.0	47.331				
181.2	0	0	44.625	179.0	47.463				
181.5	0	0	44.75	178.9	47.588				
181.8	0	0	44.875	178.9	47.714				
182.1	0	0	45.0	178.9	47.839				
182.4	0	0	45.25	179.0	47.964				
182.7	0	0	45.375	179.0	48.196				
183.0	0	0	45.5	178.8	48.327				
183.3	0	0	45.625	178.8	48.452				
183.6	0	0	45.75	178.8	48.576				
183.9	0	0	45.875	178.8	48.701				
184.2	0	0	46.0	178.8	48.828				
184.5	0	0	46.25	178.8	48.957				
184.8	0	0	46.375	178.9	49.19				
185.1	0	0	46.5	178.9	49.324				
185.4	0	0	46.625	178.9	49.452				
185.7	0	0	46.75	178.9	49.582				
186.0	0	0	46.875	178.9	49.706				
186.3	0	0	47.0	178.8	49.834				
186.6	0	0	47.25	178.9	49.958				
186.9	0	0	47.375	178.9	50.202				
187.2	0	0	47.5	178.9	50.333				
187.5	0	0	47.625	178.9	50.462				
187.8	0	0	47.75	179.0	50.587				
188.1	0	0	47.875	179.0	50.714				
188.4	0	0	48.0	178.9	50.839				
188.7	0	0	48.25	179.1	50.963				
189.0	0	0	48.375	179.1	51.187				
189.3	0	0	48.5	179.1	51.334				
189.6	0	0	48.625	179.0	51.459				
189.9	0	0	48.75	179.0	51.588				
190.2	0	0	48.875	179.0	51.715				
190.5	0	0	49.0	179.0	51.84				
190.8	0	0	49.25	179.0	51.965				
191.1	0	0	49.375	179.0	52.195				
191.4	0	0	49.5	179.1	52.332				
191.7	0	0	49.625	179.1	52.462				
192.0	0	0	49.75	179.1	52.587				
192.3	0	0	49.875	179.1	52.712				
192.6	0	0	50.0	179.0	52.838				
192.9	0	0	50.25	179.1	52.963				
193.2	0	0	50.375	179.2	53.204				
193.5	0	0	50.5	179.2	53.33				
193.8	0	0	50.625	179.2	53.46				
194.1	0	0	50.75	178.9	53.587				
194.4	0	0	50.875	178.9	53.712				
194.7	0	0	51.0	179.0	53.837				
195.0	0	0	51.25	178.8	53.962				
195.3	0	0	51.375	178.8	54.207				
195.6	0	0	51.5	178.8	54.336				
195.9	0	0	51.625	178.8	54.462				
196.2	0	0	51.75	178.8	54.588				
196.5	0	0	51.875	178.8	54.713				
196.8	0	0	52.0	178.8	54.839				
197.1	0	0	52.25	178.8	54.964				
197.4	0	0	52.375	178.8	55.203				
197.7	0	0	52.5	178.8	55.327				
198.0	0	0	52.625	178.8	55.453				
198.3	0	0	52.75	178.8	55.589				
198.6	0	0	52.875	178.7	55.713				
198.9	0	0	53.0	178.7	55.846				
199.2	0	0	53.25	178.7	55.97				
199.5	0	0	53.375	178.8	56.192				
199.8	0	0	53.5	178.8	56.331				
200.1	0	0	53.625	178.8	56.459				
200.4	0	0	53.75	178.8	56.586				
200.7	0	0	53.875	178.8	56.719				
201.0	0	0	54.0	178.7	56.844				
201.3	0	0	54.25	178.6	56.969				
201.6	0	0	54.375	178.6	57.2				
201.9	0	0	54.5	178.6	57.326				
202.2	0	0	54.625	178.7	57.456				
202.5	0	0	54.75	178.7	57.58				
202.8	0	0	54.875	178.7	57.709				
203.1	0	0	55.0	178.6	57.844				
203.4	0	0	55.25	178.7	57.969				
203.7	0	0	55.375	178.7	58.202				
204.0	0	0	55.5	178.7	58.33				
204.3	0	0	55.625	178.7	58.455				
204.6	0	0	55.75	178.7	58.593				
204.9	0	0	55.875	178.7	58.717				
205.2	0	0	56.0	178.7	58.843				
205.5	0	0	56.25	178.7	58.967				
205.8	0	0	56.375	178.7	59.201				
206.1	0	0	56.5	178.7	59.338				
206.4	0	0	56.625	178.7	59.463				
206.7	0	0	56.75	178.6	59.59				
207.0	0	0	56.875	178.6	59.715				
207.3	0	0	57.0	178.6	59.841				
207.6	0	0	57.25	178.5	59.965				
207.9	0	0	57.375	178.5	60.19				
208.2	0	0	57.5	178.5	60.32				
208.5	0	0	57.625	178.7	60.452				
208.8	0	0	57.75	178.7	60.583				
209.1	0	0	57.875	178.7	60.707				
209.4	0	0	58.0	178.6	60.833				
209.7	0	0	58.25	178.8	60.959	*			
