-0.00047,-0.00047,0.00019,0.00052,0.00085,0.00101,0.00134,0.00151,0.00151,0.00200,0.00233,0.00266,0.00315,0.00315,0.00348,0.00348,0.00381,0.00430,0.00447,0.00496,0.00594,0.00742,0.00890,0.01071,0.01367,0.01351,0.01482,0.01597,0.01729,0.01860,0.01992,0.02123,0.02238
-0.00063,-0.00030,0.00019,0.00068,0.00052,0.00085,0.00134,0.00118,0.00184,0.00200,0.00249,0.00249,0.00282,0.00331,0.00331,0.00348,0.00364,0.00430,0.00447,0.00479,0.00627,0.00775,0.00907,0.01055,0.01334,0.01318,0.01433,0.01564,0.01729,0.01844,0.01992,0.02140,0.02255
-0.00047,-0.00047,0.00019,0.00036,0.00085,0.00085,0.00118,0.00184,0.00184,0.00184,0.00233,0.00282,0.00282,0.00315,0.00331,0.00364,0.00381,0.00414,0.00414,0.00512,0.00611,0.00775,0.00890,0.01038,0.01351,0.01318,0.01466,0.01597,0.01712,0.01860,0.01975,0.02123,0.02271
-0.00047,-0.00047,0.00019,0.00052,0.00085,0.00101,0.00118,0.00167,0.00184,0.00200,0.00233,0.00266,0.00299,0.00315,0.00315,0.00364,0.00381,0.00430,0.00447,0.00479,0.00594,0.00792,0.00907,0.01071,0.01318,0.01334,0.01466,0.01581,0.01745,0.01860,0.01992,0.02123,0.02222
-0.00063,-0.00030,0.00003,0.00052,0.00068,0.00085,0.00134,0.00151,0.00167,0.00200,0.00200,0.00266,0.00282,0.00315,0.00315,0.00331,0.00397,0.00381,0.00463,0.00463,0.00611,0.00775,0.00923,0.01038,0.01351,0.01334,0.01466,0.01581,0.01729,0.01844,0.01992,0.02123,0.02222
-0.00047,-0.00014,0.00003,0.00052,0.00068,0.00101,0.00118,0.00167,0.00184,0.00200,0.00233,0.00266,0.00299,0.00315,0.00331,0.00364,0.00397,0.00430,0.00463,0.00463,0.00644,0.00775,0.00923,0.01022,0.01351,0.01334,0.01466,0.01597,0.01696,0.01860,0.02008,0.02140,0.02205
-0.00063,-0.00030,0.00019,0.00068,0.00052,0.00101,0.00134,0.00151,0.00200,0.00200,0.00249,0.00282,0.00282,0.00282,0.00331,0.00364,0.00381,0.00414,0.00479,0.00479,0.00627,0.00759,0.00907,0.01055,0.01318,0.01334,0.01449,0.01581,0.01745,0.01877,0.01992,0.02123,0.02255
-0.00079,-0.00014,0.00019,0.00052,0.00101,0.00101,0.00118,0.00167,0.00167,0.00200,0.00249,0.00282,0.00282,0.00299,0.00331,0.00348,0.00381,0.00447,0.00463,0.00479,0.00611,0.00775,0.00890,0.01038,0.01334,0.01351,0.01449,0.01597,0.01712,0.01844,0.01992,0.02140,0.02238
-0.00063,-0.00014,0.00019,0.00052,0.00085,0.00101,0.00118,0.00151,0.00151,0.00200,0.00249,0.00249,0.00266,0.00315,0.00331,0.00348,0.00381,0.00414,0.00447,0.00479,0.00594,0.00759,0.00907,0.01071,0.01334,0.01334,0.01466,0.01597,0.01729,0.01844,0.01992,0.02140,0.02222
-0.00063,-0.00030,0.00036,0.00052,0.00052,0.00101,0.00101,0.00167,0.00184,0.00200,0.00216,0.00266,0.00299,0.00315,0.00348,0.00364,0.00397,0.00430,0.00447,0.00479,0.00611,0.00775,0.00923,0.01055,0.01334,0.01351,0.01449,0.01597,0.01729,0.01860,0.01992,0.02123,0.02238
