0.00036,0.00085,0.00282,0.00200,0.00200,0.00233,0.00282,0.00331,0.00364,0.00397,0.00479,0.00479,0.00512,0.00644
0.00052,0.00118,0.00315,0.00200,0.00216,0.00233,0.00282,0.00315,0.00364,0.00397,0.00479,0.00496,0.00512,0.00660
0.00019,0.00085,0.00299,0.00184,0.00216,0.00233,0.00249,0.00331,0.00364,0.00414,0.00512,0.00496,0.00512,0.00627
0.00052,0.00085,0.00282,0.00184,0.00184,0.00249,0.00282,0.00315,0.00348,0.00414,0.00496,0.00479,0.00529,0.00644
0.00052,0.00101,0.00315,0.00200,0.00216,0.00233,0.00282,0.00315,0.00348,0.00414,0.00479,0.00496,0.00512,0.00644
0.00036,0.00085,0.00315,0.00184,0.00216,0.00233,0.00299,0.00315,0.00348,0.00430,0.00496,0.00496,0.00529,0.00644
0.00052,0.00085,0.00299,0.00167,0.00200,0.00233,0.00266,0.00315,0.00381,0.00381,0.00479,0.00479,0.00529,0.00660
0.00003,0.00101,0.00299,0.00184,0.00200,0.00216,0.00315,0.00331,0.00331,0.00397,0.00479,0.00479,0.00529,0.00644
0.00036,0.00101,0.00299,0.00184,0.00200,0.00233,0.00266,0.00331,0.00364,0.00397,0.00496,0.00496,0.00529,0.00627
0.00052,0.00101,0.00282,0.00167,0.00216,0.00249,0.00266,0.00315,0.00331,0.00414,0.00496,0.00463,0.00512,0.00644
0.00036,0.00101,0.00299,0.00200,0.00216,0.00233,0.00282,0.00315,0.00348,0.00430,0.00479,0.00479,0.00529,0.00644
0.00036,0.00085,0.00282,0.00184,0.00216,0.00216,0.00249,0.00299,0.00348,0.00381,0.00496,0.00479,0.00512,0.00660
0.00068,0.00101,0.00282,0.00184,0.00216,0.00233,0.00282,0.00331,0.00348,0.00381,0.00479,0.00496,0.00529,0.00644
0.00068,0.00101,0.00282,0.00184,0.00216,0.00249,0.00266,0.00331,0.00348,0.00414,0.00512,0.00479,0.00545,0.00644
0.00036,0.00118,0.00299,0.00184,0.00200,0.00233,0.00266,0.00315,0.00331,0.00397,0.00479,0.00479,0.00512,0.00627
0.00052,0.00118,0.00299,0.00184,0.00216,0.00233,0.00249,0.00315,0.00364,0.00381,0.00479,0.00479,0.00496,0.00644
0.00052,0.00085,0.00299,0.00167,0.00233,0.00233,0.00282,0.00315,0.00348,0.00414,0.00479,0.00463,0.00545,0.00644
0.00036,0.00118,0.00299,0.00167,0.00216,0.00249,0.00266,0.00315,0.00348,0.00397,0.00463,0.00479,0.00545,0.00644
0.00036,0.00085,0.00299,0.00184,0.00200,0.00233,0.00266,0.00348,0.00331,0.00397,0.00496,0.00463,0.00529,0.00627
0.00052,0.00101,0.00299,0.00200,0.00216,0.00233,0.00282,0.00331,0.00364,0.00414,0.00463,0.00496,0.00529,0.00627
0.00052,0.00101,0.00282,0.00167,0.00200,0.00216,0.00249,0.00299,0.00364,0.00414,0.00496,0.00479,0.00529,0.00644
0.00052,0.00101,0.00299,0.00184,0.00184,0.00233,0.00299,0.00331,0.00348,0.00414,0.00479,0.00496,0.00545,0.00644
0.00068,0.00101,0.00266,0.00167,0.00233,0.00233,0.00299,0.00331,0.00381,0.00414,0.00496,0.00496,0.00529,0.00644
0.00052,0.00118,0.00282,0.00184,0.00216,0.00216,0.00282,0.00315,0.00381,0.00397,0.00463,0.00496,0.00545,0.00644
0.00052,0.00118,0.00315,0.00167,0.00216,0.00233,0.00266,0.00315,0.00348,0.00414,0.00479,0.00479,0.00496,0.00627
0.00036,0.00085,0.00299,0.00167,0.00200,0.00266,0.00282,0.00348,0.00348,0.00430,0.00479,0.00512,0.00529,0.00627
0.00036,0.00101,0.00299,0.00167,0.00200,0.00233,0.00282,0.00315,0.00381,0.00397,0.00496,0.00463,0.00545,0.00644
0.00052,0.00101,0.00315,0.00167,0.00216,0.00249,0.00249,0.00315,0.00348,0.00414,0.00463,0.00496,0.00512,0.00627
0.00036,0.00068,0.00315,0.00184,0.00216,0.00249,0.00266,0.00331,0.00364,0.00397,0.00463,0.00496,0.00529,0.00611
0.00036,0.00118,0.00299,0.00184,0.00216,0.00249,0.00249,0.00299,0.00348,0.00397,0.00496,0.00496,0.00529,0.00677
0.00068,0.00118,0.00299,0.00200,0.00200,0.00249,0.00282,0.00331,0.00348,0.00414,0.00479,0.00479,0.00512,0.00644
0.00052,0.00101,0.00315,0.00184,0.00216,0.00216,0.00266,0.00348,0.00364,0.00397,0.00479,0.00479,0.00529,0.00644
0.00036,0.00118,0.00315,0.00200,0.00233,0.00233,0.00266,0.00299,0.00381,0.00414,0.00479,0.00479,0.00512,0.00627
0.00036,0.00101,0.00299,0.00184,0.00216,0.00233,0.00266,0.00331,0.00364,0.00397,0.00479,0.00463,0.00545,0.00660
0.00036,0.00101,0.00282,0.00167,0.00216,0.00249,0.00249,0.00331,0.00348,0.00397,0.00496,0.00496,0.00529,0.00627
0.00052,0.00085,0.00315,0.00200,0.00216,0.00266,0.00282,0.00315,0.00348,0.00381,0.00479,0.00496,0.00529,0.00627
0.00036,0.00101,0.00315,0.00200,0.00184,0.00233,0.00282,0.00348,0.00364,0.00381,0.00479,0.00479,0.00512,0.00644
0.00052,0.00101,0.00299,0.00167,0.00216,0.00233,0.00299,0.00299,0.00348,0.00414,0.00479,0.00479,0.00529,0.00611
0.00019,0.00085,0.00299,0.00184,0.00200,0.00249,0.00282,0.00315,0.00348,0.00397,0.00479,0.00463,0.00529,0.00660
0.00052,0.00101,0.00299,0.00216,0.00200,0.00266,0.00282,0.00299,0.00381,0.00397,0.00479,0.00463,0.00545,0.00644
0.00036,0.00085,0.00299,0.00184,0.00216,0.00233,0.00282,0.00331,0.00348,0.00414,0.00496,0.00479,0.00529,0.00644
0.00036,0.00085,0.00299,0.00184,0.00200,0.00249,0.00249,0.00315,0.00348,0.00430,0.00479,0.00479,0.00512,0.00660
