-0.00162,-0.00195,-0.00211,-0.00260,-0.00310,-0.00342,-0.00359,-0.00342,-0.00392
-0.00145,-0.00211,-0.00211,-0.00244,-0.00293,-0.00342,-0.00375,-0.00342,-0.00392
-0.00129,-0.00178,-0.00211,-0.00244,-0.00277,-0.00342,-0.00375,-0.00326,-0.00392
-0.00129,-0.00195,-0.00227,-0.00277,-0.00293,-0.00342,-0.00342,-0.00342,-0.00375
-0.00145,-0.00195,-0.00227,-0.00260,-0.00326,-0.00342,-0.00359,-0.00326,-0.00392
-0.00145,-0.00211,-0.00227,-0.00260,-0.00277,-0.00342,-0.00359,-0.00359,-0.00375
-0.00129,-0.00195,-0.00211,-0.00260,-0.00310,-0.00359,-0.00326,-0.00342,-0.00375
-0.00162,-0.00195,-0.00211,-0.00260,-0.00310,-0.00326,-0.00342,-0.00342,-0.00392
-0.00129,-0.00211,-0.00211,-0.00244,-0.00310,-0.00342,-0.00326,-0.00326,-0.00408
-0.00129,-0.00211,-0.00227,-0.00260,-0.00310,-0.00342,-0.00342,-0.00342,-0.00408
-0.00145,-0.00178,-0.00211,-0.00277,-0.00293,-0.00359,-0.00359,-0.00310,-0.00392
-0.00145,-0.00195,-0.00211,-0.00227,-0.00293,-0.00342,-0.00375,-0.00342,-0.00392
-0.00145,-0.00211,-0.00211,-0.00260,-0.00293,-0.00359,-0.00342,-0.00359,-0.00375
-0.00145,-0.00195,-0.00211,-0.00244,-0.00277,-0.00342,-0.00359,-0.00342,-0.00408
-0.00145,-0.00195,-0.00227,-0.00244,-0.00293,-0.00342,-0.00359,-0.00342,-0.00375
-0.00129,-0.00195,-0.00227,-0.00244,-0.00293,-0.00342,-0.00342,-0.00342,-0.00392
-0.00145,-0.00195,-0.00195,-0.00244,-0.00310,-0.00342,-0.00342,-0.00326,-0.00375
-0.00162,-0.00195,-0.00211,-0.00244,-0.00310,-0.00326,-0.00359,-0.00342,-0.00392
-0.00162,-0.00211,-0.00211,-0.00244,-0.00310,-0.00342,-0.00342,-0.00342,-0.00359
-0.00145,-0.00195,-0.00227,-0.00260,-0.00277,-0.00342,-0.00342,-0.00326,-0.00392
-0.00145,-0.00195,-0.00211,-0.00277,-0.00277,-0.00326,-0.00342,-0.00375,-0.00375
-0.00145,-0.00178,-0.00227,-0.00244,-0.00310,-0.00342,-0.00359,-0.00342,-0.00359
-0.00129,-0.00195,-0.00227,-0.00277,-0.00293,-0.00326,-0.00359,-0.00342,-0.00392
-0.00129,-0.00195,-0.00227,-0.00244,-0.00310,-0.00342,-0.00359,-0.00359,-0.00392
-0.00162,-0.00178,-0.00211,-0.00260,-0.00293,-0.00342,-0.00342,-0.00359,-0.00359
-0.00145,-0.00211,-0.00211,-0.00260,-0.00310,-0.00359,-0.00359,-0.00342,-0.00392
-0.00145,-0.00195,-0.00211,-0.00244,-0.00293,-0.00342,-0.00375,-0.00326,-0.00425
-0.00162,-0.00211,-0.00195,-0.00227,-0.00326,-0.00326,-0.00359,-0.00326,-0.00392
-0.00162,-0.00195,-0.00211,-0.00244,-0.00310,-0.00342,-0.00342,-0.00326,-0.00375
-0.00129,-0.00162,-0.00195,-0.00277,-0.00310,-0.00342,-0.00359,-0.00342,-0.00408
-0.00129,-0.00178,-0.00227,-0.00211,-0.00310,-0.00326,-0.00359,-0.00359,-0.00375
-0.00145,-0.00195,-0.00211,-0.00227,-0.00310,-0.00326,-0.00342,-0.00359,-0.00408
-0.00145,-0.00195,-0.00211,-0.00260,-0.00310,-0.00326,-0.00326,-0.00342,-0.00392
-0.00129,-0.00211,-0.00211,-0.00244,-0.00277,-0.00342,-0.00342,-0.00359,-0.00408
-0.00145,-0.00195,-0.00227,-0.00260,-0.00293,-0.00342,-0.00375,-0.00359,-0.00408
-0.00129,-0.00178,-0.00211,-0.00260,-0.00293,-0.00326,-0.00359,-0.00359,-0.00359
-0.00145,-0.00178,-0.00244,-0.00244,-0.00293,-0.00359,-0.00359,-0.00359,-0.00375
-0.00162,-0.00195,-0.00227,-0.00260,-0.00293,-0.00342,-0.00342,-0.00342,-0.00375
-0.00145,-0.00178,-0.00227,-0.00244,-0.00310,-0.00342,-0.00342,-0.00342,-0.00392
-0.00129,-0.00178,-0.00211,-0.00260,-0.00310,-0.00359,-0.00375,-0.00342,-0.00392
-0.00145,-0.00195,-0.00227,-0.00260,-0.00326,-0.00342,-0.00342,-0.00326,-0.00392
-0.00145,-0.00178,-0.00227,-0.00244,-0.00310,-0.00342,-0.00342,-0.00326,-0.00392
-0.00129,-0.00211,-0.00195,-0.00260,-0.00310,-0.00326,-0.00359,-0.00326,-0.00375
-0.00129,-0.00211,-0.00227,-0.00260,-0.00310,-0.00326,-0.00326,-0.00342,-0.00392
-0.00145,-0.00178,-0.00227,-0.00227,-0.00293,-0.00359,-0.00359,-0.00342,-0.00408
-0.00145,-0.00195,-0.00211,-0.00260,-0.00277,-0.00359,-0.00326,-0.00326,-0.00392
-0.00145,-0.00195,-0.00211,-0.00260,-0.00326,-0.00326,-0.00359,-0.00342,-0.00408
-0.00145,-0.00162,-0.00227,-0.00260,-0.00326,-0.00359,-0.00359,-0.00359,-0.00392
-0.00145,-0.00195,-0.00195,-0.00260,-0.00310,-0.00342,-0.00342,-0.00342,-0.00408
-0.00162,-0.00195,-0.00227,-0.00244,-0.00310,-0.00359,-0.00375,-0.00342,-0.00392
-0.00145,-0.00178,-0.00227,-0.00260,-0.00310,-0.00342,-0.00342,-0.00359,-0.00375
-0.00145,-0.00178,-0.00211,-0.00260,-0.00310,-0.00375,-0.00342,-0.00359,-0.00392
-0.00162,-0.00211,-0.00227,-0.00260,-0.00293,-0.00359,-0.00359,-0.00342,-0.00392
-0.00145,-0.00195,-0.00227,-0.00260,-0.00293,-0.00342,-0.00342,-0.00326,-0.00408
-0.00129,-0.00195,-0.00227,-0.00260,-0.00310,-0.00342,-0.00342,-0.00359,-0.00375
-0.00112,-0.00195,-0.00211,-0.00244,-0.00310,-0.00342,-0.00326,-0.00359,-0.00392
-0.00145,-0.00211,-0.00227,-0.00227,-0.00277,-0.00326,-0.00342,-0.00310,-0.00408
-0.00162,-0.00211,-0.00211,-0.00260,-0.00310,-0.00342,-0.00342,-0.00342,-0.00392
-0.00145,-0.00195,-0.00244,-0.00260,-0.00293,-0.00359,-0.00359,-0.00326,-0.00375
-0.00145,-0.00195,-0.00211,-0.00227,-0.00310,-0.00326,-0.00359,-0.00342,-0.00392
-0.00162,-0.00195,-0.00195,-0.00260,-0.00277,-0.00359,-0.00342,-0.00359,-0.00375
-0.00145,-0.00195,-0.00211,-0.00260,-0.00260,-0.00359,-0.00342,-0.00342,-0.00392
-0.00162,-0.00211,-0.00211,-0.00244,-0.00310,-0.00326,-0.00342,-0.00342,-0.00392
-0.00145,-0.00178,-0.00227,-0.00244,-0.00293,-0.00326,-0.00326,-0.00342,-0.00392
-0.00145,-0.00178,-0.00195,-0.00244,-0.00310,-0.00375,-0.00342,-0.00326,-0.00375
-0.00145,-0.00195,-0.00227,-0.00260,-0.00310,-0.00342,-0.00359,-0.00342,-0.00375
-0.00145,-0.00211,-0.00227,-0.00244,-0.00293,-0.00342,-0.00359,-0.00326,-0.00375
-0.00145,-0.00211,-0.00227,-0.00244,-0.00293,-0.00342,-0.00342,-0.00375,-0.00392
-0.00162,-0.00195,-0.00211,-0.00260,-0.00277,-0.00342,-0.00359,-0.00342,-0.00392
-0.00145,-0.00211,-0.00211,-0.00260,-0.00310,-0.00342,-0.00359,-0.00342,-0.00408
-0.00129,-0.00195,-0.00227,-0.00244,-0.00277,-0.00342,-0.00359,-0.00359,-0.00375
-0.00162,-0.00195,-0.00244,-0.00260,-0.00293,-0.00342,-0.00326,-0.00342,-0.00392
-0.00145,-0.00178,-0.00211,-0.00244,-0.00293,-0.00359,-0.00342,-0.00342,-0.00392
-0.00145,-0.00211,-0.00211,-0.00260,-0.00310,-0.00326,-0.00359,-0.00326,-0.00392
-0.00145,-0.00178,-0.00211,-0.00260,-0.00310,-0.00342,-0.00342,-0.00342,-0.00408
-0.00129,-0.00195,-0.00195,-0.00260,-0.00293,-0.00342,-0.00342,-0.00342,-0.00392
-0.00162,-0.00195,-0.00227,-0.00260,-0.00293,-0.00359,-0.00359,-0.00326,-0.00392
-0.00129,-0.00195,-0.00227,-0.00244,-0.00310,-0.00342,-0.00342,-0.00310,-0.00375
-0.00129,-0.00178,-0.00227,-0.00260,-0.00310,-0.00326,-0.00326,-0.00342,-0.00392
-0.00129,-0.00195,-0.00211,-0.00260,-0.00310,-0.00326,-0.00359,-0.00342,-0.00375
-0.00129,-0.00211,-0.00227,-0.00244,-0.00293,-0.00310,-0.00342,-0.00326,-0.00392
-0.00145,-0.00162,-0.00211,-0.00260,-0.00310,-0.00342,-0.00342,-0.00342,-0.00392
-0.00145,-0.00211,-0.00211,-0.00260,-0.00326,-0.00342,-0.00342,-0.00359,-0.00392
-0.00145,-0.00178,-0.00227,-0.00277,-0.00293,-0.00342,-0.00342,-0.00326,-0.00375
-0.00145,-0.00227,-0.00211,-0.00260,-0.00310,-0.00326,-0.00342,-0.00342,-0.00359
-0.00145,-0.00195,-0.00227,-0.00227,-0.00310,-0.00326,-0.00359,-0.00342,-0.00375
-0.00162,-0.00195,-0.00227,-0.00244,-0.00293,-0.00326,-0.00342,-0.00342,-0.00408
-0.00145,-0.00195,-0.00211,-0.00260,-0.00293,-0.00326,-0.00375,-0.00342,-0.00392
-0.00112,-0.00211,-0.00227,-0.00244,-0.00293,-0.00326,-0.00359,-0.00326,-0.00375
